x1,x2,x3,y1,y2,y3,y4,data_set_number,data_set
0.069468,0.53865,0.77022,4.23632134771403e-47,0.999992249862826,0.52529238923,0.277517821984705,25,Rand_Training_2
0.53739684,0.032915446,0.20653086,1.06799324121793e-49,0.571926082349153,0.0442904898158615,0.0834734754830261,989,Testing
0.10254,0.36963,0.66264,5.65333110571717e-37,0.999272557027631,0.366761429019333,0.171607465973148,89,LHS_Training_1
0.45804,0.76271,0.45426,1.15508372807333e-16,0.973514366566803,0.430360627486593,0.503497853937111,654,Rand_Training_1
0.7541,0.25384,0.63859,1.14570993883471e-30,0.999994499684854,0.297411118870667,0.233339061361136,642,LHS_Training_0
0.12653,0.65258,0.037035,1.73366076912608e-43,0.000248979109590751,0.18564005356137,0.3296534487187,122,regularSobol_Training_0
0.99096,0.069473,0.94523,6.88650054277443e-44,0.999999995298241,0.387545667093616,0.236197514745353,428,LHS_Training_0
0.68419,0.96825,0.30734,0.00373736092109693,0.997604743756355,0.436204082432963,0.726536726407338,589,LHS_Training_2
0.5712644,0.8484161,0.4139149,6.079427263533e-10,0.995316446745834,0.445994833323544,0.599527019116351,20,Rand_Vald_4
0.62418,0.097654,0.27494,1.9019476311907e-44,0.978766035804254,0.0825459394109067,0.11884265222901,961,Rand_Training_1
0.75236,0.76231,0.025193,0.00170052432830237,0.162060045065589,0.217087666754467,0.519808723698068,1261,Rand_Training_3
0.84638,0.88851,0.10841,0.580351322207465,0.986746072725566,0.296866353541407,0.6563660472976,234,LHS_Training_1
0.93587,0.013403,0.18296,1.59897915176456e-51,0.999950383974322,0.0333110352477044,0.132216340453753,187,LHS_Training_1
0.36359,0.58659,0.34506,4.14919873988576e-21,0.678052945427248,0.291480238120667,0.337310021498897,472,regularSobol_Training_0
0.2294,0.9469,0.059215,8.9672304264672e-33,0.00056531972762225,0.295763390272778,0.593136065970611,1255,LHS_Training_4
0.76411,0.62843,0.95814,1.58886978722526e-07,0.999999999484727,0.724463673865259,0.550528538674035,876,LHS_Training_4
0.84682,0.95622,0.99596,0.965205122095069,0.999999999712609,0.972751686147852,0.920270675610758,163,selectiveSobolSampling_Train_XX
0.87213,0.50181,0.79311,1.57092527171649e-12,0.999999874100665,0.521300225440667,0.436995404950139,752,LHS_Training_2
0.070736274,0.8930764,0.65143312,7.22303780013047e-50,0.998033731254481,0.633658429471067,0.556569747239476,330,Testing
0.024944,0.6079,0.66642,6.83561789059211e-54,0.997688138813352,0.49025746345037,0.307514353588019,1190,regularSobol_Vald_0
0.73923,0.70529,0.72653,8.35074546621358e-05,0.999989558289239,0.585724103987333,0.558568640509005,1015,LHS_Training_2
0.88964,0.63125,0.97585,3.28636579940509e-06,0.999999997863863,0.741306738527778,0.591213033195845,1227,Rand_Training_3
0.15938666,0.37940893,0.93688312,1.28302720813768e-31,0.999999999774742,0.556957119156398,0.213607636231307,1246,Testing
0.52461,0.70454,0.46655,1.7219332028514e-12,0.993355980276879,0.410352536301778,0.469768831997318,878,Rand_Training_3
0.02902,0.20937,0.66013,8.76364715840553e-36,0.997173216194173,0.288268535053407,0.0799743801083502,630,Rand_Training_4
0.76977,0.50243,0.34947,1.85801778673915e-13,0.999909558383674,0.259123722158593,0.353572045395411,102,Rand_Training_3
0.70517,0.35117,0.19377,5.16491606060743e-23,0.96995836064513,0.140670465563037,0.239893511917408,684,Rand_Training_1
0.16536,0.19744,0.71387,1.57897912368542e-20,0.999968532637677,0.312417561839556,0.102978896578999,1066,regularSobol_Vald_0
0.44937,0.53537,0.93385,6.17599491835287e-14,0.999999999898572,0.647293111210445,0.38856722990818,425,LHS_Training_2
0.85053,0.27028,0.70646,1.55419115358138e-28,0.999999809171299,0.343807546984889,0.268869018747769,501,Rand_Training_2
0.58308,0.58969,0.9971,6.799647034311e-08,0.9999999999944,0.733235865631778,0.479282497802326,903,LHS_Training_1
0.6738,0.53453,0.58341,1.82709420649569e-11,0.999925654192336,0.399680168327481,0.383749688419905,413,regularSobol_Training_0
0.071256,0.75368,0.23771,2.04691781125752e-50,0.00375521617181118,0.306550736556,0.403018001864751,38,LHS_Training_0
0.57641,0.28413,0.15704,1.47609244038632e-26,0.381704033022384,0.10754343251563,0.184292146612611,733,Rand_Training_3
0.48517,0.20413,0.18849,4.69427638835285e-31,0.252084517713755,0.0916155499008148,0.135987219567688,534,Rand_Training_0
0.30935,0.68837,0.58685,5.52675082937817e-27,0.998721191733632,0.478461697566,0.424330846080366,240,Rand_Training_3
0.37315,0.74576,0.72934,1.96340988266667e-22,0.999996805660057,0.610521747006222,0.506534073187831,302,LHS_Training_1
0.1531,0.55247,0.74219,1.18562820146048e-38,0.999990288340204,0.513010624979333,0.303344719201567,218,LHS_Training_2
0.88271,0.21033,0.093716,4.29781071828468e-33,0.992024804419185,0.069046902756163,0.193273711680509,648,LHS_Training_1
0.96778,0.052375,0.20838,2.0885433960787e-46,0.999993218461443,0.050511939754537,0.149959057881456,1186,Rand_Training_3
0.28102,0.5216,0.027107,5.83762345538334e-26,0.000219847929051446,0.141773630352689,0.266066415602672,1520,regularSobol_Training_3
0.52047,0.012234,0.69205,1.40302086804274e-51,0.999985579876024,0.213708332212803,0.0970698407178355,1159,Rand_Training_3
0.00016475,0.74145,0.003176,1.34222896459073e-58,0.000123663152847391,0.202149921217496,0.374203079678104,28358,selectiveSobolSampling_Train_XX
0.53201,0.030804,0.099664,8.45501151112962e-50,0.0396215923771148,0.0217273711835141,0.0798031754355918,698,LHS_Training_4
0.75624,0.38411,0.81591,9.21442419543085e-21,0.999999459722077,0.47266119758437,0.333725831898428,1627,regularSobol_Training_4
0.05119,0.69935,0.013134,2.70098109544267e-52,0.000141238737075515,0.192223216023126,0.350900983683402,886,selectiveSobolSampling_Train_XX
0.62247,0.54947,0.23937,4.47933963872812e-10,0.946719171330258,0.228151394154148,0.350518554033363,896,Rand_Training_2
0.6877414,0.6248513,0.1575109,1.93937826793185e-07,0.868155440892275,0.221703772455575,0.409757014249415,193,Rand_Vald_3
0.67531641,0.7746593,0.43247828,6.86766775361903e-06,0.999711555224775,0.422698165701378,0.556820363121517,369,Testing
0.50948,0.63359,0.77118,1.72186956633531e-12,0.999999509694265,0.57881709638437,0.451285752713249,736,Rand_Training_2
0.34414,0.038991,0.95108,5.00218323313912e-42,0.999999999965159,0.374716207572747,0.0948558485581729,731,LHS_Training_4
0.89503,0.23211,0.87688,5.75165616766179e-31,0.99999988183803,0.431147714759185,0.283843474949132,1479,regularSobol_Training_3
0.0016066,0.67215,0.86861,9.18801742688822e-58,0.999999892834797,0.677059665521852,0.371755685855563,860,Rand_Training_1
0.57047,0.40257,0.57506,1.11728323562877e-17,0.998979152119179,0.331841637080074,0.274921242853821,569,selectiveSobolSampling_Train_XX
0.37382463,0.54109234,0.5672504,3.12212698265158e-19,0.998364848229298,0.393073674654166,0.32530698809408,388,Testing
0.88312,0.070589,0.79728,1.5206858153589e-46,0.999999916102728,0.297578004657755,0.193015763977517,411,LHS_Training_1
0.04555395,0.3068545,0.04014049,6.29809599056787e-40,0.000363229241634199,0.0834048753280906,0.113371392273803,62,LHS_Vald_0
0.48370037,0.65312671,0.22218356,2.84550269776898e-14,0.453753430564719,0.259849802255002,0.399560133681555,1456,Testing
0.92278,0.68874,0.46689,0.00159725576414184,0.99999993704749,0.403135797884,0.538684515634282,211,LHS_Training_1
0.3892875,0.1925101,0.1802377,1.54780195805013e-28,0.0694148332266896,0.0857189850547427,0.116843892376828,33,Rand_Vald_2
0.73785,0.11367,0.27429,1.46425462908174e-43,0.998675007094059,0.0876012990993333,0.141286909842277,538,LHS_Training_0
0.50711,0.046525,0.31106,2.03562785328009e-47,0.907904033046495,0.0763867828797222,0.0862748264053071,913,selectiveSobolSampling_Train_XX
0.3177,0.24769,0.63464,3.48718828755709e-20,0.999791817324701,0.292388596729556,0.148967968696805,676,Rand_Training_0
0.48816,0.46422,0.95389,1.49526558880569e-11,0.999999999963068,0.620341447803407,0.349991523878705,147,LHS_Training_4
0.40368,0.55715,0.56532,1.54484925266507e-17,0.998486020061211,0.399668690289259,0.342496838974872,596,regularSobol_Training_0
0.049706,0.99341,0.15616,2.01305514189122e-50,0.00087163511727424,0.361562631476222,0.608180539425188,1165,Rand_Training_2
0.80934,0.72945,0.34605,0.000657925354369068,0.999970569281603,0.35259160035,0.533487627877092,255,Rand_Training_3
0.71422159,0.53776796,0.74050856,1.44046687241613e-11,0.999992101695964,0.503878040605127,0.418501177888752,41,Testing
0.34345,0.58166,0.23506,1.61550547885893e-22,0.15813658051081,0.238398636148444,0.323805090795665,877,LHS_Training_2
0.96852,0.71511,0.87166,0.114864845891541,0.999999995361455,0.705494448532519,0.659652740313789,495,selectiveSobolSampling_Train_XX
0.5388799,0.38211672,0.53813856,2.47059677240271e-18,0.997182538212002,0.302247931829723,0.253257071753352,1501,Testing
0.15351,0.95488,0.05782,5.34252248657987e-40,0.00048827442326616,0.298050975251556,0.586501973644306,54,LHS_Training_0
0.7437,0.60841,0.61807,2.33695794649821e-08,0.999991984495687,0.458325824391778,0.459126544937643,110,LHS_Training_1
0.84489,0.47277,0.9145,1.5371506750687e-14,0.999999978783763,0.594733324324519,0.434762207383585,790,LHS_Training_1
0.35156833,0.26363202,0.23470357,1.55792590982311e-20,0.168288628803567,0.124967746731542,0.143053742781337,996,Testing
0.5617307,0.8166624,0.5831919,1.17714840048876e-10,0.999227930088215,0.542221168126735,0.592189645756404,218,LHS_Vald_2
0.75659,0.77782,0.72149,0.00226889599139791,0.999994292064868,0.622631669267111,0.628080884356454,603,regularSobol_Training_0
0.039229,0.89763,0.60047,2.09410610542542e-53,0.972498970988311,0.597799286208963,0.547373672694621,746,Rand_Training_4
0.92962,0.45987,0.82312,8.82848221196635e-14,0.999999984716731,0.519461675786741,0.425359640633927,530,Rand_Training_2
0.59458,0.28933,0.21637,1.73524349387908e-26,0.839745261257866,0.127553937370444,0.192045392247902,197,LHS_Training_4
0.56565,0.035777,0.45896,5.14955671412959e-50,0.997008864257489,0.122235925183616,0.0977387569800591,330,Rand_Training_3
0.45689,0.8962,0.0063563,7.57602377671446e-16,0.000416628790223708,0.254721741726211,0.58439419171524,845,LHS_Training_2
0.76687,0.30791,0.32368,2.77376104847994e-26,0.999825418434026,0.172575063858444,0.234934879215658,804,LHS_Training_0
0.90732,0.65053,0.58738,3.74287975816824e-05,0.999999970393344,0.459654988117111,0.523426884361008,588,LHS_Training_4
0.30433,0.70815,0.81701,1.4072328134694e-27,0.999999934405261,0.657006971566296,0.470975722358919,1472,regularSobol_Training_3
0.38236,0.1479,0.88432,1.81156782465657e-32,0.999999998492841,0.390495429020741,0.137976452241317,924,Rand_Training_3
0.46289,0.79493,0.91589,2.46871788749256e-16,0.999999999709975,0.792673910206,0.611640169499214,557,LHS_Training_1
0.67567,0.71554,0.63253,9.6347148473058e-06,0.999937458748482,0.523566195092889,0.53531011319706,357,LHS_Training_0
0.50856,0.013747,0.20712,4.34537888182322e-51,0.452709351539706,0.0387871937309637,0.0740246076168087,485,LHS_Training_1
0.73295,0.22491,0.91475,3.74212117208154e-33,0.999999996772537,0.452868821830296,0.251981620126518,1096,Rand_Training_3
0.5767273,0.27963441,0.90613039,6.2831776219779e-27,0.999999999091105,0.477473610368731,0.246402925440842,645,Testing
0.56147,0.57024,0.63773,1.66180607190518e-08,0.999875411325897,0.451701785140296,0.393570591124428,1505,regularSobol_Training_3
0.43034,0.67343,0.90332,6.93816288551331e-18,0.999999999459279,0.706333082654889,0.489220315306195,452,selectiveSobolSampling_Train_XX
0.288,0.27333,0.0075671,2.14064305255817e-16,0.000108813968067317,0.067211200172105,0.133041682914688,79776,selectiveSobolSampling_Train_XX
0.10029,0.71915,0.76884,4.91638192027437e-47,0.999994729649685,0.625646175462592,0.422504151667299,415,Rand_Training_2
0.86484,0.1629,0.96423,1.0222724461138e-37,0.999999997635665,0.452261283713333,0.256949064879206,515,regularSobol_Training_0
0.33971,0.10127,0.39932,3.67346679550624e-35,0.826593986721682,0.124732038530444,0.0818543091152995,510,Rand_Training_4
0.076211587,0.62179301,0.37734558,2.36847032373904e-48,0.0573548327036429,0.322827827113688,0.310150083344755,202,Testing
0.86567,0.34984,0.44988,3.24915484863235e-22,0.999999355145327,0.243729843145481,0.285410205455884,693,LHS_Training_3
0.91745,0.77423,0.88354,0.206411857173634,0.999999949906028,0.751715384703778,0.706915408352554,37175,selectiveSobolSampling_Train_XX
0.564,0.64465,0.9517,8.82611334607749e-10,0.999999999933132,0.729139447372222,0.510035049354245,1200,LHS_Training_3
0.89753,0.20231,0.4349,1.61555508141324e-33,0.999999732511688,0.177144335676222,0.213182231718755,475,LHS_Training_1
0.017573,0.89212,0.98428,5.11452108421998e-56,0.999999999938586,0.918305872096,0.594411024956017,1172,Rand_Training_2
0.78666,0.99355,0.18252,0.944200191971667,0.994821064031515,0.375725075533704,0.75732688550695,477,LHS_Training_3
0.96936,0.379,0.6234,6.90006224303901e-18,0.999999997999082,0.348227493481481,0.343766341196132,960,Rand_Training_2
0.029776,0.014711,0.57352,2.10312828017952e-23,0.911947770350346,0.159970040722496,0.0113004552368401,433,LHS_Training_2
0.81187876,0.48056958,0.58713998,1.94763304426198e-14,0.999999047326727,0.375792764938107,0.374243135564683,1415,Testing
0.92867,0.36261,0.7276,4.46217841088338e-20,0.999999990747999,0.40313309072363,0.341743211960133,1345,LHS_Training_4
0.39371,0.68299,0.5326,1.67223034406182e-20,0.995590590147058,0.440704251680667,0.432224776500938,1172,regularSobol_Vald_0
0.083863,0.98857,0.098708,1.12006781690969e-46,0.001328356101277,0.330274216611689,0.607432191350603,126,Rand_Training_2
0.93826,0.59763,0.58051,1.38816221431795e-06,0.999999990673749,0.428858117204518,0.485843943054424,1295,regularSobol_Training_1
0.04290896,0.9712984,0.427983,1.03323811152829e-51,0.101656064662173,0.514362028931969,0.602907570662914,65,LHS_Vald_1
0.52539,0.86131,0.87133,3.28425251783111e-12,0.999999995911444,0.795367300045111,0.684180394131081,689,LHS_Training_4
0.30166,0.13452,0.0077511,7.86576312473259e-30,0.000117306503758206,0.0323115634273687,0.0798387944555229,1216,regularSobol_Training_1
0.70212,0.20549,0.059189,8.53665535497862e-35,0.19667682980086,0.0600392206297556,0.164079628212026,420,LHS_Training_2
0.5724724,0.6230214,0.6327742,5.00285878383157e-09,0.999845613032873,0.475497721767845,0.435677026193751,91,Rand_Vald_2
0.18646,0.95916,0.95695,1.28676826816434e-36,0.999999999948332,0.937065791424741,0.709334478912967,655,Rand_Training_0
0.14062,0.99429,0.014765,1.90722199661385e-40,0.000111520115432493,0.292722403726407,0.620024137304356,1233,Rand_Training_4
0.52655,0.76776,0.053809,1.23792668274136e-12,0.0069426710641756,0.230016860986941,0.487262936856429,951,Rand_Training_1
0.87148,0.11669,0.039656,4.61411540791102e-42,0.900898869416465,0.0332085120483111,0.15253495776919,1057,Rand_Training_1
0.95758803,0.16595182,0.81924352,2.20231642814739e-35,0.999999995555994,0.358986698653434,0.252831017694358,1199,selectiveSobolSampling_Vald_XX
0.59812,0.71405,0.90476,7.01212362878739e-09,0.999999998836684,0.732522583136667,0.569709575674467,962,LHS_Training_0
0.50166,0.65754,0.35729,2.77205691993052e-13,0.955359648718847,0.327620608206963,0.41667899939624,434,LHS_Training_1
0.9647962,0.3576873,0.5184798,1.70539749245627e-19,0.99999999392721,0.281024339419002,0.315540731362786,6,LHS_Vald_4
0.10145,0.61701,0.30506,1.62714169368451e-45,0.0213489129760167,0.284354440274741,0.308333525624364,31,LHS_Training_1
0.9963722,0.94523456,0.19333414,0.999636114468339,0.99999598539423,0.361596160932972,0.75109790047758,259,Testing
0.91285,0.59903,0.41566,4.37949077077469e-07,0.999999782743941,0.333309147646,0.457057615601714,759,regularSobol_Training_0
0.7610415,0.5826145,0.948837,1.76912705621099e-09,0.999999999187625,0.688289428334272,0.508368049525801,212,LHS_Vald_1
0.23574,0.20293,0.7428,1.89192819121638e-19,0.99999604893466,0.331810099745259,0.120619378389059,360,LHS_Training_4
0.29537285,0.71010179,0.66485595,2.46500308510195e-28,0.999926115274313,0.543437774369788,0.448299364470656,1580,Testing
0.27528,0.60138,0.66129,1.80275738807864e-28,0.999900160238556,0.483375308369333,0.357488227833318,80,LHS_Training_0
0.96536,0.12563,0.062397,5.23327171036729e-39,0.997938399505645,0.0395713342955037,0.16951830206417,239,selectiveSobolSampling_Train_XX
0.21335,0.81605,0.95345,8.27926380318718e-36,0.999999999947565,0.839691846794445,0.570260437716964,940,LHS_Training_2
0.04611601,0.2204637,0.6075345,1.38358946569289e-34,0.981588503550581,0.265506719800303,0.0857903194686265,251,Rand_Vald_4
0.72658,0.55923,0.21291,1.49962951108504e-10,0.990065521357395,0.220660068926,0.373310658959665,699,Rand_Training_1
0.73473,0.52178,0.4931,1.89402401524415e-12,0.999975094006155,0.341092316731556,0.375571473513847,700,LHS_Training_4
0.99252,0.88482,0.55322,0.998996259484887,0.99999999867523,0.556757113312296,0.753175690489718,885,Rand_Training_4
0.87057,0.03117,0.88592,5.53496070017683e-51,0.999999856886355,0.329739183466741,0.187383478889283,1211,LHS_Training_3
0.30878,0.36809,0.034706,1.05209978855598e-17,0.000336977076897327,0.0991747545594222,0.18232886132124,93,Rand_Training_1
0.27063,0.52168,0.73478,7.60955160587502e-27,0.999995684834179,0.491259241171556,0.30730154873184,806,Rand_Training_1
0.10940574,0.57848554,0.30822575,7.96194353384068e-44,0.0264235408318943,0.270334066903079,0.28325238942673,1978,Testing
0.27096,0.68293,0.90865,3.83024914833495e-30,0.999999999465601,0.716606704152667,0.456618868242375,129,LHS_Training_4
0.38678,0.28141,0.30342,1.10490015648028e-20,0.572313707622041,0.155163747406593,0.15923442906303,274,Rand_Training_1
0.67291,0.029623,0.9377,3.51598665329581e-52,0.99999999957008,0.361076997010727,0.155396122533935,565,LHS_Training_1
0.68495661,0.77861927,0.75291153,1.52756076990951e-05,0.999996528508909,0.647427227332419,0.617854931579645,1117,selectiveSobolSampling_Vald_XX
0.14248661,0.95738346,0.68589243,4.42324781593492e-41,0.99985175675115,0.697213811429619,0.642938904309508,1114,selectiveSobolSampling_Vald_XX
0.93687,0.62551,0.94209,1.80006494498557e-05,0.999999963421288,0.709152094815481,0.589043590310297,593,LHS_Training_3
0.22337,0.3655,0.95934,6.97309371086218e-25,0.999999999965898,0.565741685868148,0.223101879296221,96,LHS_Training_1
0.80053,0.58107,0.78316,2.17313982483394e-09,0.999998225854098,0.558194568080074,0.479776299868577,710,LHS_Training_4
0.46501,0.81417,0.35001,3.96267040218484e-16,0.908658531021456,0.392082375566,0.538878138981586,932,LHS_Training_2
0.5692931,0.2146192,0.1578099,2.59906750596301e-32,0.356540812368501,0.0863794385847175,0.15184740941618,240,LHS_Vald_3
0.2143,0.70642,0.033975,1.82237777203265e-35,0.000226241071975785,0.201972755752481,0.384110337742426,556,LHS_Training_0
0.45292,0.14672,0.56298,2.24063312807404e-35,0.998596581563644,0.210977237604148,0.124567550328918,1169,LHS_Training_4
0.23066894,0.5345255,0.52649611,9.61639021631667e-31,0.97936534155135,0.365900563130877,0.288593014165975,726,Testing
0.72485,0.09724,0.57731,3.21988950867682e-45,0.999983064266161,0.196435637261778,0.152266718569638,628,Rand_Training_2
0.8370188,0.08652245,0.7239238,1.2404676249702e-45,0.999999668629291,0.26466808559191,0.181915515369367,150,LHS_Vald_2
0.89421,0.6028,0.56829,2.76525037948358e-07,0.999999943841482,0.423755842279259,0.478663717114079,540,Rand_Training_2
0.74978,0.49982,0.56141,1.23440916142449e-13,0.999991409491606,0.369837257978222,0.371682822698949,1207,LHS_Training_3
0.72459,0.60243,0.90841,1.41226003396813e-08,0.999999996016771,0.667319870568963,0.505890751970063,628,LHS_Training_0
0.61442,0.22487,0.081154,3.18636746486863e-32,0.0832530044997732,0.0702099440963111,0.160404091537962,34,LHS_Training_0
0.35811,0.12095,0.048355,4.87645813819518e-34,0.000786715906137023,0.0358053335661111,0.0834206683046575,190,LHS_Training_2
