x1,x2,y1,data_set_number,data_set
0.14444,0.99758,0.2864552276,56,LHS_Training_5
0.29523,0.77644,0.342430857266667,7,Rand_Training_0
0.25265,0.68459,0.28479583175,31,regularSobol_Training_0
0.65397,0.26552,0.349064390533333,345,LHS_Training_7
0.46823,0.82029,0.484833860016667,306,LHS_Training_4
0.36304,0.44305,0.275277436,23,LHS_Training_7
0.2373271,0.4322453,0.202441678435482,141,Rand_Vald_9
0.82148509,0.41072152,0.510982752411068,612,Testing
0.84926,0.032494,0.302300260553333,287,Rand_Training_7
0.70682,0.038687,0.25572687267,47,LHS_Training_6
0.85952,0.099843,0.346055694346667,166,LHS_Training_9
0.51502141,0.12195824,0.223405729029626,806,Testing
0.2874481,0.1253763,0.134731672943348,9,LHS_Vald_5
0.1824,0.45282,0.177567184,805,Rand_Training_8
0.89185,0.92428,0.863489559,46220,selectiveSobolSampling_Train_XX
0.93925,0.75586,0.7940307525,768,Rand_Training_9
0.7932078,0.1076672,0.325048364755413,29,Rand_Vald_8
0.07363092,0.1754499,0.060244558775454,49,LHS_Vald_5
0.21675,0.53734,0.220040889166667,761,regularSobol_Training_6
0.6713481652,0.7172265079,0.584074823105734,400066,selectiveSobolSampling_Vald_XX
0.11484,0.12762,0.0668779404,92,Rand_Training_1
0.81665,0.83617,0.753007448583333,89464,selectiveSobolSampling_Train_XX
0.39476,0.14647,0.184908581933333,185,LHS_Training_5
0.44446,0.096431,0.185655027796667,323,regularSobol_Training_2
0.97168,0.14772,0.420281618133333,294,LHS_Training_4
0.7501,0.29197,0.4081983485,88,Rand_Training_6
0.36092,0.22206,0.197389614266667,324,Rand_Training_6
0.31315,0.27403,0.19296124725,482,LHS_Training_8
0.4213,0.32115,0.261608580833333,447,LHS_Training_9
0.10403,0.37922,0.1176051283,227,Rand_Training_2
0.72136,0.75547,0.6388479196,140,Rand_Training_7
0.028419,0.79638,0.15351916161,37,selectiveSobolSampling_Train_XX
0.75431,0.0032202,0.253187881197667,282,Rand_Training_8
0.5186,0.77478,0.502897120666667,36,LHS_Training_8
0.17738,0.20607,0.111748014966667,40065,selectiveSobolSampling_Train_XX
0.35546,0.89514,0.426769898866667,534,LHS_Training_5
0.29874,0.059929,0.118519761396667,20,LHS_Training_3
0.1047,0.78664,0.207187270666667,316,Rand_Training_9
0.66693893,0.28410055,0.364401926748039,74,Testing
0.086735,0.068908,0.0433847010233333,148,LHS_Training_5
0.48085,0.1888,0.23714224,140,Rand_Training_2
0.082735,0.88181,0.211024941841667,577,Rand_Training_9
0.79542,0.044806,0.290427460926667,486,Rand_Training_4
0.7552597,0.9694769,0.779436132992132,56,Rand_Vald_9
0.075014,0.20386,0.0666275103533333,136,LHS_Training_5
0.72981,0.087134,0.289587965603333,710,Rand_Training_9
0.058786,0.60948,0.139089778973333,158,Rand_Training_5
0.51286,0.70752,0.470302686933333,478,LHS_Training_8
0.64863,0.058347,0.244857307305,171,LHS_Training_2
0.94746,0.29684,0.505915346533333,444,LHS_Training_7
0.7480029,0.9547177,0.765519720807332,16,LHS_Vald_9
0.45996506,0.25798546,0.255651412127347,933,Testing
0.4029,0.22632,0.217612164,667,Rand_Training_9
0.73912,0.45216,0.488833582933333,342,LHS_Training_5
0.75126,0.30297,0.4147196211,492,LHS_Training_4
0.69426,0.69414,0.5880668182,698,regularSobol_Training_5
0.1454663,0.05305099,0.0611891639466518,111,Rand_Vald_5
0.38258,0.091913,0.16042753777,953,LHS_Training_9
0.099461,0.8209,0.210794100783333,286,Rand_Training_2
0.44874,0.33803,0.281762124433333,569,LHS_Training_8
0.1689743,0.4833341,0.177715970606815,225,regularSobol_Vald_1
0.76238,0.69541,0.635111671233333,42,LHS_Training_5
0.83318,0.033131,0.29705054329,217,Rand_Training_3
0.1002634,0.8248479,0.212246810801763,81,Rand_Vald_5
0.7771,0.19586,0.367778069666667,208,Rand_Training_7
0.70605,0.8919,0.6988629975,898,Rand_Training_8
0.44326,0.97293,0.525538809233333,369,Rand_Training_6
0.1978920605,0.04462863408,0.0778179520243625,400089,selectiveSobolSampling_Vald_XX
0.5454452,0.08595015,0.219580640045057,54,LHS_Vald_8
0.8882482,0.13299052,0.377312115003532,856,Testing
0.38262,0.59554,0.340729424066667,31,LHS_Training_0
0.13036,0.33808,0.1218360544,635,Rand_Training_6
0.38407929,0.86239058,0.437371374167877,13,Testing
0.34266,0.45304,0.267346009866667,56,Rand_Training_3
0.42675148,0.76486856,0.432932981659401,253,Testing
0.19404,0.867156,0.29333747512,32,Rand_Vald_2
0.2325209,0.7955169,0.302580269443272,100,Rand_Vald_5
0.6068999207,0.7328432012,0.546821747446907,400158,selectiveSobolSampling_Vald_XX
0.79283,0.95423,0.80158608545,29584,selectiveSobolSampling_Train_XX
0.98573,0.95059,0.955520873683333,228,LHS_Training_3
0.98809682,0.031926467,0.350459904758267,624,Testing
0.92567,0.58431,0.676380785516667,673,Rand_Training_7
0.06767511,0.3278682,0.088297328250251,887,Testing
0.063655,0.59689,0.139697516475,98,LHS_Training_4
0.35485,0.74148,0.373420422333333,103,regularSobol_Vald_0
0.42161038,0.29177543,0.250673806625148,29,Testing
0.28858,0.8044,0.346326876,45,Rand_Training_7
0.49586,0.73076,0.4682573268,388,Rand_Training_4
0.5070967,0.4943222,0.376753844845037,35,Rand_Vald_9
0.6879,0.063808,0.261881428266667,466,Rand_Training_8
0.1630149,0.4126936,0.156758169633987,52,Rand_Vald_9
0.8618,0.48083,0.574594647,50984,selectiveSobolSampling_Train_XX
0.84199,0.10982,0.345200337566667,31,Rand_Training_8
0.77363,0.5623,0.569099407833333,174,Rand_Training_5
0.8027,0.97859,0.8234220965,461,LHS_Training_7
0.37829,0.79811,0.41007351595,79,LHS_Training_6
0.44062,0.68116,0.4104663596,129,Rand_Training_9
0.042364746,0.97505136,0.197284043601677,1775,Testing
0.61743,0.26973,0.33403469695,203,Rand_Training_3
0.65096,0.88878,0.654396781066667,213,LHS_Training_6
0.94127,0.9835,0.940542855833333,479,LHS_Training_7
0.036312,0.60123,0.12322493188,228,Rand_Training_3
0.76506,0.394388,0.471616574973333,5,Rand_Vald_0
0.93247,0.20111,0.438106187516667,619,Rand_Training_9
0.624704,0.187086,0.297852352938667,11,LHS_Vald_1
0.51457,0.16235,0.240351886416667,916,LHS_Training_9
0.74278,0.81033,0.683596792033333,274,Rand_Training_2
0.22141,0.013311,0.0774954275883333,565,Rand_Training_9
0.83354,0.89965,0.802735463833333,287,LHS_Training_6
0.36706,0.93983,0.451478666566667,449,LHS_Training_7
0.81271,0.1607,0.362987915166667,780,Rand_Training_9
0.66796411,0.6662882,0.556231038924918,586,Testing
0.055264,0.18685,0.0547260392,685,Rand_Training_8
0.6630681,0.2384166,0.33980202098523,2,LHS_Vald_9
0.50074,0.19712,0.249119601066667,364,LHS_Training_8
0.41539,0.69468,0.398524895933333,443,regularSobol_Training_3
0.2103447,0.1803879,0.119151369354565,15,LHS_Vald_8
0.70843267,0.17269054,0.326095790167971,1906,Testing
0.66553,0.8685,0.655599735833333,112,LHS_Training_9
0.79538,0.72221,0.6727106949,499,Rand_Training_5
0.5377862,0.4447357,0.372971044387003,45,Rand_Vald_5
0.7562,0.92725,0.757201558333333,540,Rand_Training_6
0.24969619,0.198829,0.141193651880755,891,Testing
0.22895,0.68033,0.26758577675,100,LHS_Training_3
0.14703,0.13838,0.0822463390333333,88561,selectiveSobolSampling_Train_XX
0.0034084,0.40483,0.069297711286,827,LHS_Training_9
0.05152323178,0.7104852441,0.15389186589735,400021,selectiveSobolSampling_Vald_XX
0.67159,0.467479,0.458753610805,69,Rand_Vald_3
0.23373,0.37049,0.182955647183333,304,Rand_Training_5
0.054865,0.88226,0.189534264116667,453,LHS_Training_5
0.45882,0.63911,0.406076558433333,691,LHS_Training_6
0.3220296713,0.2526218509,0.190122731387596,400151,selectiveSobolSampling_Vald_XX
0.52713,0.71129,0.481729482183333,580,LHS_Training_7
0.62447,0.81513,0.598523782216667,61630,selectiveSobolSampling_Train_XX
0.21206,0.12563,0.1049455489,50,Rand_Training_5
0.89961,0.38733,0.53864797065,625,LHS_Training_8
0.20189,0.54552,0.213284183066667,265,Rand_Training_3
0.1892,0.015976,0.0672406629333333,86,Rand_Training_9
0.70012,0.89879,0.697802094066667,426,Rand_Training_8
0.37158,0.53889,0.3137953731,3,Rand_Training_2
0.80404,0.20802,0.386311533733333,110,Rand_Training_5
0.34538,0.37363,0.241920498033333,328,Rand_Training_4
0.87951,0.32749,0.491767031616667,375,LHS_Training_8
0.45346,0.77624,0.456523561866667,505,Rand_Training_6
0.48659,0.75733,0.472672935683333,273,LHS_Training_8
0.73462,0.4667,0.494080243666667,54506,selectiveSobolSampling_Train_XX
0.97299,0.83984,0.872881294133333,80148,selectiveSobolSampling_Train_XX
0.92703,0.30575,0.501688044583333,440,LHS_Training_5
0.69731,0.71884,0.602870493533333,85,LHS_Training_6
0.72960994,0.2987726,0.401992476046489,1154,Testing
0.80971,0.58567,0.60462642785,330,Rand_Training_7
0.75231,0.22484,0.372818023533333,320,regularSobol_Training_2
0.280832,0.530031,0.256373999562667,76,Rand_Vald_4
0.57937,0.017863,0.201275143155,362,LHS_Training_8
0.7088080313,0.3660504658,0.427007509743406,400154,selectiveSobolSampling_Vald_XX
0.3636,0.39712,0.259583082666667,245,Rand_Training_2
0.074669,0.84332,0.19692793054,818,Rand_Training_9
0.29455,0.89626,0.3795566915,47,selectiveSobolSampling_Train_XX
0.27684,0.73601,0.316826837533333,54,Rand_Training_9
0.8202,0.088908,0.3246791708,656,LHS_Training_9
0.9596,0.67633,0.757091467333333,410,LHS_Training_4
0.77279,0.52428,0.547555837266667,906,LHS_Training_9
0.73014,0.3669,0.438474183,201,Rand_Training_9
0.68492,0.82171,0.646661139933333,148,LHS_Training_1
0.56231374,0.52744856,0.423641792882274,278,Testing
0.7301789,0.8170932,0.677887273653407,158,LHS_Vald_9
0.05227885,0.7608507,0.164122933142181,42,LHS_Vald_7
0.066917,0.94198,0.210819571163333,302,LHS_Training_8
0.46626,0.29659,0.273995693366667,318,LHS_Training_3
0.54505,0.2169,0.276944005833333,514,Rand_Training_8
0.41111,0.11913,0.181379433816667,581,LHS_Training_5
0.6546926,0.1193422,0.277187460937193,50,LHS_Vald_9
0.03505691193,0.1396433496,0.0374072612142687,400053,selectiveSobolSampling_Vald_XX
0.9628184,0.660177,0.748784248095067,82,Rand_Vald_5
0.6938987,0.200256,0.334154255700267,43,LHS_Vald_6
0.95553,0.34632,0.5416895748,1,LHS_Training_3
0.16088,0.71263,0.229722290533333,120,LHS_Training_9
0.50573,0.57898,0.411477111033333,482,LHS_Training_4
0.96619,0.38651,0.573202715116667,1,LHS_Training_2
0.051053,0.76077,0.163232462071667,597,LHS_Training_5
0.99169,0.61058,0.735079706766667,249,LHS_Training_5
0.17077,0.78943,0.25590048055,197,Rand_Training_9
0.14449,0.35409,0.132759565383333,156,Rand_Training_8
0.57297,0.93535,0.614845411416667,162,Rand_Training_2
0.86345,0.9181,0.837200055833333,424,regularSobol_Training_3
0.87936,0.13866,0.3771960288,940,regularSobol_Training_7
0.13963,0.035726,0.0549918773566667,401,regularSobol_Training_3
0.60467,0.97867,0.660554527783333,228,Rand_Training_7
0.72376,0.097475,0.292773419666667,322,Rand_Training_5
0.10194,0.045596,0.0439033614533333,84,LHS_Training_7
0.68911,0.49568,0.483105689066667,72,Rand_Training_4
0.56705,0.25847,0.30537770675,438,LHS_Training_5
0.92296,0.87971,0.860240237466667,113,Rand_Training_8
0.31228,0.025194,0.112226124493333,515,Rand_Training_5
0.74939,0.60036,0.574808556866667,694,LHS_Training_9
0.5713864732,0.448913827,0.393532773090122,400110,selectiveSobolSampling_Vald_XX
0.79871,0.30882,0.441035477766667,195,Rand_Training_5
0.75087026,0.71499168,0.637888360996385,1516,Testing
0.1675,0.35562,0.144886508333333,609,regularSobol_Training_5
0.67427536,0.74425633,0.599718027421514,938,Testing
0.3821359,0.05270108,0.146231633985053,19,Rand_Vald_8
0.00808237,0.3195581,0.0572452000670152,65,LHS_Vald_5
0.043493588,0.22330637,0.0565717886272778,1647,Testing
0.076487,0.54475,0.137120479958333,672,Rand_Training_8
0.55269391,0.4219717,0.371170514391174,1878,Testing
0.157073,0.223284,0.107107610532667,63,LHS_Vald_3
0.696966125,0.2839280319,0.378587490402776,400122,selectiveSobolSampling_Vald_XX
0.99409,0.20121,0.464908757783333,679,LHS_Training_9
0.5148,0.21577,0.263100864666667,254,Rand_Training_5
0.6401474,0.8360192,0.62030675861504,25,LHS_Vald_8
0.6320806,0.8185379,0.605807480144037,9,LHS_Vald_8
0.6401,0.54759,0.479887846166667,60,LHS_Training_9
0.5100364,0.26133954,0.280215062412961,678,Testing
0.24798,0.91362,0.3482097438,420,LHS_Training_7
0.15598,0.20776,0.1028232024,914,LHS_Training_9
0.412599,0.572501,0.351056503382833,19,LHS_Vald_3
0.4580475344,0.4372966805,0.325716624702165,400099,selectiveSobolSampling_Vald_XX
0.35722,0.60992,0.329664477866667,107,LHS_Training_2
0.32573,0.89763,0.404374176616667,138,Rand_Training_8
0.11797,0.092252,0.0601401508866667,274,LHS_Training_3
0.61532758,0.34830309,0.370319957071444,1694,Testing
0.39661832,0.91526091,0.466254213909602,877,Testing
0.41339081,0.23768122,0.226538089362127,1885,Testing
0.7861,0.62818,0.613636149,139,Rand_Training_9
0.6262,0.44641,0.422905971,242,regularSobol_Training_2
0.47203,0.39439,0.31615695585,127,Rand_Training_6
0.007795752,0.9940181,0.172142826628889,837,regularSobol_Vald_6
0.46417,0.55944,0.377800965733333,160,LHS_Training_7
0.83921,0.58285,0.621445107583333,386,Rand_Training_9
0.315251,0.854239,0.382106682827833,31,Rand_Vald_4
0.18232,0.72161,0.246823634266667,826,LHS_Training_9
0.57098,0.014442,0.196856713246667,439,Rand_Training_7
0.77025,0.23164,0.384567021666667,113,LHS_Training_1
0.42065,0.19747,0.214661211083333,26,LHS_Training_9
0.6005167,0.1572377,0.273590449026462,91,Rand_Vald_6
0.5729024,0.6407874,0.481319686341547,1134,Testing
0.82373,0.084064,0.323210352693333,382,Rand_Training_7
0.10538,0.62605,0.172454907833333,64,LHS_Training_2
0.37261842,0.63803342,0.349416545767132,1801,Testing
0.56094,0.41893,0.374298963766667,47222,selectiveSobolSampling_Train_XX
0.081171,0.33646,0.0967890639966667,601,LHS_Training_6
0.99203,0.48125,0.64959221875,564,LHS_Training_7
0.7994,0.31568,0.445257296,4,Rand_Training_5
0.35174,0.54781,0.304891678033333,530,Rand_Training_9
0.9981,0.64408,0.761474790666667,213,Rand_Training_7
0.077492,0.97924,0.226978966373333,150,LHS_Training_4
0.52928,0.66226,0.462063819733333,471,Rand_Training_4
0.82731,0.94314,0.8230945767,463,LHS_Training_7
0.24924,0.3668,0.189923949333333,194,LHS_Training_1
0.41029,0.020218,0.14428062161,143,Rand_Training_8
0.79763,0.21174,0.385611754766667,316,LHS_Training_6
0.84615,0.76528,0.733367502666667,28,Rand_Training_6
0.92654249,0.18151428,0.423190223147545,1064,Testing
0.42641,0.14444,0.1970053302,50,Rand_Training_1
0.23,0.13236,0.113948066666667,915,Rand_Training_9
0.16513,0.068656,0.07215458264,150,LHS_Training_2
0.76634,0.454,0.505072513333333,577,Rand_Training_5
0.98454,0.92753,0.939363526433333,518,Rand_Training_8
0.90203,0.59269,0.666770413683333,466,Rand_Training_9
0.151623196,0.7717484065,0.237673279700719,400049,selectiveSobolSampling_Vald_XX
0.32032,0.41514,0.242452155733333,456,Rand_Training_9
0.29662,0.854,0.367863406666667,572,LHS_Training_6
0.97231,0.27768,0.505378853733333,404,regularSobol_Training_3
0.136838,0.144673,0.0796232153203333,1,Rand_Vald_1
0.96438,0.98911,0.963250617566667,79,Rand_Training_9
0.45656,0.47234,0.3387357752,497,Rand_Training_8
0.28707,0.2759,0.181274639833333,379,LHS_Training_7
0.58515,0.35176,0.356592848666667,369,Rand_Training_8
0.97458,0.56765,0.696078501833333,714,Rand_Training_7
0.53172,0.6747,0.469065742,464,Rand_Training_9
0.3886887,0.02341627,0.138016431439241,55,Rand_Vald_7
0.61193,0.88161,0.620653470316667,380,Rand_Training_3
0.64297278,0.040750477,0.234216729908175,314,Testing
0.94837,0.96987,0.937666139283333,39,Rand_Training_5
0.09791,0.95696,0.2389779768,253,regularSobol_Training_2
0.03318261,0.9082895,0.177512161456131,44,LHS_Vald_8
0.17642,0.12566,0.0908344686,138,LHS_Training_5
0.23161,0.85042,0.3174228881,293,Rand_Training_9
0.9409646,0.3415072,0.531245826255893,110,Rand_Vald_5
0.38168,0.040619,0.14174822996,158,LHS_Training_4
0.093126,0.23582,0.0813258199933333,528,Rand_Training_7
0.39138749,0.78448348,0.414728253425166,493,Testing
0.3947074,0.06678624,0.155880684906421,98,LHS_Vald_7
0.93455,0.64166,0.7182916765,5,LHS_Training_6
0.88268,0.0019703,0.295424622202,76460,selectiveSobolSampling_Train_XX
0.28888,0.98996,0.404276489066667,1007,regularSobol_Training_8
