produced_gas_molarflow,produced_gas_methane,produced_gas_ethane,produced_gas_propane,demethanizer_reflux_ratio,deethaner_reflux_ratio,debutanizer_reflux_ratio,demethanizer_reboiler_temp,deethaner_reboiler_temp,debutanizer_reboiler_temp,demethanizer_top_pressure,deethaner_top_pressure,debutanizer_top_pressure
282.091303450043,0.654662822459006,0.109052914707797,0.0738841628331964,1.93159,2.34442,3.46789,257.296,306.938,363.146,1026220,830357,539520
251.317652315101,0.680168545913663,0.104913620477093,0.0525177336092437,0.759097,3.82755,5.15627,256.143,320.827,362.773,1150430,1020870,492044
262.486535880037,0.703491742819739,0.09724662761231,0.0368615295679514,5.57444,5.58206,4.59339,259.803,321.741,358.12,1031030,898405,468698
297.873035583027,0.666489007346123,0.100852324864613,0.0702585677892634,1.6887,4.16138,5.64405,258.672,315.201,361.28,1132940,679495,467004
259.950568461217,0.661447380020465,0.108917226221821,0.0672352937577136,1.46661,2.09542,4.34136,253.132,313.891,359.022,1079060,957541,506485
266.455819212894,0.667727618062807,0.104438394800402,0.0654338871367906,1.20643,4.79378,4.79995,248.433,297.079,363.605,1055860,777046,501562
252.751823142725,0.668015987665024,0.107153735748876,0.0624301765861001,5.41216,0.917487,2.64586,254.728,297.939,362.071,1021700,752608,472788
252.198436190849,0.679240741727291,0.0963958039053456,0.0619633543673639,3.00753,2.07226,4.62406,247.999,319.256,361.276,1043240,1017220,475062
255.669857407346,0.65363200477066,0.111624002486348,0.0723438927429924,4.97423,2.78979,5.07175,248.892,315.658,355.378,1183760,801532,450579
251.213294433667,0.663135603577704,0.104243766952654,0.0702205294696424,4.80778,5.21613,3.29684,257.86,315.949,357.13,1255910,954917,469028
266.514806572935,0.654616116263844,0.111900654177779,0.0710831295583771,2.56157,5.63671,1.92159,248.511,320.622,352.63,1101620,971224,517309
300.823252238054,0.660005187773045,0.109148282767774,0.0684464294591814,5.87802,4.47772,5.35128,257.459,306.948,358.704,1070810,888086,451014
257.227983321012,0.673582145198356,0.102415364824629,0.0616023899770151,4.26684,5.58031,1.45447,249.684,318.838,351.731,1018930,1027090,455292
283.59045905083,0.659674519969061,0.110509720524998,0.0674156595059404,1.47009,5.61394,1.7809,259.008,312.317,358.026,1105970,717911,482255
285.179308554338,0.677214991410535,0.0928795381346721,0.0675053704547924,5.24425,2.63176,3.11299,258.289,304.424,362.687,1033520,821140,477547
268.728508033788,0.659160573374563,0.108720324290676,0.0697190023347607,4.33415,3.59085,3.84233,251.917,317.228,356.205,1088180,846975,495425
251.745103354429,0.686688170807193,0.110461158425957,0.0404505707668498,4.10383,5.26554,5.98732,258.038,313.749,359.277,1122080,653732,507568
294.557948498821,0.657561094787423,0.112110074126988,0.0679287310855895,5.97158,2.73285,4.80193,250.967,307.448,363.016,1266120,772660,481876
276.473788325885,0.654406712856595,0.109556714879334,0.0736364722640711,0.767494,2.81412,1.15666,251.839,297.798,358.149,1218090,653628,501455
276.46058117125,0.653922648721946,0.107581015504676,0.076096235773378,2.98419,5.10287,0.909253,254.331,319.69,354.023,1068170,1036960,462544
299.949223100987,0.676203005860814,0.100607515406509,0.0607893787326774,5.76832,5.99558,5.17731,250.184,307.4,360.261,1007080,925176,451734
251.25924213592,0.677407287803731,0.111990535395312,0.0482020768009569,3.72709,4.94819,0.846013,246.323,308.995,364.204,1057000,877306,507460
269.7931622309,0.664686036950893,0.108593964596013,0.064319898453094,1.94805,5.87469,2.04805,245.369,320.601,363.259,1095710,650602,502397
265.268153776812,0.684609909343399,0.0812702777086307,0.0717197129479708,1.2488,5.41329,5.33653,258.594,321.507,364.64,1031240,924698,542583
260.172806263232,0.65299538110442,0.10925608822221,0.0753484306733707,3.5098,4.91178,4.43311,249.274,300.238,358.215,1150000,965612,468075
250.32748117615,0.672534025694292,0.0920674454032155,0.0729984289024928,5.19002,3.86403,5.15532,246.496,307.663,358.216,1109350,989627,450392
269.857165110624,0.671050195704154,0.108316273273123,0.058233431022723,2.33775,3.62252,0.897541,247.854,316.526,363.905,1090590,953559,502906
255.746619474912,0.658428855133557,0.103897838200147,0.0752732066662959,4.80807,1.46552,2.85689,248.668,298.207,351.126,1046960,703991,494663
261.13087279863,0.667532870097928,0.093053687457316,0.0770133424447558,4.75995,4.14554,5.35457,248.465,317.021,360.083,1254100,774026,472517
259.99813711807,0.671056468562125,0.0962754661730366,0.0702679652648383,5.73421,4.50122,3.46752,246.991,312.386,351.803,1094120,754273,535373
259.133525137857,0.697751114693343,0.109834556533907,0.03001422877275,5.04225,4.39251,2.25036,252.875,319.43,361.233,1042530,898380,484523
264.207251560883,0.684900677115796,0.103916109895158,0.0487831129890461,1.28662,2.50533,3.57657,249.119,320.027,362.741,1102540,724933,479270
251.104435121743,0.695995550390971,0.0982027070065226,0.0434016426025065,5.87086,5.5426,2.60905,258.771,316.68,363.445,1279480,876270,487881
250.475217010192,0.689609967508104,0.0791096054671549,0.068880327024741,5.81528,5.50982,2.29297,258.719,319.588,364.496,1064150,912226,535220
278.922304471758,0.685648159994126,0.077927987946609,0.0740237520592651,3.69913,4.98129,3.72696,258.227,315.444,361.421,1206520,714303,463949
263.692110027181,0.668104917896808,0.111416025621531,0.0580789564816604,4.78651,5.42053,3.503,246.723,311.294,356.724,1195450,720057,451044
260.665929586355,0.675235061083043,0.0918383331037947,0.0705265058131624,2.58017,5.14306,2.00257,249.626,304.864,364.283,1158310,918585,496675
265.638751802325,0.670398093692231,0.0999134346703309,0.0672883716374381,1.16342,5.45442,4.62188,258.869,314.196,355.677,1165520,728753,523786
272.44810006539,0.672305483530721,0.0906910766606646,0.0746033398086144,3.43481,3.91723,3.62217,255.082,323.538,360.456,1172900,911620,468471
277.058294103502,0.674625130042151,0.0900363508819223,0.0729384190759269,3.3906,5.01252,4.39548,245.547,311.852,355.62,1011270,863739,515631
250.937441527036,0.683732173615707,0.0924245835821365,0.0614431428021563,3.00725,3.02903,5.64235,247.67,316.292,363.757,1007440,790093,540429
273.271372084386,0.668779095418385,0.0945317616260597,0.0742890429555555,4.43066,3.26385,4.11883,257.651,317.028,361.815,1066010,768770,539025
285.126920929571,0.673908821727653,0.0915712062868444,0.0721198719855022,2.57426,4.65889,3.48207,246.434,321.72,360.24,1172080,891819,455863
257.816459836848,0.716514696455168,0.0851165923860703,0.0359686111587618,3.82822,4.66519,5.10756,256.945,316.162,363.074,1015870,837441,493530
307.939929007822,0.655583595865316,0.112078122589115,0.0699381815455689,3.21681,5.16394,3.82777,252.095,316.088,359.551,1055840,1013850,516573
294.460327636181,0.685500568343788,0.110268992371567,0.0418303392846459,4.08128,2.96324,5.03627,259.515,301.281,364.403,1075880,679494,522703
254.632876639401,0.662797225884896,0.104709406712174,0.0700932674029299,2.65041,1.95458,5.30799,255.148,324.329,361.405,1130890,917856,510295
263.12257170735,0.680657666562038,0.11013278624282,0.0468094471951427,1.18401,2.96597,5.3165,252.421,309.814,362.136,1176960,908248,473576
250.65696295009,0.686525488662709,0.108205923083843,0.0428684882534486,4.61292,3.17076,3.96231,247.92,311.905,352.355,1027430,696902,533975
260.833190195906,0.693874893423649,0.102310385184721,0.0414146213916302,2.66682,4.22422,4.01292,257.342,306.309,351.394,1045390,742898,490470
275.100766030481,0.661697288883711,0.111913887405661,0.0639887237106277,2.51321,1.9506,2.80127,251.287,311.008,360.548,1028270,854768,526441
283.390751440818,0.655411659417634,0.106978049842901,0.0752101907394645,3.47741,4.37301,2.41983,259.249,323.743,356.958,1152320,775641,451291
298.478220795735,0.660685876770898,0.100142020084582,0.0767720031445197,2.58634,4.34254,1.90154,256.705,313.88,350.872,1035350,797121,476870
260.905290162415,0.654926763403169,0.105435188529415,0.077237948067416,1.67153,3.37152,5.22408,250.492,309.448,352.238,1220410,966678,505674
269.613324239232,0.672240054432788,0.0953041567025578,0.0700556888646542,1.26031,2.68863,1.76138,257.15,318.055,357.285,1008500,701677,465151
264.738238394507,0.671991743773263,0.0905372609859213,0.0750708952408158,4.24085,5.48904,3.62332,252.32,301.69,355.345,1022440,842780,470601
277.108035734401,0.673737833204016,0.110947047082115,0.052915019713869,3.79651,2.82499,1.49133,254.757,312.544,364.256,1111810,777908,513091
265.479259679232,0.683019183346496,0.107027958183947,0.0475527584695567,3.31194,5.27528,5.03047,259.907,320.283,353.173,1126120,690842,509941
257.14159488848,0.674669619228682,0.0888396227838246,0.0740906579874936,4.60861,1.18208,4.61817,245.707,302.898,359.262,1066730,765419,470047
273.155778205413,0.678843088090858,0.109811545336124,0.0489452665730184,3.74342,5.73503,5.86716,248.824,323.551,363.293,1072410,1036950,547926
262.749887598511,0.701212396138999,0.0885310242047431,0.0478564796562583,4.13333,5.18492,5.56999,253.424,307.97,358.758,1032600,797688,454111
322.676357379639,0.664480597751145,0.10391385476531,0.0692054474835448,1.03794,5.44682,4.8417,258.311,308.535,354.56,1037300,797006,486179
251.23090235326,0.670016244759163,0.105475907013592,0.0621077482272451,2.80016,1.87535,1.48788,254.09,306.849,362.138,1036940,846549,542093
292.702223758909,0.656096131628013,0.10798641701543,0.073517351356557,1.45196,5.80848,1.72347,248.148,318.879,351.915,1054950,891781,488238
293.392406922843,0.669674214708314,0.0925692391073724,0.0753564461843138,1.82362,4.88699,5.31682,259.669,314.373,357.896,1103540,805146,502899
273.768479673419,0.676631080429065,0.108695514319977,0.052273305250958,5.39942,3.9241,5.28066,247.922,317.874,351.613,1048380,856381,515176
253.492977065923,0.656021790572847,0.112053467474507,0.069524641952646,4.62373,4.09413,3.01884,257.047,323.01,355.472,1230220,691950,505499
274.903895970261,0.671422665837353,0.100620506522068,0.0655567276405787,5.44049,4.54865,3.46177,259.406,304.327,364.026,1088270,1045260,518552
274.395810417119,0.678529998314926,0.104197706395534,0.0548721952895398,3.25372,4.62988,4.41621,250.324,324.166,353.201,1011280,913704,515393
280.214144795989,0.667781062778956,0.0968528204407134,0.0729660167803301,5.29028,5.2165,5.17711,256.034,322.001,359.413,1091030,770717,533766
257.575598357808,0.663564229434306,0.106733474106468,0.0673021964592264,1.06131,5.45171,1.06899,251.564,301.639,358.1,1031020,1024060,542069
261.859150393116,0.657128174370337,0.104227497425086,0.0762442282045767,1.84907,1.75189,4.26936,254.754,313.5,353.934,1194560,907739,507995
259.914508166017,0.68930914872986,0.108688782828751,0.0396019684413884,5.12124,5.54368,4.73996,245.573,316.183,358.99,1013550,933991,502608
260.477378419318,0.66565685379784,0.109795374271581,0.0621476719305797,4.55317,4.17429,4.73824,248.993,307.981,362.105,1179460,958146,505709
282.692589992028,0.654917430437546,0.110902246930523,0.0717802226319307,4.66465,4.35179,4.34424,254.974,298.874,351.796,1102610,872968,511297
263.357551944096,0.682330634275101,0.102017033276879,0.0532522324480205,3.76985,4.74803,3.35471,252.237,305.072,350.314,1142080,670342,495032
264.999938861546,0.662440035779366,0.108937558542655,0.0662223056779791,5.61845,3.45314,5.67107,247.501,312.854,352.866,1239760,762507,514641
317.805651988293,0.650258619677112,0.11082958638317,0.0765116939397181,5.72501,4.51992,5.96838,247.274,315.182,353.17,1045470,789409,494915
301.040496395494,0.658844912690566,0.109257235094916,0.069497752214518,4.25193,5.14169,3.91231,257.855,321.641,361.065,1208820,1011300,488000
262.185833381562,0.69100053291514,0.0954298329848615,0.0511695340999983,3.82353,4.26487,4.48814,257.732,307.321,360.115,1036010,823125,547451
300.338310689845,0.67175860201769,0.101842061159794,0.0639992368225168,3.64435,5.22857,3.02647,253.598,318.022,351.013,1009800,1011680,522112
291.58333181625,0.677091808213519,0.107419092077974,0.0530889997085074,1.76029,4.16112,4.99906,258.627,320.465,357.956,1064310,783879,537857
261.082298901683,0.653151913998451,0.111272521969493,0.073175464032056,5.72821,1.94883,2.86369,252.47,319.494,363.311,1180010,672203,522314
263.676154835363,0.675616489357635,0.0937071096063789,0.0682763010359861,2.79661,2.85091,5.36393,257.19,314.872,352.678,1127310,766692,510626
271.261529499371,0.664993654483573,0.0980473713257137,0.0745588741907137,5.3154,2.0449,3.10491,247.086,309.568,353.791,1054030,664133,517114
251.827714820545,0.673797154887272,0.0901086059483932,0.0736941391643345,4.45671,5.3715,3.66449,248.011,303.757,358.984,1079200,1027670,483091
272.956447328725,0.680531729895227,0.0829069367732146,0.0741612333315587,2.34999,5.40948,2.7537,254.979,324.042,364.766,1008530,696868,543937
260.223331091694,0.688293681821252,0.0811494821462455,0.0681567360325029,3.60429,5.74986,4.29208,248.622,316.828,355.151,1055740,772422,457097
269.572818855927,0.665702804377611,0.100876806520459,0.0710202891019291,2.35421,4.06912,1.3807,248.948,319.295,361.271,1208070,988951,488590
273.174547184262,0.665378483605315,0.111725811536731,0.0604956048579535,3.78948,5.38618,3.29487,245.807,315.917,356.409,1101060,674281,548589
257.647599452616,0.682403408230321,0.0872165666585235,0.0679799251111554,2.10137,5.24682,5.51604,245.019,324.558,350.916,1095090,922835,476318
253.407999186109,0.680828416813825,0.0949557710964031,0.0618157120897714,5.21147,4.8744,3.99546,258.143,315.248,356.069,1199790,769318,493707
278.830749878556,0.689705031138891,0.0846658034840876,0.0632290653770209,1.56187,5.6377,3.75011,259.698,300.538,362.841,1031940,799996,495229
252.797735041328,0.696546620124859,0.0876608928180118,0.0533923870571294,4.25063,5.24506,4.61198,249.677,317.131,355.996,1030320,791377,463822
262.786846514115,0.661862382991014,0.110032608428451,0.0657049085805352,4.38054,3.72755,3.12992,246.474,324.983,362.429,1290560,694355,492721
260.258410867711,0.679576594049791,0.0982470465181664,0.0597762594320425,0.976187,4.61412,2.63222,249.613,318.04,356.696,1032650,654331,483044
270.812774969937,0.683269239339701,0.0979307337010519,0.0563999269592468,5.12871,2.24113,5.78521,256.474,320.473,363.394,1070820,913869,518951
250.204518446213,0.679981895540374,0.096782115416633,0.0608358890429928,1.47874,5.22367,5.92856,251.658,302.346,354.579,1133320,818426,486898
257.417999436716,0.679947254097786,0.0969148785133783,0.0607377673888353,3.86085,0.774474,5.4162,255.688,301.176,363.374,1245150,677693,489050
259.622483942335,0.695499634106241,0.0893529857792341,0.0527472801145252,4.98084,4.21774,4.9449,248.357,315.218,353.695,1000680,851439,539392
252.96848684545,0.678108907644645,0.110161999690694,0.0493289926646607,5.92598,3.19493,2.89398,247.024,314.107,351.486,1100660,946403,456400
256.250654153192,0.655641648476907,0.107628266069885,0.0743299854532084,3.16337,3.53092,4.25145,247.234,297.737,354.035,1262020,849898,474080
261.343262840916,0.667507708532584,0.095985194424732,0.0741069970426841,4.44835,2.19194,2.95171,254.133,313.903,350.165,1126830,697910,486717
253.056715917247,0.658582773850911,0.106157633092371,0.0728594930567182,5.17498,3.62687,1.54245,251.267,309.474,355.834,1178380,1006090,526498
252.285437349331,0.688599203545637,0.105926581239086,0.0430741152152775,1.9523,4.39229,4.75075,256.34,324.933,354.296,1112430,831274,492556
258.409797309105,0.696760630113796,0.100246878308433,0.0405923915777718,5.52313,4.02792,1.9809,250.262,304.842,362.383,1022160,870579,482676
282.845357926547,0.671016048698407,0.0916432724254469,0.0749405788761456,4.83333,1.93983,4.81064,259.53,312.88,357.074,1037980,943378,499699
250.352612460932,0.686435510869215,0.0915352832515053,0.0596291058792797,1.191,5.52049,2.32576,248.808,321.051,353.371,1113870,996518,458029
261.729575303816,0.692041242266544,0.0791300551877457,0.0664286025457106,2.27737,4.92369,3.52285,259.002,318.947,352.257,1028070,684797,510969
251.087448915009,0.673007377968092,0.106681182360662,0.0579113396712462,2.14271,1.05173,0.877056,254.484,318.554,351.209,1000340,1019600,544286
254.799090241519,0.671077187668585,0.10446650235888,0.0620562099725347,2.10448,5.76579,1.35649,252.739,304.253,352.931,1107960,879909,534945
270.781838152699,0.698964420949251,0.105650476786067,0.0329850022646818,1.20875,5.86857,1.01081,254.124,324.892,362.195,1132360,880374,475952
331.153988651819,0.657181619803628,0.111047436537735,0.0693708436586365,5.14804,4.70128,4.5887,259.081,314.774,357.83,1085820,940619,479124
266.742505128392,0.666322829996822,0.100335078809683,0.0709419911934949,3.74885,5.87488,3.18497,254.488,300.176,362.313,1228680,893445,497868
254.481037992473,0.698713268544439,0.0747490501425688,0.064137581312992,4.94242,4.74646,2.73744,251.379,316.868,361.725,1103470,850132,485003
252.635381365981,0.702157213313084,0.0914873479407867,0.0439553387461294,3.74808,5.71826,4.05038,257.357,303.209,359.59,1157000,727070,451808
266.511278530556,0.652569615077605,0.10964135824143,0.0753889266809648,1.88896,1.71014,2.84316,251.601,312.34,354.067,1242680,788823,451802
304.615935668347,0.682558371178621,0.0914275899612111,0.0636139388601679,4.33492,5.46207,4.44083,258.09,316.681,362.275,1007900,856062,536750
252.149604717152,0.674440777062703,0.0912303789043612,0.0719287440329354,4.11088,5.14216,2.25619,258.376,309.013,352.418,1290820,657153,489171
287.505345524554,0.662279415640748,0.100792139208265,0.0745283451509868,1.91582,4.08013,4.54376,246.444,297.711,356.907,1091800,709547,484909
265.008048086361,0.671031567192399,0.107349553286011,0.0592187795215904,1.79024,3.78736,4.79655,247.982,309.248,350.178,1231970,682777,506234
291.51576638209,0.671322322358611,0.102071327227399,0.0642062504139899,4.03262,4.65612,3.52233,254.371,296.595,353.402,1013770,707082,548708
281.684293344444,0.684644088928835,0.10475634418597,0.0481994668851946,1.5181,4.70344,3.17252,255.485,324.68,352.344,1051850,1044990,540196
292.98287164563,0.659199986504175,0.110681055660733,0.0677188578350922,3.43002,1.23616,3.33446,252.53,314.613,364.355,1009960,841499,542234
306.517770068322,0.653914040868197,0.107977877499514,0.0757079816322889,5.73645,5.68899,5.69427,251.767,314.762,356.081,1179580,758193,501066
269.300722522185,0.669994512872485,0.0911107895058721,0.0764945976216427,1.29893,4.14112,5.9175,245.512,300.264,352.124,1084680,839956,527728
258.143958483222,0.665869055100209,0.0984859383001112,0.0732449065996794,4.04481,3.05759,5.06891,248.34,305.55,359.683,1278280,910856,473212
259.704731563573,0.657237529601579,0.108744488873601,0.0716178815248199,1.49298,2.82232,0.833429,248.328,323.746,353.828,1043040,763577,471538
280.815565681562,0.675730661936084,0.0943518697579505,0.0675173683059651,4.96681,2.45501,3.55132,245.959,319.492,364.057,1040130,1014030,521710
255.360527781067,0.694963800642558,0.089891940160515,0.0527441591969272,1.4332,2.02842,1.75405,259.783,314.73,351.226,1014410,715006,549052
256.417121543723,0.677562493314505,0.103636796674535,0.0564006100109594,3.99623,1.48562,5.62148,248.966,320.539,359.058,1101350,691516,463286
274.324000867563,0.695386141985612,0.0717597665438299,0.0704539914705584,4.37687,3.97607,3.13805,249.54,318.609,361.948,1053300,803507,480555
273.526963845997,0.682548878455422,0.0866603705877342,0.0683906509568434,2.54729,2.03971,2.99198,256.837,297.835,361.834,1107200,673850,477989
287.462641252513,0.680131940606886,0.0834088501448842,0.0740591092482302,5.06026,3.7173,5.18354,257.945,319.017,363.081,1195520,1040900,491028
273.93550494227,0.671221527748167,0.104887840622589,0.0614905316292432,5.57705,2.5591,5.02802,257.425,317.3,357.647,1135820,678655,468578
256.083324201323,0.688552472046224,0.103624538214023,0.0454228897397535,1.86669,3.63756,4.74698,248.843,323.823,358.046,1011970,728657,507159
275.101678257776,0.693032537328866,0.106849533794354,0.0377178288767807,2.98601,4.20034,2.75453,256.576,314.056,354.322,1039620,882147,502767
288.631687791409,0.682296743588527,0.0875960354831415,0.0677071209283313,4.40202,3.63555,2.94417,257.866,310.912,352.633,1021780,787007,478525
255.150774379223,0.673327923399588,0.0904722922749319,0.0737996843254801,3.15813,1.03145,5.99478,245.711,321.923,364.004,1027470,1012260,546341
258.233259313161,0.677046672107796,0.0862839568631253,0.0742692710290786,1.59841,5.81354,1.03666,257.295,306.399,350.842,1205700,661880,470178
289.879111529851,0.681350721815162,0.0825872620546922,0.0736619161301461,2.8463,4.10481,3.79779,258.729,295.612,361.924,1008010,879661,475973
307.060102862287,0.651945058134132,0.110793330337033,0.0748615115288345,3.43189,2.59141,4.82671,252.611,311.41,351.288,1124720,863684,536971
280.540737450987,0.669392973367125,0.0921426635982821,0.0760642630345933,2.62225,3.39625,1.28372,258.213,307.821,353.849,1061110,889668,459518
250.847224014993,0.675084882208741,0.0890706635389475,0.0734443542523111,1.31647,4.16963,1.44289,254.874,324.229,363.362,1290420,778475,504670
270.698019976467,0.686015728283079,0.110880986423454,0.0407031852934666,4.49946,4.9219,2.73999,246.037,300.597,363.797,1106820,1036280,500073
261.812039535788,0.676115677645406,0.0895085179307187,0.0719757044238753,1.11729,3.91361,2.50602,250.129,307.14,354.326,1010370,970057,542058
294.807504808508,0.679008911907556,0.0864333836511956,0.0721576044412483,3.7717,5.0673,3.01727,257.257,301.165,354.897,1070530,684053,459814
365.064816490874,0.694177517394623,0.108177785174582,0.0352445974307949,2.03098,4.53149,4.15332,258.229,317.111,358.481,1010820,744875,483978
273.018970474993,0.682880332006802,0.11204692685447,0.0426726411387284,1.63207,3.84672,3.19654,255.575,297.008,361.719,1045800,913732,542626
304.925489456897,0.65922242524902,0.111682272198747,0.066695202552233,2.1708,5.107,4.61067,255.595,300.781,353.556,1036980,998148,497931
267.334452132139,0.68701005984062,0.0996864459925917,0.0509033941667882,1.51829,2.83447,3.2196,254.744,307.846,362.359,1186560,667175,493346
272.38852453524,0.710828846075337,0.0857200495638443,0.0410510043608188,2.40315,5.942,5.20879,258.523,316.288,353.832,1001860,742051,542746
265.667018421562,0.672262563085241,0.0912715503821256,0.0740657865326337,4.56438,5.40375,2.1133,247.742,303.255,354.122,1025150,967990,530691
282.852120815898,0.683668384147196,0.100598292205832,0.0533332236469728,2.96728,5.55581,5.97399,257.802,308.778,362.877,1143270,818057,533122
301.318841822678,0.655462325084579,0.105211963723043,0.0769256111923785,2.51338,5.41713,3.41435,259.615,302.3,354.511,1106810,905406,539157
260.993565922476,0.685086400499999,0.0771063866973861,0.075407112802615,1.15196,4.31862,1.40259,251.629,310.025,354.385,1032620,896537,525460
267.02820522145,0.688258148671348,0.0738279515841822,0.0755137997444699,2.9877,5.92072,4.58818,247.798,313.543,358.619,1084990,918127,527549
255.159043430029,0.700574247058671,0.105563921641606,0.0314617312997231,5.72666,4.47731,1.64356,256.806,319.742,358.447,1056720,708203,518208
275.577659392292,0.664525740032942,0.100323462452127,0.0727506975149314,0.952486,1.94788,3.35956,253.304,302.449,360.359,1178180,773350,482524
250.489442416532,0.700738210386211,0.087101552648805,0.0497601369649844,1.68184,3.81832,5.52416,252.969,318.914,356.545,1020250,765482,505673
348.003623103425,0.653740707234884,0.111703589463066,0.0721556033020499,3.86292,4.51422,5.89468,256.941,323.603,362.449,1053450,915219,510733
281.608500779672,0.668494330908716,0.0987691116242911,0.0703364574669931,2.14767,4.16139,4.54508,258.056,305.604,354.596,1085590,958439,536259
302.576595416336,0.65706859628625,0.106405989336149,0.0741253143776006,4.86221,4.56501,1.89624,247.769,299.805,351.062,1052910,742293,489750
286.105360507895,0.671776527762135,0.100949845964222,0.0648735262736431,2.46024,4.85019,4.16143,246.148,310.378,356.598,1203480,856139,481856
278.176534012636,0.695003734569148,0.0960091553993273,0.0465870100315245,5.46799,5.37537,2.66667,253.252,301.967,364.296,1062110,668108,531269
274.300977229117,0.658279949863785,0.106743103165713,0.0725768469705017,0.822833,2.7289,0.959488,248.138,324.662,360.284,1092590,685540,482788
252.529862171253,0.695507160919606,0.100860365084249,0.0412323739961447,4.71558,4.38608,2.22984,254.258,319.614,355.594,1035500,665773,532576
277.399850235908,0.678261607482116,0.106722300447524,0.0526159920703597,3.37896,5.33515,5.88993,248.555,308.566,354.177,1076930,893624,493728
256.575475772784,0.68372053673122,0.0791847313985639,0.0746946318702157,2.91554,2.91264,3.75667,251.413,314.257,353.336,1158640,1001460,489599
265.084235637758,0.674941492747653,0.102339237019319,0.0603191702330281,4.72457,4.42611,3.172,249.37,322.46,360.39,1153830,787921,496308
308.935473001588,0.675562910222276,0.0942481623715133,0.0677888274062111,1.05149,1.95302,5.67082,258.618,323.363,362.757,1050000,767196,496182
317.439137960473,0.65355356649023,0.109791936762474,0.0742543967472968,4.20465,5.17931,2.83258,247.523,308.36,350.613,1131030,834050,471549
251.354021526426,0.689329299885693,0.107735512366837,0.0405350877474692,1.65075,2.23675,0.871466,253.086,314.088,363.088,1214620,895105,483957
305.08425763658,0.653392026948018,0.111148469411645,0.0730594036403374,5.76522,2.76772,1.18074,257.307,309.557,359.531,1110380,730343,512044
275.449844631884,0.668380156539561,0.106530997325551,0.0626887461348878,2.66872,5.20596,2.27587,256.808,295.923,359.308,1178930,947136,465863
352.621623909855,0.696457431223209,0.0979710104676299,0.043171458309161,1.77768,5.21812,5.44915,259.6,315.258,361.271,1085130,854530,460921
252.552444289385,0.657509128251147,0.111365921822491,0.0687248499263615,1.08721,1.19893,2.02262,250.548,322.558,360.168,1269810,896791,477333
255.795754089822,0.69653620042661,0.107611449479181,0.0334522500942091,2.13336,3.30762,3.19178,258.646,321.267,358.343,1094960,1036610,531801
320.19861011805,0.669504314432172,0.103948778052235,0.0641468075155926,0.819531,5.58994,1.0875,256.365,317.19,364.271,1022870,714282,527948
303.73249254335,0.665466919193343,0.108587852288765,0.0635451285178921,4.16234,5.46546,5.04894,247.027,300.84,350.75,1002120,842121,482133
257.883997130553,0.680413716391505,0.081844352041582,0.0753418315669129,5.9189,5.10653,4.15004,256.448,321.047,351.895,1270840,933469,535221
262.061230583417,0.678169919264533,0.0918386248708263,0.0675913558646405,3.42643,3.9813,5.87054,251.296,313.801,354.66,1250360,970430,544140
273.296659604595,0.66588615852413,0.111529273392132,0.0601844680837381,2.96097,2.7017,3.48388,257.197,320.172,351.69,1162030,717480,533354
271.19878086412,0.676443190036694,0.10848550400265,0.0526712059606557,4.96849,3.73813,3.84462,251.685,304.665,352.578,1165290,753233,485873
268.336234690824,0.684478317009997,0.100305893505125,0.0528156894848776,5.89774,5.79692,5.3724,246.279,310.366,355.078,1207640,723631,509668
