feed_pressure,feed_molarflow,feed_propane,feed_isobutane,feed_n-hexane,feed_isopentane,feed_n-heptane,rebolier_temp,reflux_ratio,top_pressure,top_molar_flow,top_propane,top_isobutane,top_n-hexane,top_isopentane,top_n-heptane,bottom_molar_flow,bottom_propane,bottom_isobutane,bottom_n-hexane,bottom_isopentane,bottom_n-heptane,cduty,rduty,solved,dwsim_time
203914.54095683421,1383.3783471616237,0.05,0.1,0.41091263622099183,0.3490873637790082,0.09,369.6466630333189,0.770552848069974,178172.62257342896,746.8138926290461,0.09261668233229582,0.18523322729790284,0.07763563542769049,0.6443777401315137,0.00013671481059720768,746.8138926290461,1.6464248491415783e-10,1.614947585911139e-07,0.8019296997935252,0.0026380870880739465,0.19543205145899978,35227.63621525019,-39368.83587842518,True,0.8798177242279053
193800.65261996203,1544.9391688144694,0.05,0.1,0.5027334453109945,0.25726655468900556,0.09,364.05003738006735,0.8682312536110918,164479.92763683907,626.3845889115835,0.12332344798857263,0.24664414431015425,0.03316503196831304,0.5968315169088516,3.585882410850731e-05,626.3845889115835,1.3980242319994168e-09,1.8791855828320622e-06,0.8229368816565968,0.0257137826630273,0.1513474550967687,30416.459945142993,-36008.44192523019,True,0.580873966217041
202182.04676780617,1607.2486127527413,0.05,0.1,0.5072384636556492,0.25276153634435083,0.09,366.6437566592946,0.8563923002209207,158296.69126612117,964.6970348056509,0.08330330102397897,0.16660658961625446,0.3282819268791449,0.42097126423982545,0.000836918240796267,964.6970348056509,2.0118532342239445e-11,1.8704688039496333e-08,0.7759153383226536,0.00021941190677100833,0.223865231045769,53682.95722110119,-56024.39753002112,True,0.1699821949005127
205773.63922689855,1647.9691232987097,0.05,0.1,0.42887527930799413,0.3311247206920059,0.09,364.14084357011177,0.9329679761204671,198249.93295785363,689.4299357871408,0.1195177822353619,0.2390221801094112,0.012458172401792676,0.6289849970251611,1.6868228273167813e-05,689.4299357871408,6.1118149361075795e-09,9.638796375993437e-06,0.728379264198366,0.11689159188251974,0.1547194990109235,33730.32664948546,-39860.23099860347,True,0.15538644790649414
192197.9842473141,1474.1847818554675,0.05,0.1,0.4650613939725096,0.2949386060274904,0.09,365.0843525543924,0.7570412798100438,175210.2322490319,640.7931556836464,0.11502882392439076,0.23005384425366743,0.0324511553329147,0.6224216008288757,4.457566015152689e-05,640.7931556836464,2.0605758623129592e-09,2.928666619156224e-06,0.7976909839784221,0.04314027911498023,0.15916580617940265,29177.190033646868,-34731.500299593,True,1.2048697471618652
185487.66995795033,1393.1547296947153,0.05,0.1,0.46917840159792157,0.29082159840207844,0.09,368.07111025253533,0.927788832986444,191021.5916742443,591.9789786769384,0.11766852648470952,0.2353331236198071,0.01922409934125443,0.6277508188254717,2.343172875733941e-05,591.9789786769384,2.2144652893002474e-09,2.9078093763609623e-06,0.8016477974180132,0.0418659738276108,0.15648331873053428,29115.459558166996,-35625.628771672964,True,0.31775975227355957
219589.27013553504,1628.4077205342924,0.05,0.1,0.4009853043992883,0.3590146956007117,0.09,364.620604070249,0.918460101097468,158042.3479409995,832.126009825263,0.09784266068960012,0.19568492776009427,0.015142574009432887,0.6913128825492251,1.6954991647602934e-05,832.126009825263,2.839317021187089e-10,4.119362554443545e-07,0.8042265985047818,0.011732395377982626,0.18404059389704833,41226.61137989718,-44428.23252165598,True,7.305110216140747
175572.23996049262,1258.1468975322136,0.05,0.1,0.4788401867126268,0.2811598132873732,0.09,363.19885779571416,0.7706981194812467,154411.21142145313,557.4685252409595,0.1128421123545187,0.22568328239552188,0.04322676707229085,0.618196193414397,5.164476327143697e-05,557.4685252409595,5.583649750858331e-10,7.508636542525314e-07,0.8254337355718854,0.012998572572325746,0.16156694043376965,25982.13952250366,-30705.05260052838,True,1.1076183319091797
176723.6056496091,1582.6431471039114,0.05,0.1,0.400809748772476,0.359190251227524,0.09,363.08465418267326,0.889256729360866,193699.52980938906,705.7597669996711,0.11212390521428026,0.22423839962405465,0.010749890580428247,0.6528723758057144,1.5428775522331553e-05,705.7597669996711,4.347494209446303e-09,7.582916000017122e-06,0.714746729175349,0.12282222346967811,0.16242346009147876,33807.33032343038,-40787.52643236299,True,0.1230010986328125
181660.44641455248,1369.082971943735,0.05,0.1,0.44726377389387356,0.31273622610612645,0.09,361.33021146079597,0.9212249943054395,151076.5587936477,620.2312600999812,0.11036996043449379,0.22073855475626333,0.013842241287657176,0.6550357841383344,1.345938325129526e-05,620.2312600999812,6.640907309989214e-10,1.1327789800344778e-06,0.8062349606644058,0.029234670844302268,0.1645292350482211,30791.039860840305,-35248.813542521675,True,0.4780881404876709
187736.14042724596,1627.170413245387,0.05,0.1,0.4180140969100432,0.3419859030899568,0.09,365.0021803263554,0.8446606527357299,152874.92382615543,922.0632341722858,0.08823606691015706,0.17647210234733876,0.13215819837798407,0.6029226771025409,0.0002109552619791662,922.0632341722858,3.913128545543268e-11,4.1234472139296324e-08,0.7918181010977208,0.0007677877157787479,0.20741406991289701,47083.907324426946,-50914.54591212675,True,1.4598324298858643
201414.2968480104,1568.4059385047844,0.05,0.1,0.43403710362139164,0.32596289637860837,0.09,363.1667517715586,0.8634509856025745,146349.5929187479,836.4831672024516,0.09375085285286566,0.18750165304308414,0.10842047350134731,0.6101776476537395,0.00014937294896341302,836.4831672024516,5.36003808267992e-11,6.029198403749016e-08,0.8061631406448864,0.0011523699118804616,0.19268442909764885,42775.16371458773,-45690.30066091669,True,10.351902723312378
177459.3303446265,1405.8486022873644,0.05,0.1,0.51125894005225,0.24874105994775003,0.09,362.49851224255275,0.8182790449774653,181709.65424124952,490.9759769528061,0.14316707878397675,0.28630841675846436,0.0272314208462656,0.5432616558883566,3.1427722936533793e-05,490.9759769528061,9.62885070724088e-09,1.3833581920516634e-05,0.7710220625578701,0.09068064683481375,0.13828344739654497,22824.657162681124,-29523.53616365604,True,0.8662459850311279
188410.38720854596,1388.9388072115648,0.05,0.1,0.43868238623856637,0.32131761376143364,0.09,361.2250045580268,0.8688720216647338,146827.31406843112,651.1170897690589,0.1066556165405191,0.2133103898189114,0.017273479828060986,0.6627432001894816,1.7313623026939584e-05,651.1170897690589,4.523712850962184e-10,7.451047516670265e-07,0.8105862929731054,0.02000098869702308,0.16941197277274866,31593.34492076229,-35475.98586447763,True,10.868370294570923
223930.71488291948,1601.488532000075,0.05,0.1,0.45839916544302806,0.30160083455697195,0.09,369.12273560880203,0.7463290705333012,147966.81864655841,1235.4552717126528,0.06481372507620224,0.12962744918730923,0.4131072506541068,0.39094279015170447,0.0015087849306771605,1235.4552717126528,3.3762294986283105e-12,3.264314893033368e-09,0.6112706226654001,4.955313060162371e-05,0.3886798209363073,66137.04365165708,-64816.99982569018,True,0.21210241317749023
220540.7832584497,1404.5957731500087,0.05,0.1,0.4496609468025035,0.3103390531974965,0.09,363.0190218987981,0.905342419982085,184055.15346604702,577.8513040861163,0.12153389495901136,0.2430567646283873,0.016071513271357023,0.6193180058011641,1.9821340080092033e-05,577.8513040861163,4.886527351762571e-09,7.716111890946555e-06,0.7527266413269791,0.09437225690902638,0.15289338076557624,28073.445723893645,-32167.69767471939,True,9.68933629989624
193435.61933143303,1536.3418361762153,0.05,0.1,0.4436599026511059,0.3163400973488941,0.09,366.9170684758355,0.7680351924814667,141510.3447230005,1159.0538740825014,0.0662757387778546,0.1325514764881449,0.38069653930096936,0.41929496234101926,0.0011812830920119738,1159.0538740825014,3.211068490567633e-12,3.286165781498751e-09,0.6370869544285802,5.6866244784774374e-05,0.3628561760372581,62390.92654395136,-62550.18847338512,True,9.474751710891724
188787.7987691101,1573.0979148884057,0.05,0.1,0.5095497690639329,0.2504502309360671,0.09,368.47282638360406,0.7334659621801984,168347.6642787865,922.4033507475663,0.0852715649838067,0.17054310715441123,0.3162726830577291,0.42688638272709545,0.0010262620769574543,922.4033507475663,3.691772177627575e-11,3.2413281238440517e-08,0.7835340478336232,0.00033919710249909305,0.21612672261367866,47590.90136945587,-51441.174090142325,True,0.6198108196258545
189131.81284596276,1335.785443487924,0.05,0.1,0.5343414946771283,0.22565850532287163,0.09,368.12622620745805,0.8874491081752177,150025.86060752545,985.3816070341031,0.06778011753083832,0.1355602338498031,0.4893192665011307,0.30588966630861186,0.00145071580961598,985.3816070341031,3.613969166424544e-12,3.415311483382606e-09,0.660949848346928,3.805922451498605e-05,0.3390120890096316,58405.13775673472,-59095.95079592828,True,0.24538540840148926
179010.51851980158,1311.701464536291,0.05,0.1,0.4214527104599651,0.33854728954003493,0.09,365.5225033600664,0.7990260465355244,147103.10088511888,876.4633185122284,0.07482929673397727,0.14965858885041225,0.2682928178126274,0.5065805806526036,0.0006387159503794114,876.4633185122284,9.11114939902565e-12,9.316910847987917e-09,0.7298784670574974,0.00017022457118576352,0.2699512990452949,46236.44623336268,-48289.89340864887,True,0.2258930206298828
212456.3294120603,1622.4380236444022,0.05,0.1,0.49274181188538424,0.26725818811461577,0.09,367.56513762839097,0.9180950387458837,141776.86169582495,1245.8289349472707,0.06511480983785219,0.13022961899649665,0.4554171009912113,0.34803949687678576,0.0011989732976541098,1245.8289349472707,2.2441801059167432e-12,2.2514431409642136e-09,0.6162124717642535,3.25014371238666e-05,0.3837550245449354,74382.29656021894,-73133.80913031915,True,1.1034226417541504
186932.56655285295,1604.6492733055723,0.05,0.1,0.4287005417394225,0.3312994582605775,0.09,368.14384153182306,0.8981267827647427,192911.34701763978,741.1107399876901,0.10825901134379878,0.21651490504184986,0.015415525243597865,0.6597896126225955,2.0945748157993352e-05,741.1107399876901,1.884236955688241e-09,2.679445274654559e-06,0.7833967435699908,0.049377284844202354,0.16722329025629518,35818.08761013784,-42872.01404106621,True,0.2132563591003418
218259.1591990647,1466.2774413490265,0.05,0.1,0.47787353856580617,0.28212646143419384,0.09,362.89648449200945,0.7803779267190629,165263.7591389552,617.1564230951761,0.11879245226160301,0.2375804822980532,0.03497145596160984,0.6086115004587163,4.410902001767206e-05,617.1564230951761,2.178599087563541e-09,3.2185361590525632e-06,0.7997853535578558,0.044829335030668334,0.1553820906967178,28613.017508746758,-32350.542087468508,True,1.2660911083221436
201816.47539938806,1465.0699924317785,0.05,0.1,0.4076190236931772,0.3523809763068228,0.09,364.9235801226536,0.8318727139100123,197838.68762246415,659.9256491394924,0.1110019029004759,0.2219948539438883,0.015319706412865128,0.6516599586614139,2.3578081356637237e-05,659.9256491394924,4.6165220879381656e-09,7.346591300387955e-06,0.7291657807663723,0.1070780099305044,0.16374885809530082,30713.384584989573,-36153.91625331552,True,1.3151304721832275
208143.90373625897,1448.0165703643183,0.05,0.1,0.4482774034702628,0.3117225965297372,0.09,369.4271205422861,0.810852104011497,183966.03452548722,688.1390005549159,0.10520959961007137,0.2104183823132533,0.040981309321843136,0.6433309188981738,5.978985665840809e-05,688.1390005549159,6.713716899773068e-10,7.411660363893126e-07,0.8171408724645611,0.011404970376401377,0.1714534153216294,32404.034038521328,-37435.14650913593,True,1.163522720336914
216837.1705170644,1343.9824680611107,0.05,0.1,0.4270497073333164,0.33295029266668363,0.09,363.14864038112853,0.9395777022759689,153767.12980351943,648.023513576559,0.1036954465642275,0.2073902633176426,0.01530851036557281,0.6735900672387888,1.5712513768375673e-05,648.023513576559,3.8587032137444275e-10,5.872375710387975e-07,0.8104539065118097,0.015754148729775163,0.17379135713497382,32505.30260630373,-35240.57997533183,True,10.024395942687988
218231.9998479384,1617.4865499334328,0.05,0.1,0.44238904646790317,0.31761095353209684,0.09,368.85709555044406,0.8254228868663941,162836.64641050642,1081.5419846711304,0.07477676060428133,0.14955351522985183,0.2999406854299446,0.4749114523172711,0.0008175864186510299,1081.5419846711304,1.32959088297131e-11,1.2091839087514678e-08,0.7298526969326078,0.0001753911205184016,0.26997189984173864,58230.4804683408,-59435.34283190951,True,7.734043836593628
198068.484040011,1302.9530017074756,0.05,0.1,0.3926643669405635,0.3673356330594365,0.09,366.68959902543554,0.8299020383851229,173254.99583486826,668.784552881287,0.09741381982644166,0.1948267487570443,0.01580276208712114,0.6919349811998495,2.168812954344936e-05,668.784552881287,6.291249188580654e-10,9.407479478336216e-07,0.7900818303412299,0.025031063164035777,0.18488616511766165,31427.641236659965,-35531.27196331307,True,11.499022483825684
222162.41611902372,1577.947472903335,0.05,0.1,0.5172238883904691,0.24277611160953094,0.09,367.18584873018216,0.8743753571707056,180260.21019910887,625.7567192025749,0.12608201740092018,0.2521603959963785,0.046409959841084904,0.5752895932526342,5.80335089821113e-05,625.7567192025749,2.082094960812795e-09,2.3955344033175066e-06,0.8266359709214071,0.02425307610423358,0.14910855535786102,30565.04982410377,-35685.29338263758,True,8.798680782318115
175533.5814285312,1598.0318519254274,0.05,0.1,0.4480152960156142,0.3119847039843858,0.09,366.3028318932504,0.8176944612230223,189071.79955792852,695.9889657989485,0.1147999178687151,0.22959433006090726,0.020763225407201494,0.6348141072666327,2.8419396543321105e-05,695.9889657989485,2.921611847475632e-09,4.254055614560151e-06,0.7776855021634305,0.06288764102794016,0.15942259983140303,32351.490271997347,-39953.75738577213,True,0.1922473907470703
184694.25541535224,1567.8260979887025,0.05,0.1,0.4814336527170364,0.2785663472829636,0.09,369.73001139699784,0.9076223071985887,195670.55322507976,661.2682989703485,0.1185481915125278,0.23709311639285396,0.02550344425336851,0.6188229868950136,3.2260946236189825e-05,661.2682989703485,2.0253036346393304e-09,2.3867773292288886e-06,0.813995446059229,0.030378453247053506,0.1556237118910846,32269.335557859966,-40045.98455773066,True,0.9913330078125
198507.97782015696,1452.3845667268374,0.05,0.1,0.48913826823402795,0.27086173176597206,0.09,368.8322082232806,0.8747084319483753,190779.55254996457,604.5744480762717,0.12011552593761916,0.2402274814068587,0.031543539082635574,0.6080728818076102,4.057176527633758e-05,604.5744480762717,2.156637313367656e-09,2.5504457258396688e-06,0.8154530917303572,0.03039349667315794,0.1541508589941217,29160.085411480217,-35414.87281278629,True,1.11669921875
223538.2884627359,1492.9133738456028,0.05,0.1,0.4332366987376603,0.3267633012623397,0.09,369.1309577036741,0.8265323149137002,165824.13687652771,973.0072146360362,0.0767164812791852,0.1534329539475617,0.267916966353938,0.5012360233592217,0.0006975750600933087,973.0072146360362,1.7902360837261957e-11,1.615105914515842e-08,0.7426332292851837,0.00023691440219675622,0.2571298401436579,51771.1137515842,-53034.10899987974,True,0.1926131248474121
197735.44000804302,1486.8610017866972,0.05,0.1,0.3864081223202634,0.3735918776797366,0.09,361.7195736082843,0.8148317764075492,145880.96096181835,777.4168482324425,0.09563060824749858,0.19126077339916392,0.014277693739384964,0.6988144851789699,1.643943498271642e-05,777.4168482324425,2.798122777717757e-10,4.860844919014098e-07,0.7941721657881778,0.017227347193025298,0.18860000065449264,36603.08495519802,-39745.31087869643,True,10.205390930175781
212196.72087255292,1620.356368815576,0.05,0.1,0.5089182539811696,0.2510817460188304,0.09,366.13978300902096,0.8547624586327187,182362.51981938188,630.1542854119007,0.12856862356202656,0.25713032131285574,0.036409061969550904,0.5778469685309454,4.502462462140982e-05,630.1542854119007,3.501721298899163e-09,4.4144949396243524e-06,0.8096166355344436,0.04313283154595945,0.1472461149229359,30209.25406954783,-36025.81348601902,True,9.246038675308228
195149.5258671628,1396.7559895253096,0.05,0.1,0.45165839148833375,0.30834160851166625,0.09,364.7842931670126,0.8412084067996434,144747.7173952596,918.7271521804126,0.07601575009422601,0.15203149565571886,0.3025437013626618,0.46870015825049516,0.0007088946368982297,918.7271521804126,8.496941076573818e-12,8.728615693863547e-09,0.738243805247463,0.0001464783875369725,0.2616097076278873,50324.945905664674,-51545.48395402937,True,0.759021520614624
185579.0487160392,1574.2451863259837,0.05,0.1,0.42180597448993884,0.33819402551006117,0.09,367.31824353280604,0.8858658358027091,185521.0894451156,743.4998832340443,0.1058672692864824,0.21173220450950286,0.01496199638247009,0.6674186388202245,1.9891001320170823e-05,743.4998832340443,1.4181528059039003e-09,2.091772723188382e-06,0.7859225419935014,0.043545111954067094,0.17053025286155543,35797.010647460964,-42354.769431743945,True,0.24016022682189941
175058.9925250633,1529.7402201347113,0.05,0.1,0.5237204814747989,0.23627951852520118,0.09,368.9765222374182,0.7736787004280599,170315.80412577378,905.8192207403833,0.08443975776131733,0.16887949719319822,0.3467349360409582,0.39884990558400707,0.0010959034205192885,905.8192207403833,3.10689153238691e-11,2.6673086278605032e-08,0.7806699445783127,0.00025813288671909637,0.21907189583081302,48303.52172315591,-52839.11137589754,True,0.17996621131896973
195509.82003959295,1569.6324037874642,0.05,0.1,0.4565246863567206,0.3034753136432794,0.09,366.32875638692593,0.8280764817684902,152176.54958316984,1027.7682213494709,0.07636122582097749,0.15272244605827545,0.30675242626725324,0.4633894117714791,0.0007744900820146721,1027.7682213494709,1.0886184439031278e-11,1.0612568797301519e-08,0.7406014987815853,0.00016222194722192003,0.25923626864773774,55829.32389969417,-57673.998843858455,True,0.27282023429870605
183555.58062839293,1508.855194412854,0.05,0.1,0.5160966651613048,0.24390333483869525,0.09,367.55064661970846,0.865832956063749,186760.71723384596,582.9111710552537,0.12942376993743843,0.2588419588128466,0.03550632420652386,0.5761848049995077,4.314204368349595e-05,582.9111710552537,2.9400546406301644e-09,3.5193508291049524e-06,0.8186448274266842,0.03472071175008284,0.1466309385323493,28043.068367875683,-35403.566775288775,True,0.509596586227417
218052.38002245332,1345.3850024146861,0.05,0.1,0.4246081701511695,0.33539182984883054,0.09,360.5686081544177,0.7749655155405732,156908.7558929233,624.2438233383591,0.10776108474416828,0.21551912969358208,0.020711283590883346,0.6559827506321286,2.5751339237671413e-05,624.2438233383591,1.460500180818691e-09,2.6342728606416945e-06,0.7742353253119533,0.05787720833642444,0.1678848306182614,28714.062419119728,-31307.946958911667,True,10.203063488006592
187109.59235941662,1468.4867230410448,0.05,0.1,0.39436236772645844,0.36563763227354157,0.09,364.69851198127986,0.8021151338508573,159683.530340115,759.3763373744945,0.09668777953923173,0.19337504399991257,0.017679021093769374,0.6922357660575535,2.238930953272772e-05,759.3763373744945,3.6397895907185604e-10,5.523483414332181e-07,0.7977691559778995,0.015869304641117306,0.1863609866686626,35380.77063056401,-39886.93991432477,True,7.509225130081177
218355.40644720272,1380.8328129770175,0.05,0.1,0.4553227970938618,0.3046772029061382,0.09,364.896892440405,0.8261789385972594,142462.19868681475,945.617878889542,0.073012147984181,0.14602429301495537,0.335244596714065,0.4448530991334711,0.0008658631533276377,945.617878889542,6.223238935875935e-12,6.429620038353807e-09,0.716224561777556,0.00010785912733123633,0.28366757265926945,51957.40545861832,-51615.195508467434,True,0.654033899307251
204918.47296562913,1616.2391760960973,0.05,0.1,0.41316948345784754,0.34683051654215247,0.09,361.17157454095013,0.9367914563815851,160759.69704609498,758.498096709619,0.10653905120811813,0.21307558340246183,0.010229140702963907,0.6701447677582202,1.1456928235982798e-05,758.498096709619,1.1748409456194032e-09,2.2300257171670716e-06,0.7695075583607616,0.060909337542523645,0.16958087289615675,37734.59230631586,-41754.69522480651,True,10.752179861068726
179166.3030941733,1401.2271808226633,0.05,0.1,0.5072682268036922,0.2527317731963078,0.09,365.3562635732875,0.7018433966620846,159162.04439459217,677.849544348641,0.10335667699777684,0.20671318824417667,0.16910250427805346,0.5204581354970582,0.0003694949829348144,677.849544348641,1.5382513634469426e-10,1.556316585476457e-07,0.8241598892090062,0.0018481195085511967,0.17399183549695887,32508.527944479858,-37247.333900983955,True,0.13599419593811035
182528.8030122079,1338.7773726327648,0.05,0.1,0.43322431822225294,0.3267756817777471,0.09,365.2822022370742,0.8048568836675796,150760.13853955612,821.9756004254969,0.08143627960066589,0.1628725473524345,0.22318751518891705,0.5320239155091945,0.0004797423487881564,821.9756004254969,1.8576536476648016e-11,1.8883147036307278e-08,0.7672918440604792,0.00032446639512851506,0.2323836706426686,42769.56754791979,-45442.67651559123,True,9.929672718048096
214845.4669849273,1406.2242462291729,0.05,0.1,0.4794701831704336,0.2805298168295664,0.09,365.4438340995658,0.7862052274619873,199094.3205298862,538.2480783896993,0.1306281605826348,0.2612340370629892,0.03099503176533103,0.5770972947369013,4.5475852143752684e-05,538.2480783896993,1.0390409784132438e-08,1.3839834606537927e-05,0.7575833479550391,0.09661924877565296,0.14578355304429164,24595.632446251413,-29866.37770657361,True,10.406893253326416
183404.44579140694,1413.43502613472,0.05,0.1,0.5182197839284497,0.2417802160715503,0.09,362.78252323688884,0.708025166617651,142513.29855767242,800.4258134198137,0.08829286229505762,0.1765857045595354,0.30754620696602886,0.42669170260599776,0.0008835235733803322,800.4258134198137,2.501350480202737e-11,2.6204572030683383e-08,0.7933018282445979,0.0003364125019586887,0.2063617330238578,40998.81038151626,-43471.516543195816,True,0.15864801406860352
175495.98587185255,1454.7172439128199,0.05,0.1,0.4930101587751189,0.2669898412248811,0.09,361.6273324614668,0.7829865457193157,194033.0200714344,484.8737690356307,0.15001088334290133,0.2999564859747828,0.023225497408954406,0.5267779253164525,2.9207956908994148e-05,484.8737690356307,2.2675694812158678e-08,3.2682140186462234e-05,0.7278768215868308,0.13710999335717894,0.13498048024010914,21883.281283290213,-29230.042881700745,True,0.15596413612365723
198389.74592661543,1508.987014421808,0.05,0.1,0.387750447728718,0.37224955227128204,0.09,363.5199940088779,0.9164868779741532,148828.8419205425,804.7930743581975,0.09375358473649739,0.1875070585406882,0.023813843302716225,0.6949009412769609,2.4572143137301902e-05,804.7930743581975,9.67383347389421e-11,1.2696294378074362e-07,0.8036439178447342,0.0035353196841433217,0.19282063541144032,40225.13469221079,-43570.54604352704,True,8.456012964248657
184176.20564190706,1278.1906444816907,0.05,0.1,0.5163570571258539,0.24364294287414612,0.09,361.24533767472025,0.8468234133107159,179814.58549601975,425.51156939683506,0.15019459317367181,0.30035054350699386,0.02410112407450561,0.5253277432562807,2.59959885479476e-05,425.51156939683506,1.3214136830239361e-08,1.931031828263636e-05,0.7620069406993956,0.10307411724443466,0.13489961852375032,20002.592910930223,-25695.723141312665,True,0.6188476085662842
219452.95234648985,1264.8890431059071,0.05,0.1,0.5304950419153396,0.22950495808466048,0.09,361.9253435280544,0.8580540353879379,147983.75324177064,514.3440312896937,0.12295896502906158,0.24591697848431743,0.07837087798926294,0.552661569555293,9.16089420652252e-05,514.3440312896937,5.358257190307532e-10,6.532011835921056e-07,0.8403432962733759,0.008040325274678817,0.15161572471493606,25741.6731206111,-28376.18046438494,True,9.326432228088379
176763.45170469294,1296.2448227331693,0.05,0.1,0.4879659248642154,0.2720340751357846,0.09,365.31180064135407,0.9419787829814771,175725.48389740614,527.546838101592,0.1228548994387751,0.24570598309705435,0.019134923621081993,0.6122839897658499,2.020407723862324e-05,527.546838101592,1.874357618473212e-09,2.622502218741255e-06,0.8097225858980998,0.03852205020969689,0.15175273951562704,26253.817511672307,-32223.370467699147,True,0.4420037269592285
207180.91349189292,1516.3535235586116,0.05,0.1,0.4119139123360926,0.3480860876639074,0.09,362.9772041090559,0.7700366767981643,197307.97608242749,652.1892132209904,0.11624980249590613,0.23248319809762488,0.01864747144468107,0.6325895605662945,2.9967395493467507e-05,652.1892132209904,7.718146594997488e-09,1.2398033010739149e-05,0.7087196124056624,0.1333658784958066,0.15790210334737367,29381.09779384763,-34624.81917567712,True,8.101350784301758
