feed_pressure,feed_molarflow,feed_n_hexane,feed_isopentane,reflux_ratio,rebolier_temp,top_pressure
213166.344532797,1558.56915286923,0.440610686522437,0.319389313477563,0.7767119449331,360.688367350953,186935.565788675
196639.76654283,1615.59760649201,0.506462901236998,0.253537098763002,0.936505288117753,362.781575070411,178859.741462241
221484.726311019,1632.4264408564,0.486426349128628,0.273573650871372,0.894853838109102,365.292800688109,145170.094171724
196578.743587044,1601.19431240649,0.403364433824003,0.356635566175997,0.774415880731691,365.509573196665,174522.449653641
205869.155945901,1351.95881394773,0.511487739003749,0.248512260996251,0.793649797985878,363.076364171744,174523.359847082
187315.378071324,1467.63594913213,0.394905048968411,0.365094951031589,0.826833934743003,369.607295577702,197795.170829593
221190.502290523,1522.39642644567,0.389522910317303,0.370477089682697,0.836430543408792,369.224788871073,186223.109784657
202770.016106829,1541.75461280013,0.484124329713304,0.275875670286696,0.728429002384838,369.472029382786,153548.128452525
222373.851338933,1311.83951639098,0.527211933328692,0.232788066671308,0.869477267813089,366.673868549893,199609.180391841
196515.120022416,1544.77998283884,0.464299671513528,0.295700328486472,0.761843571476218,369.189603797619,144365.320851939
219282.786931137,1390.8438778343,0.387715402308582,0.372284597691418,0.868640444621934,360.47681554481,182510.858081522
221568.823302817,1612.46372039333,0.510740631682718,0.249259368317282,0.712650299499885,361.567338703808,157039.4617575
208540.177445709,1369.37202374977,0.507877578188502,0.252122421811498,0.888917940613022,365.392813397378,193743.334340566
184359.024469797,1250.66268541801,0.448023792918573,0.311976207081427,0.828513959035568,368.125960680148,140792.467894744
192701.370371125,1405.31256729254,0.408402535314504,0.351597464685496,0.798974262192414,369.191567347959,161594.387984848
214707.568379487,1393.53943554883,0.520919996755439,0.239080003244561,0.89974798895533,360.017408082852,158485.437949028
222480.727902626,1537.69877571519,0.513803092999951,0.246196907000049,0.888019411051808,365.599024077898,186279.561460936
217927.892202593,1389.61754274505,0.486010739180941,0.273989260819059,0.795318061228142,369.000587191818,191546.574978045
191914.948118376,1469.37276863162,0.486426196648586,0.273573803351414,0.74198932691269,363.300627838275,176928.090952663
224612.045133881,1420.84948364663,0.495076070458059,0.264923929541941,0.79030990269427,361.96805858993,179835.025526528
186464.391453516,1533.52655975565,0.512804715732683,0.247195284267317,0.822547935678083,364.321925179839,165598.131420879
208400.864972674,1536.18113914978,0.437126100861565,0.322873899138435,0.878658121675606,367.548644746005,142538.159859542
180332.388319613,1325.80901399897,0.524959072589764,0.235040927410236,0.744497904444007,364.444134933024,186663.140898003
192059.898247565,1623.72549261537,0.526494405998587,0.233505594001413,0.773477483252378,361.527631654886,165312.63083259
183649.209602249,1422.37728250959,0.486285995293739,0.273714004706261,0.888410099504374,362.1592538482,188777.869791249
175521.229841914,1601.44028522845,0.516550059693841,0.243449940306159,0.851902364674193,365.532014311291,195398.230946049
217945.009287311,1336.87689961332,0.533974244494991,0.226025755505009,0.940958281399061,365.001380061428,181197.176174783
184248.740718946,1398.62107171144,0.40271547436935,0.35728452563065,0.922337812012211,364.095195932465,165184.749537172
193936.041847388,1542.96877909651,0.475007464774932,0.284992535225068,0.701366886268689,368.687065040865,170576.072671619
185198.007122752,1524.53876155189,0.452878026619464,0.307121973380536,0.878031050857335,366.971398916858,163344.81011751
202361.741409023,1488.43187228132,0.491993566300749,0.268006433699251,0.779901154964257,360.529468395432,142091.050279426
188150.111888806,1382.31504334788,0.518434426959256,0.241565573040744,0.864176614411811,362.264811670023,183600.740966181
178635.909487507,1447.46805919328,0.389680595167363,0.370319404832637,0.79229830472704,363.704122151381,177328.187033781
180147.048422033,1592.65120227593,0.39671930789005,0.36328069210995,0.856152238904672,363.541844458178,188961.216454132
224013.430346101,1529.84179531936,0.523791288291474,0.236208711708526,0.801109006658259,362.163017235534,195740.505738479
202817.715983334,1257.22256162169,0.397733060817902,0.362266939182098,0.796959521333238,366.07908221219,190080.672447845
216717.243895382,1352.80720518671,0.435534875564466,0.324465124435534,0.765683800041104,361.38464247361,198808.72142979
198175.482509187,1372.46512926766,0.479744704919595,0.280255295080405,0.74144518476661,368.077049975216,196202.445337619
213461.771069431,1451.48387218551,0.526120272405485,0.233879727594515,0.935613692205315,368.196698739226,158483.561978482
191704.605033338,1348.11965097163,0.50880098740852,0.25119901259148,0.74862927293898,369.096496309692,165030.918487625
206882.127036462,1423.11181458865,0.532431713479251,0.227568286520749,0.847319305054027,365.561153477132,198565.485701944
206347.839350188,1435.94530634101,0.395975723537822,0.364024276462178,0.791000710634448,366.778627322462,158263.60503488
210908.892158383,1392.91757994747,0.473812478140368,0.286187521859632,0.926961176874804,364.671791323536,143110.191382734
210136.167875141,1562.01960807566,0.493818536672225,0.266181463327775,0.737351820799615,360.819956216591,193078.941164827
188207.044278621,1640.16339009432,0.511408309209705,0.248591690790295,0.796831935731495,362.089398987888,161989.537753511
219284.279583609,1583.8813893104,0.393734864067194,0.366265135932806,0.920678084469339,362.370484090944,172946.205463442
206187.384682015,1633.63304768634,0.422306970757902,0.337693029242098,0.94822790182858,362.721311612766,179186.022429717
193620.593741625,1614.77262037,0.515021665480026,0.244978334519974,0.92592673563967,364.927220729937,156245.939185207
213922.601463693,1353.43718555551,0.513318234631487,0.246681765368513,0.754341968151466,364.199537725812,154898.673582825
209128.757333966,1551.98306872376,0.475837664252481,0.284162335747519,0.822685628943112,366.796116993028,143726.519731174
187408.387732047,1649.15609594178,0.525540310571123,0.234459689428877,0.917488426698804,365.204625181776,183550.520673085
221320.881119655,1567.44422475012,0.475769378634358,0.284230621365642,0.889261941870518,361.312706132238,166447.074856155
220624.854892653,1579.53220361904,0.532704329215062,0.227295670784939,0.800881595102148,367.765116680909,144738.097377582
213704.716906858,1339.53933296135,0.526339850483962,0.233660149516038,0.716749511574958,361.691045882363,159991.578295936
209232.65238858,1504.42805446945,0.458961386054631,0.301038613945369,0.934743329727441,367.85866924995,193409.088469771
176298.623138237,1581.093248023,0.397849911627034,0.362150088372966,0.922058947539104,364.445605408809,146907.009065008
177738.036548339,1380.01243451321,0.458922135695797,0.301077864304203,0.909169220156296,369.370486074767,140223.356343289
205734.839522931,1421.77669883235,0.425217660248402,0.334782339751598,0.707704781944072,363.420654547583,185473.389670364
219734.616558545,1494.79349323795,0.41151642540599,0.34848357459401,0.739120965536665,369.646944222715,190192.571245216
204926.023292552,1324.10508667462,0.498651159227546,0.261348840772454,0.755957659028344,365.898753431948,148141.935338616
223774.60932622,1560.29124649532,0.534344643324262,0.225655356675738,0.757803932398275,369.083273535931,184021.43574797
189213.980683391,1425.98386765094,0.508431527281099,0.251568472718901,0.732490751946246,363.27163869088,141107.725766134
219819.224882705,1462.24317187845,0.452871809394332,0.307128190605668,0.818718927795947,365.284725879942,168793.264019234
203356.616947112,1330.53667717404,0.424245436951951,0.335754563048049,0.821863955216023,366.082047085816,156656.369612068
188944.09022245,1356.96198419854,0.508611283953475,0.251388716046525,0.830619540281828,360.519801408368,152098.422965204
196502.362092255,1551.75774433619,0.497866582806534,0.262133417193466,0.810288532453689,364.174268055689,148893.892803466
207902.597159088,1434.03487394826,0.399842808290245,0.360157191709755,0.730277955571769,365.787545132536,197874.216283767
216432.664130441,1455.26649889014,0.459188685727106,0.300811314272894,0.889116949719664,364.289828204521,193408.860477385
198299.518582667,1484.16879894024,0.442522318289757,0.317477681710243,0.867768636324344,364.018106856365,188081.340605879
220752.362448017,1572.78778656267,0.415919274096368,0.344080725903632,0.827600801830559,367.72215420628,184481.386272134
186918.84312247,1611.1202329697,0.389651737836253,0.370348262163747,0.820463882159446,364.08351851605,168478.359949142
220174.951826361,1422.12335492344,0.435644643814906,0.324355356185094,0.828006107905697,365.639426254293,149175.241922156
202427.752655833,1519.3021161986,0.415390802039275,0.344609197960725,0.91392605863357,369.310393816493,145948.311668484
208644.087416518,1601.81736192431,0.454695550137797,0.305304449862203,0.812683955876161,361.184937490443,183443.176511703
193272.629757731,1624.5240316939,0.523568310481179,0.23643168951882,0.708467176326984,368.320442300529,167619.508945251
185136.76759392,1534.93060495552,0.415182825541497,0.344817174458503,0.748863391345174,360.72844528494,197754.977441087
183670.219679376,1334.98135601917,0.489859746528786,0.270140253471214,0.895791448321868,360.52225181567,142922.803228202
193840.823470529,1563.33195316936,0.484305077843775,0.275694922156225,0.729383492302873,365.781569356601,159434.909138655
191762.209479241,1316.95669590289,0.400967004637187,0.359032995362813,0.835822129069842,363.181337623088,179619.611893078
188441.625497468,1395.97224874432,0.528188888627012,0.231811111372988,0.844383784990047,360.839275906352,169110.804601151
212957.76968935,1251.82939972591,0.406074093935137,0.353925906064863,0.833255514609726,360.175446434288,156339.181915388
175877.974405554,1570.20948817588,0.426287059205555,0.333712940794445,0.750573673675683,361.706889189328,195166.408285206
188089.072220868,1403.14640913053,0.443792406846607,0.316207593153393,0.934298282852661,364.895128964682,140472.137312944
185600.494231068,1396.86603606712,0.489979885704257,0.270020114295743,0.711981404585554,360.096262940054,155520.489934337
195282.482525618,1493.04435182106,0.530343858982312,0.229656141017688,0.867919464762727,365.295825071646,185793.638376434
196015.510560198,1496.04719485504,0.488323904946632,0.271676095053368,0.912098048670377,366.105148049252,155369.594660586
176220.093412134,1546.20754645464,0.527320093105657,0.232679906894343,0.767824585035355,361.153920624397,162103.584009706
203055.949123837,1605.591680476,0.436154889789264,0.323845110210736,0.882677322589688,368.115108694987,193974.096583064
185055.518793286,1626.75131581625,0.514713293813867,0.245286706186133,0.92070331850251,362.055075854077,199173.848656952
213515.565577243,1575.87124683044,0.475152552157022,0.284847447842978,0.803692225207455,367.075320872968,181961.485481626
209727.977348274,1421.40021578867,0.421272468925084,0.338727531074916,0.835645274978616,368.559093908763,168539.779521054
222794.290822604,1633.26424915011,0.410544538550186,0.349455461449814,0.742277082733066,369.253759876006,191837.31486191
179198.211402408,1465.65980111394,0.515416750238939,0.244583249761061,0.711909672395292,363.059419401103,186553.362422076
200916.022517743,1612.39105700304,0.402945902538364,0.357054097461636,0.941523089235132,366.647580847467,183887.800158429
212613.233055707,1603.96679503389,0.434579724426535,0.325420275573465,0.943439904945478,366.000684734394,196786.58270163
211260.139895224,1373.26965892163,0.519057129849117,0.240942870150883,0.8455562479497,363.81179597558,197685.701719285
182248.438929687,1350.4563141721,0.527167637849747,0.232832362150253,0.827918437228301,360.294448206215,194043.449313372
191197.569335484,1309.71446448722,0.505447731992776,0.254552268007224,0.757403797805162,361.251753894133,142749.290714088
189450.798191656,1371.54310275661,0.415450405736632,0.344549594263368,0.74176286098142,367.490168008638,162274.96722081
176411.880835597,1342.28984076111,0.400042028580144,0.359957971419856,0.805748033208533,367.635660023162,181391.067563356
222993.993441272,1421.32594251018,0.502024239945977,0.257975760054023,0.747989057883159,363.309315695727,192872.342531287
216106.96953623,1437.63456669337,0.406587263454476,0.353412736545524,0.924059777840443,367.932019517632,175126.373996778
183237.503872195,1496.58681392068,0.505854106029679,0.254145893970321,0.926540477916071,361.151463661537,195542.245226671
218346.571334966,1501.95645671199,0.480854947018522,0.279145052981478,0.77896747627754,362.482294246438,197081.242956364
192671.567561537,1617.86336239895,0.501435308437154,0.258564691562846,0.778743466902664,364.250531777562,165469.77043231
182017.920689277,1360.25463412445,0.388431980417271,0.371568019582729,0.860064964935845,366.486604167202,189480.415954532
196804.353782008,1468.80249970313,0.446642178009442,0.313357821990558,0.896510041232102,364.935488587761,171730.98199359
179752.779956528,1284.15695051436,0.425555763383487,0.334444236616513,0.947212497484211,364.844233794422,147638.965598643
197549.578944685,1286.15152564668,0.43045116759486,0.32954883240514,0.861679716450785,365.896298859936,154593.063605067
212878.402968434,1625.38768352432,0.469421718889289,0.290578281110711,0.79764021829091,366.974152830131,152195.566323962
199019.028862347,1502.90576069757,0.508239433347926,0.251760566652074,0.814603490339879,366.135938981762,194211.215586846
194474.982558038,1335.34536175638,0.450735695087115,0.309264304912885,0.735401319542133,368.225512096578,192386.231365335
194014.493371143,1302.97544989055,0.396859172272243,0.363140827727757,0.723275977318162,361.22691174325,143929.745034427
187686.306997627,1328.47507961692,0.412181834875521,0.347818165124479,0.753174070659369,367.320821168458,166332.357332024
205601.876750996,1535.27497853394,0.433698264918531,0.326301735081469,0.826849832365423,368.859926308252,185337.454419818
224882.535056201,1371.10547198267,0.493759585419148,0.266240414580852,0.787611562005358,367.314237682463,143896.508739311
211801.292019718,1427.01325620568,0.462920877308853,0.297079122691147,0.875552076558044,369.42329238616,168714.856963769
192732.5093339,1281.13621681282,0.399332473128269,0.360667526871731,0.793567834836481,368.763251093039,158295.304840601
190129.458431183,1331.96770280608,0.526212720605661,0.233787279394339,0.755038513723554,360.042358538517,150681.846799817
197353.638380172,1400.36252918483,0.488334770778718,0.271665229221282,0.734338831472214,365.192529852537,141766.873374963
191023.40162169,1329.71770145209,0.492136556744924,0.267863443255076,0.803793134248445,360.750232161366,187541.286913666
213632.195630242,1324.68690512586,0.463745896526388,0.296254103473612,0.92088287593166,365.657689794082,199066.063549236
183572.115307801,1480.91893880059,0.424300862490714,0.335699137509286,0.769506257063073,367.475464876767,149236.598504931
195417.856345257,1525.05399024408,0.46145389591203,0.29854610408797,0.823282075740858,366.419167803457,163511.530720826
185990.208143922,1543.99747535898,0.408891332031857,0.351108667968143,0.778224190801979,366.005834043882,184118.865225233
208090.120345055,1398.4099033955,0.51963120208376,0.24036879791624,0.885335751386328,361.409936765027,163353.820781198
205698.214097342,1594.68195229489,0.429968932522169,0.330031067477831,0.779296561418532,360.382395036596,167057.156950263
219226.456514956,1336.45920352843,0.388174759570382,0.371825240429618,0.949508036903053,362.352248454246,198489.430182602
213473.714867429,1483.83728449933,0.469789438002779,0.290210561997221,0.81239210775282,362.759274677485,185315.219758979
217394.1248774,1251.66064650086,0.446782699928253,0.313217300071747,0.756033826071871,365.184854518608,180718.532046321
181513.872669049,1394.61805332381,0.494016852537527,0.265983147462473,0.760792963568769,362.198201705529,157239.331145816
176717.949224289,1604.98525526358,0.525930301450702,0.234069698549298,0.93251008303778,362.872365104402,191936.691823183
206507.882985029,1368.09049198163,0.438007430372779,0.321992569627221,0.909485487995943,367.948330585972,151263.484151242
205197.767717528,1481.15057505585,0.449577220431739,0.310422779568261,0.909446275545284,365.205522935495,141401.925792108
224886.053163723,1446.10264981551,0.519034392293733,0.240965607706267,0.929474415671945,362.88341421935,160352.413984266
186475.892466814,1415.61028801408,0.505415826781353,0.254584173218647,0.879050135990629,363.725065890989,182522.007136317
224213.295257895,1300.60898882232,0.511603337193309,0.248396662806691,0.705964627197702,361.30791255834,196053.876832315
180259.928545993,1519.60628922133,0.460321557263387,0.299678442736613,0.882428381715964,367.899709803364,179119.87316976
204498.690800892,1635.10788430428,0.47650580845066,0.28349419154934,0.798539452863748,366.25856607165,142244.457833622
206954.35802444,1559.33294565845,0.385276393318167,0.374723606681833,0.821152917245433,366.674656471139,177843.243598446
191009.358504655,1253.26507959887,0.414105242769311,0.345894757230689,0.80841978555672,363.009633317104,151687.704425973
209089.465957149,1643.58361523442,0.400181659668877,0.359818340331123,0.925792597532055,367.999707799645,155350.591247231
218463.321646647,1251.01040964943,0.395602687186307,0.364397312813693,0.814380210885167,368.201786617591,166701.419301007
222021.345209547,1393.26547117064,0.462335966300471,0.297664033699529,0.93479821479931,360.637047185611,173542.989701351
203991.363902264,1619.7319448295,0.494819262177247,0.265180737822753,0.861533535854885,362.543469587048,172184.084113638
190933.132830022,1306.95092569401,0.428128530097218,0.331871469902782,0.783064239768318,363.185322105524,183430.591851566
206084.51311139,1502.50184330001,0.505935763885487,0.254064236114513,0.842415160446296,367.552700226921,199015.633449602
193811.96356827,1466.92928083858,0.480366867434436,0.279633132565564,0.740386398792501,364.18127641843,173384.37826243
191816.236197477,1432.16139300697,0.426997421995365,0.333002578004635,0.828415170027883,363.379696721167,155740.205592101
202462.379022748,1511.99102416459,0.529835715034731,0.230164284965269,0.731393726049719,363.371583515799,189231.168263886
219589.270135535,1628.40772053429,0.400985304399288,0.359014695600712,0.918460101097468,364.620604070249,158042.347940999
190928.947576386,1597.81363569113,0.454471347800169,0.305528652199831,0.857049612760453,369.182334607284,173888.584266828
219918.703309541,1637.66557756934,0.4442199984705,0.3157800015295,0.793797014065811,369.762356178864,179475.45037035
217499.4305474,1521.15847132763,0.428338875340721,0.331661124659279,0.751306475423454,360.967546120961,162812.7879289
181419.365831385,1588.26597682487,0.416275167815594,0.343724832184406,0.80970196161338,363.202659466807,196735.345061384
187690.218338078,1266.33536294929,0.391025839150671,0.368974160849329,0.880801767769234,364.415603073939,142328.268798876
195301.36763649,1480.70320799126,0.517226286443246,0.242773713556754,0.706185221697648,367.76564651404,165557.638256759
205371.894993934,1265.58973020439,0.446647566509814,0.313352433490186,0.709082703589126,363.847266059925,186149.617879508
212809.430620132,1504.51782799837,0.497845529472193,0.262154470527807,0.909987987162741,364.49270250306,141695.746435239
176540.694343782,1460.24737548594,0.443830317316551,0.316169682683449,0.70425204983388,368.114156199249,143854.789741901
212621.619663385,1302.56975743249,0.439877514516156,0.320122485483844,0.718374795160081,369.893041025487,155704.977606086
218982.024918639,1469.44044673769,0.448547568907544,0.311452431092456,0.753854983816776,369.426740941809,141312.314989043
199900.384100867,1558.30195391006,0.523247683477239,0.236752316522761,0.901038655156022,361.114503408038,142827.571166934
194367.059621064,1308.34152418922,0.444692435531883,0.315307564468117,0.908316124337259,366.79226644657,168398.933819783
182773.266492055,1477.50408511585,0.49906727052334,0.26093272947666,0.716061927255679,368.862132595611,141105.921227217
182450.1610816,1314.85794492549,0.387342609976863,0.372657390023137,0.919687119496014,360.396501943737,184763.864334179
183754.026657489,1599.46332929281,0.498251496807504,0.261748503192496,0.894955525954412,364.939677879811,199285.090157755
215207.763124949,1488.75223415633,0.528481381876421,0.231518618123579,0.715085262333556,365.893596154111,191422.374146173
213017.380017313,1547.68726907152,0.404269039958696,0.355730960041304,0.916036959799891,368.968072731359,151019.782812367
181237.554812901,1380.60897995269,0.520553659791776,0.239446340208224,0.748957785411501,364.053679837064,159174.438024944
208637.353027695,1600.69245898667,0.515484900664971,0.244515099335029,0.738591974115555,365.36563779442,163535.815506824
198479.271925774,1437.38570109795,0.400869733079605,0.359130266920395,0.859485795677181,363.119670352749,182598.70032602
181410.934497609,1458.457771492,0.417638936616221,0.342361063383779,0.798666338348143,360.031681392666,162394.211693045
214901.899885387,1532.62935196196,0.455614628843609,0.304385371156391,0.882759295019687,364.347256837506,178976.889196687
208797.919515798,1574.12473332671,0.488646084724589,0.271353915275411,0.744000231662202,362.063471255058,176057.907909311
210107.335459364,1622.29092803506,0.451128214933837,0.308871785066163,0.737360673127083,368.092848946908,171105.26909757
221598.54887513,1285.00879496056,0.47608713231766,0.28391286768234,0.850304858165203,368.369373574461,158283.207397143
215293.160569707,1542.52021294235,0.398896511705979,0.361103488294021,0.854253867821396,368.382151042778,148867.222995206
211295.034882126,1265.8307381729,0.395616322316795,0.364383677683205,0.800555553131821,369.636210113376,171220.592648238
208172.453261228,1403.28712383234,0.488127358776317,0.271872641223683,0.775082259114566,367.289016751247,163644.201873337
215677.173422358,1546.59110625666,0.501273035446334,0.258726964553666,0.708603695034739,369.369349357447,175666.3230969
185514.548078604,1478.59710166634,0.429746593306155,0.330253406693845,0.78424583511626,362.587103843716,195916.566050428
211891.298164714,1439.16937137065,0.414311569615601,0.345688430384399,0.927234481336773,360.230743259123,156381.312396793
223590.789753073,1396.31292603365,0.519551683682166,0.240448316317834,0.801456451539731,369.606037406423,147567.103015782
