sim_time,output_collector_flowrate__l_m_,score_output_collector_flowrate__l_m_,output_1_Line1_flowrate__l_m_,score_output_1_Line1_flowrate__l_m_,output_1_Line1_pressure__kPa_,score_output_1_Line1_pressure__kPa_,output_1_Line1_power__W_,score_output_1_Line1_power__W_,output_1_Line2_flowrate__l_m_,score_output_1_Line2_flowrate__l_m_,output_1_Line2_pressure__kPa_,score_output_1_Line2_pressure__kPa_,output_1_Line2_power__W_,score_output_1_Line2_power__W_,output_1_Line3_flowrate__l_m_,score_output_1_Line3_flowrate__l_m_,output_1_Line3_pressure__kPa_,score_output_1_Line3_pressure__kPa_,output_1_Line3_power__W_,score_output_1_Line3_power__W_,output_1_Line4_flowrate__l_m_,score_output_1_Line4_flowrate__l_m_,output_1_Line4_pressure__kPa_,score_output_1_Line4_pressure__kPa_,output_1_Line4_power__W_,score_output_1_Line4_power__W_,input_collector_pressure,input_pump_speed_1,input_source_pressure_1,input_pump_speed_2,input_source_pressure_2,input_pump_speed_3,input_source_pressure_3,input_pump_speed_4,input_source_pressure_4,input_coll_pipe_length,input_coll_pipe_ele,input_pipe1_length_1,input_pipe2_length_1,input_pipe2_ele_1,input_pipe1_length_2,input_pipe2_length_2,input_pipe2_ele_2,input_pipe1_length_3,input_pipe2_length_3,input_pipe2_ele_3,input_pipe1_length_4,input_pipe2_length_4,input_pipe2_ele_4
6.9247586,279.965431046516,6.22688455115583e-14,79.9466404075367,1.55672113778896e-14,252.912818205923,0,-511.534738594969,8.80614458357608e-14,78.6536449002213,2.00971834711523e-14,243.028589609947,4.58286294150329e-14,-553.128981187244,2.24513515355869e-13,57.3141280728464,2.14343787220604e-14,282.018596453504,5.96178806614575e-14,-397.219185177326,5.08422994585041e-14,63.2393014001066,1.68145100562345e-14,258.58638098614,0,-460.406825017279,1.12256757677935e-13,1.0409925082201,2724.51109310608,1.45795413054643,2810.59576358345,1.11222675472775,2480.28234965063,1.39132038489869,2615.71752648262,1.10042924152914,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.8610112,238.238602260283,8.09943921340918e-13,61.3723434183459,1.16754085334172e-14,254.368438235591,8.94268209921863e-14,-520.517326500772,1.01684598917008e-13,71.5580055133289,0,244.620250653224,0,-446.570725502834,8.80614458357608e-14,54.804386334886,1.43873938407897e-14,283.653255131405,5.96178806614575e-14,-489.917674936139,5.08422994585041e-14,49.8283069558008,1.49044701653644e-14,260.123714435301,5.96178806614575e-14,-395.624756183319,8.62073130071116e-14,1.05835907933071,2747.49061039123,0.687155544187019,2584.05756391188,1.36801743039813,2708.80604825269,0.779709664583712,2510.31012386139,0.821902567712981,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.808926,212.306824957273,3.48093428610693e-14,35.9866208597154,1.57285339392236e-14,295.977098220159,5.96178806614575e-14,-352.686619264045,5.08422994585041e-14,60.0822133820586,2.00971834711523e-14,286.337875616803,5.96178806614575e-14,-443.974033379151,5.08422994585041e-14,38.8539300834731,1.18896540830928e-14,325.341539330073,5.96178806614575e-14,-439.097549651709,7.62634491877562e-14,77.0051124339112,8.98773367955635e-15,302.211495519686,0,-593.394883007355,1.13686837721616e-13,1.47078216235424,2470.4895192329,0.855151581897246,2578.33708425457,1.33193744290172,2704.77451999183,0.710551425959547,2884.1672413149,1.45415404633864,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.7008733,255.80551373982,7.19018694364508e-14,60.886204127518,5.02429586778808e-15,252.098695983968,8.94268209921863e-14,-510.123875698916,1.13686837721616e-13,43.5788779551127,8.40725502811724e-15,242.139473059345,2.98089403307288e-14,-373.103410130052,6.48114692637101e-14,77.7851806534636,1.49044701653644e-14,281.641521177922,0,-590.21512180365,2.15705608309353e-13,72.7997089579406,0,258.079908634182,5.96178806614575e-14,-533.998347605327,1.83314517660132e-13,1.03564416703974,2725.62292266708,0.695697461753548,2481.51114195333,0.526868729157289,2878.81750961026,1.29655480834617,2772.33399413483,1.11444795228052,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.1191948,223.916458723501,6.29141357568945e-14,76.6791352590475,1.74046714305346e-14,280.494420018346,5.96178806614575e-14,-574.13310836506,2.35746044305958e-13,54.3035304065487,8.10143365796377e-15,270.4376349913,0,-455.264478931589,8.62073130071116e-14,60.9330425079907,1.00485917355762e-14,309.679349244488,5.96178806614575e-14,-531.184898378354,1.19235761322915e-13,31.5292465979272,1.2047838252594e-14,285.956435768376,5.96178806614575e-14,-356.500593446309,8.80614458357608e-14,1.31432165269703,2849.15287233273,1.30945045972857,2632.89821678254,0.800011034701473,2766.34500672981,1.1595966639299,2531.51048619105,0.521099910636738,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.4574576,259.467853630346,1.07852804154676e-13,75.8771947148031,1.49044701653644e-14,268.20822027055,5.96178806614575e-14,-640.199153723473,1.90234465329485e-13,74.1007901972473,2.69632010386691e-14,258.327476204721,5.96178806614575e-14,-540.975797169024,1.01684598917008e-13,60.248784214705,0,297.393718060186,0,-460.589630631476,1.78853641984373e-13,48.6170783020243,7.45223508268219e-15,273.798808475705,0,-401.369417578708,1.19235761322915e-13,1.19257445290148,2970.62655405009,0.880687785172734,2786.54299101566,1.13593255875889,2615.22111382667,1.36116433730094,2531.07345768705,0.871861323093744,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.3270784,253.244843559056,5.89365110764894e-14,59.4979424096682,1.2710574864626e-14,278.373825411182,0,-411.364439184417,4.40307229178804e-14,55.1134614021984,9.53293114846953e-15,268.505930455824,5.96178806614575e-14,-392.042734973342,4.75586163323712e-14,58.4785911725726,2.05934849563355e-14,307.716215402344,5.96178806614575e-14,-506.437390760096,7.19018694364508e-14,79.6096366967853,1.49044701653644e-14,284.446725968996,0,-607.173607582214,1.13686837721616e-13,1.29454997041765,2505.21423050772,1.39735900897282,2476.82400078305,1.16728046836217,2722.32730559853,1.13937564890717,2909.55282173295,1.32566880549576,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
7.207298,247.978287359528,7.13379244985568e-14,65.5360261679341,1.62028673159275e-14,279.471282656146,0,-563.279574562001,1.19235761322915e-13,70.8482625444755,1.49044701653644e-14,269.673202936608,5.96178806614575e-14,-515.498140693163,6.22688455115583e-14,55.0708619924246,8.40725502811724e-15,308.720116334398,9.68008542140888e-14,-605.078034551358,8.03887338846093e-14,55.997763671058,0,285.238572467992,0,-432.779326436305,7.41147505914642e-14,1.30489400373198,2830.78804744123,0.901215562092036,2733.47577430861,1.23949347819327,2940.66247135019,0.529967232308534,2570.82886733527,1.15683482228643,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.7178212,225.391899221899,4.58286294150329e-14,76.1729385384935,3.42242702197163e-14,284.645604408758,5.96178806614575e-14,-536.440249420746,1.19235761322915e-13,76.3311555273451,8.98773367955635e-15,274.781635216981,4.01943669423046e-14,-629.580743371894,1.07852804154676e-13,40.6562738876697,1.2710574864626e-14,313.65399627049,0,-443.57098833713,6.48114692637101e-14,31.7822130321131,1.02967424781677e-14,290.115118924581,0,-335.47284993607,5.6843418860808e-14,1.3552367717986,2776.05857760497,1.49885708902264,2951.02900968338,1.00696437902186,2700.68215133984,0.655090337893083,2456.59223913943,0.721382203364265,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
7.3212952,278.353835270865,4.75586163323712e-14,78.0832936317071,2.42002135535222e-14,272.599191466606,0,-610.045795203941,2.12688598070027e-13,68.5390485194576,1.2710574864626e-14,262.64187791925,0,-589.495178037195,1.60777467769219e-13,55.7006110031418,8.40725502811724e-15,301.714142340591,0,-455.26698040853,3.59509347182254e-14,75.3932354701248,1.34816005193345e-14,278.42413198162,5.96178806614575e-14,-561.331849752036,1.34516080449876e-13,1.23507636128731,2915.43745099827,1.13573998494797,2880.61701236459,0.745415425553968,2624.14799867745,1.18297855005271,2825.34728046988,1.29349378181772,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.7933034,286.166024138877,6.22688455115583e-14,59.2103838628955,1.10076807294701e-14,253.595060304001,5.96178806614575e-14,-525.201384468899,9.51172326647424e-14,69.9929754479231,1.49044701653644e-14,243.853760609787,0,-446.263448574879,4.75586163323712e-14,71.637455204118,2.42002135535222e-14,283.079985378163,0,-546.283545614278,8.03887338846093e-14,84.5002063517579,1.55672113778896e-14,259.728772212526,5.96178806614575e-14,-655.81001186484,2.15705608309353e-13,1.0497488766486,2761.12446760766,0.566114052127227,2583.56661118524,1.29929833579725,2796.89006108824,1.25515677448201,2996.79568317982,1.07852620540739,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.9716979,273.313902806348,8.03887338846093e-14,76.8676969832881,3.20926284036779e-14,261.39921978335,0,-603.381395414527,2.59245877054841e-13,71.2095505821327,1.2710574864626e-14,251.480715705947,0,-478.433193650741,5.96178806614575e-14,56.8967292253648,1.00485917355762e-14,290.538560600478,5.96178806614575e-14,-470.802866984233,5.08422994585041e-14,67.6271125234373,0,267.153968523783,5.96178806614575e-14,-515.320863993479,8.03887338846093e-14,1.12506603103097,2904.02675103026,1.00533438899579,2654.53975220684,1.25836240859772,2653.51084088432,1.06043615429443,2733.72590199412,1.08649036625283,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.5655315,218.593849401409,8.23739398253419e-14,53.9752783811729,1.00485917355762e-14,296.934279046205,5.96178806614575e-14,-503.475520063596,1.24537691023117e-13,70.3158247321637,1.10076807294701e-14,287.241893256281,4.01943669423046e-14,-564.711065335527,1.34516080449876e-13,50.524304164882,1.21001067767611e-14,326.25457688965,0,-453.540222673638,6.72580402249379e-14,43.3913410855627,1.23069611928548e-14,302.7098058929,5.96178806614575e-14,-420.05226767471,5.6843418860808e-14,1.47869802279808,2743.58760101456,0.794164294442612,2832.13788612934,1.16236813903399,2649.87373800039,1.17434371889881,2612.90466606209,0.8171056907698,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.8618437,274.790925726212,6.72580402249379e-14,73.4417193350209,1.00485917355762e-14,252.902778438289,4.84004271070444e-14,-478.605358322501,1.01684598917008e-13,81.2995709638437,1.2710574864626e-14,243.120565848369,2.98089403307288e-14,-588.947128063608,2.12688598070027e-13,46.2448298734276,1.14571573537582e-14,281.982920019053,5.96178806614575e-14,-406.029938730798,5.39264020773381e-14,73.0109949086251,2.24693341988909e-14,258.754123606455,5.96178806614575e-14,-580.651018494869,1.01684598917008e-13,1.04177553042351,2654.5962308782,1.36038536488527,2877.4200014267,1.06456394406356,2556.68287393904,0.823839623215506,2862.94812153372,0.922241304000638,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.554924,305.476931371527,6.48114692637101e-14,75.4304949938913,2.29143147075165e-14,261.44120075946,3.59509347182254e-14,-514.4991363665,7.19018694364508e-14,67.6907937819968,1.49044701653644e-14,251.508001050189,5.96178806614575e-14,-547.797250135863,7.19018694364508e-14,73.6528951204197,1.74046714305346e-14,290.779979348617,0,-580.374782265247,1.07852804154676e-13,87.9017274278079,2.80641894194837e-14,267.446564241624,1.79754673591127e-14,-623.291875720654,2.89845701990588e-13,1.12476868332793,2731.03332021295,1.34639598027129,2802.50510522831,0.781810800129998,2860.84937005017,1.26288680183079,2938.18750071169,1.42346263344232,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.5957338,201.145218992965,5.82471714435519e-14,58.9467925817697,9.79415571016078e-15,281.35822274281,4.40307229178804e-14,-570.542251415831,1.07852804154676e-13,60.8903786077569,1.18896540830928e-14,271.540343956205,0,-501.689122326829,5.96178806614575e-14,46.4857877256758,1.00485917355762e-14,310.595306971031,0,-369.623202041656,8.23739398253419e-14,34.4058938749996,1.97167607403679e-14,287.025766845146,5.96178806614575e-14,-358.336429994951,8.62073130071116e-14,1.32516749753024,2851.05598918898,0.617357607337509,2705.88104520212,0.926981253834829,2453.14395183549,1.33795328096868,2506.06080262545,0.654322361964027,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.2744972,218.004703904653,4.49386683977818e-14,48.7085171360293,6.35528743231302e-15,266.640908135174,5.96178806614575e-14,-425.853251633835,1.30863377685516e-13,46.9879161970073,7.105427357601e-15,256.81279344941,5.96178806614575e-14,-388.610082348965,3.11344227557792e-14,56.2420941883382,1.12346670994454e-14,296.056069809308,4.75586163323712e-14,-395.26000639348,5.6843418860808e-14,65.5314966166898,0,272.655796241701,5.96178806614575e-14,-454.076067140335,8.62073130071116e-14,1.18076755990547,2595.33639033885,0.665215844162175,2506.2728778737,0.713935692524897,2479.53714374513,1.4815298923434,2600.80133977815,1.36323697047125,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.5683702,279.09788176314,2.35746044305958e-13,88.1998165240542,2.33508170668344e-14,262.282943014099,5.6843418860808e-14,-627.346439420477,2.85351697994227e-13,61.343707861904,1.68145100562345e-14,252.139988850783,2.20153614589402e-14,-518.823270546589,5.08422994585041e-14,58.6061899617288,7.45223508268219e-15,291.299797750155,4.40307229178804e-14,-524.325759332059,7.19018694364508e-14,70.2254706262282,1.10076807294701e-14,267.925485712583,4.40307229178804e-14,-572.781999699764,8.03887338846093e-14,1.13224063992689,2945.5709092073,1.36721621412769,2744.12916011957,0.672925986354631,2760.27599420708,0.899799603786687,2848.29998584902,0.934584429962193,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.689604,307.257185371179,2.83077943049392e-13,65.7478792276986,1.4210854715202e-14,273.681068628374,5.96178806614575e-14,-573.385326861631,8.03887338846093e-14,84.41395535063,1.4210854715202e-14,264.012611175229,5.96178806614575e-14,-593.969596582109,1.83314517660132e-13,77.2754521654264,1.18896540830928e-14,303.171567219956,0,-609.451175802551,1.56706491362572e-13,79.1223566516103,6.35528743231302e-15,279.685689125666,9.68008542140888e-14,-567.433077871155,1.56706491362572e-13,1.24628440802546,2850.3024067982,0.809816821935847,2885.44235833016,1.37312964380989,2913.41810425392,1.40658308970097,2836.35464896043,1.42883505913693,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
