output_collector_flowrate__l_m_,output_collector_pressure__kPa_,output_1_Line1_flowrate__l_m_,output_1_Line1_pressure__kPa_,output_1_Line1_power__W_,output_1_Line2_flowrate__l_m_,output_1_Line2_pressure__kPa_,output_1_Line2_power__W_,output_1_Line3_flowrate__l_m_,output_1_Line3_pressure__kPa_,output_1_Line3_power__W_,output_1_Line4_flowrate__l_m_,output_1_Line4_pressure__kPa_,output_1_Line4_power__W_
259.187228809808,146.512711824738,76.1113724393732,293.935971489539,-579.735800174746,63.4655542875045,283.957088459601,-526.373250471638,62.8865817713186,323.149750262162,-629.795741851327,56.2475244514206,299.590006580864,-481.058507069271
271.349998567459,122.109137429987,66.1413780577322,269.406291568002,-623.793681243561,72.517698589354,259.617728731633,-499.145702479704,62.0517333758765,298.717645485229,-576.046882387691,69.9949973575267,275.304658296851,-606.365055869279
252.124537301032,117.381967252706,77.4355512814475,264.744400517828,-539.287959613306,84.5755781046994,254.948950487288,-610.406072181487,43.6640837388557,293.758983123285,-443.385386786843,45.8220585047812,270.294586859997,-402.214426831446
240.518139641467,129.004042172189,57.5240495222613,276.153449363221,-406.582896399383,61.3136984000962,266.352731768097,-570.09587923876,62.5272938372002,305.555986598749,-593.205441538105,58.6231647978268,282.023649973891,-397.710683793979
255.483285881769,122.324510847607,84.1277957748256,269.787665350006,-623.873719785914,73.168968702524,259.798907647987,-538.385033429554,32.5466260540071,298.640804317261,-341.026297534858,65.0404191109331,275.428466613955,-501.247139789855
272.357159734897,146.094914371568,73.950652348978,293.526714794682,-632.261810472223,68.66342161137,283.617181613154,-509.444297246447,57.7489771338072,322.712388377692,-493.691280521091,71.4926656445936,299.356991614698,-583.074227826669
268.53159174058,108.798068062597,73.2930645726405,256.133398147453,-629.058301806255,68.3156615497269,246.230308879211,-451.432825045131,42.0218441959658,285.181327320273,-429.096355953188,84.1560803706893,262.116206339756,-625.623161503542
243.893190789642,134.738526565415,80.7705846358791,282.157609552039,-578.465211435338,55.8873707275392,272.063961786678,-439.489826263258,46.1300003434675,311.155114739712,-504.347063128712,60.6024013927405,287.79655439148,-539.317296314272
221.250620640779,123.445106987093,65.3016408800143,270.614753506775,-475.067040306478,49.0163249149085,260.645790486303,-411.002048492933,52.5360454177396,299.840891630602,-406.757462960006,53.8786402205331,276.3653836741,-400.365705744855
232.121418321933,135.711379128327,39.0862200453797,282.703016380484,-376.151372845191,58.5739102769696,273.031459888093,-436.197498183684,68.7626908915438,312.326144155185,-546.251395910141,65.2205396846816,288.788846214159,-525.989727119013
249.668195290753,147.953220752112,54.4092045369232,295.131728838699,-476.450591043262,75.7894027275673,285.486213059061,-537.436557928917,64.1685119232338,324.582869212785,-578.532748630265,54.8491125190803,300.996767320126,-557.786525270799
311.84645404054,110.186694011148,77.489669761208,257.693727262535,-503.127342029704,77.7298669806987,247.829403523178,-502.267851398074,72.2886935712912,286.991844876519,-570.512330055771,83.4831327646818,263.620102846974,-607.231819921917
245.366009141329,121.546821122419,54.5432125660602,268.664506857608,-474.478423476389,83.8591105167955,259.099141746724,-597.885954194151,49.8324938827938,297.969747578503,-380.164266927566,56.5480325127914,274.542776033865,-389.872491744548
246.947968923214,110.433694305107,84.9860855835278,257.858351767803,-629.259693373359,52.7141098560312,247.690503042721,-390.041948081338,53.7509809707427,286.868355279291,-418.728051308459,54.8228563288215,263.391196917836,-478.665862997265
271.808273254949,148.80287704495,39.9842050693037,295.922735973368,-391.386137916747,83.8817770091908,286.473735961633,-637.396355667194,72.7525646997197,325.587513506139,-628.857153756797,74.7005172398237,302.103558782481,-574.396750752508
214.066763942894,129.975740047994,39.7152018451272,276.919873418327,-398.896583100596,68.5488104833142,267.327265876226,-564.961738523351,55.0135432996217,306.393724579583,-475.256758284279,50.3238516084576,282.863856930593,-470.773480370773
274.843224419954,108.019734399048,84.4588587333809,255.502487543511,-622.362986345674,84.6341533958513,245.622940075516,-605.999462128234,42.7621088712156,284.423278869955,-388.77918346911,62.2204037818011,261.11072067377,-397.83836447274
292.538374982159,119.090764353272,65.1018853919588,266.42767195277,-414.961138950683,73.3699313492716,256.657916388931,-498.890118973558,79.8487299437966,295.956173488471,-621.217347294789,73.4955134915679,272.374710149819,-493.49692420108
217.710508407077,125.49419803893,57.5201345732883,272.583841829121,-422.725253478921,66.743851250788,262.828840173763,-565.10671327642,43.1477836570509,301.805767031206,-451.82427587915,49.8038556744704,278.37649754321,-382.739793200995
202.95912015793,144.350558720819,59.1037939375667,291.460144648158,-507.756016858402,58.4972048033918,281.621216134312,-450.584957832023,33.7038195088891,320.600340249412,-344.608695565025,51.2767282084731,297.250657979961,-538.455435107132
198.543304838611,136.25695041813,49.6507592591588,283.257670417501,-419.236176444612,46.3024228768753,273.416254388844,-372.867961596844,63.4552445849469,312.7409470941,-545.484807674518,38.7280422731515,289.036959671345,-401.306085466089
211.937438080595,137.176087472594,55.6017838651561,284.25889105285,-514.905264031574,68.1169029230597,274.53294742036,-529.284031974047,36.5830345994569,313.450650268638,-430.592530761203,51.2119811688105,290.081380148971,-498.170433967551
256.080704215279,133.909751670125,53.9424544857006,281.074329909162,-429.384791956112,68.2368177751205,271.364593751079,-620.089892717755,61.972981231207,310.504462160951,-558.804933844569,71.3936826718144,287.106077735342,-585.118046047899
253.594454674228,111.544265831412,60.3185528692912,258.712519358888,-505.775933038652,59.8220531179303,248.874168090178,-413.012504497863,65.702454051649,288.120171120786,-564.041192661235,67.0665611969625,264.638424569494,-629.870040229519
281.310443057287,135.486155829159,75.5602851926049,282.940813313113,-615.420706144511,91.6577411771475,273.241778355485,-657.012598752484,68.010264980205,312.215531114897,-627.051553004849,45.5064724475539,288.510939215281,-390.579137480942
224.131404055778,136.756082241936,38.4367745095407,283.726902994302,-392.07704496645,53.6561794822895,274.02253640348,-381.600150096022,49.6761017466719,313.161328705657,-412.288610554874,81.9078151435068,290.001895906604,-649.055300604591
233.951988095788,108.323237310325,57.9418597615209,255.413181768587,-451.034630843537,74.6812257046069,245.726893778305,-567.975031183959,27.6344823110831,284.521758731093,-331.316482764003,73.0450148643474,261.42546365193,-594.261588003089
258.686665528215,120.543332833707,49.9904656076947,267.65205143189,-407.506399336553,73.5356047113305,258.02530585204,-602.291018105994,52.5214422983037,297.021270677253,-510.121762949725,82.0149283057936,273.839016069513,-646.061402127931
265.524455764471,123.46454270697,72.8151403899457,270.821637171245,-642.669217279222,81.9546628409509,261.052012711416,-620.828602960048,54.6671308746842,299.987024145702,-550.798651585507,55.4693947494687,276.5055239122,-446.188712398369
220.304156077554,150.387817006262,44.3382783527772,297.417539652221,-453.104415920974,43.8614632613273,287.602429425063,-403.151886172231,65.7873923706433,326.970683827668,-538.344716897215,65.9239798427333,303.472248679959,-558.66862107675
261.40666081229,122.559052084111,81.0911886290028,270.000247063686,-648.354253004596,58.036849673414,259.919862597571,-457.750605285235,62.5042123092851,299.147661276086,-484.970467096532,59.1559774692162,275.621226449385,-564.170396870085
261.630402898183,115.298081824581,77.6029019846554,262.681427909893,-563.71847042047,63.6835354290476,252.688675641062,-577.181283941814,54.9054090595506,291.793005517936,-417.93153894902,64.7665184813539,268.398387019645,-529.68770396274
211.709497615174,131.006699127749,46.0735290319751,277.995625874669,-405.805275361689,85.2341931857276,268.515690085194,-624.201612881284,35.082164338268,307.257425635001,-383.59732802533,44.8694763281186,283.848367680255,-448.04509930011
166.156455190771,145.781101005112,52.1083938704673,292.758054052087,-518.678296031894,63.5779634892302,283.023971066905,-522.515891203895,16.209907636957,321.864188325863,-286.606724512077,33.9587750640699,298.485529074565,-393.935773739811
258.654734057343,136.874184082107,60.3538121337265,284.110725277632,-555.722658371672,80.640641770332,274.457512839513,-572.323507502769,46.9811312244859,313.338833176129,-484.398775575388,70.159123236846,290.069533110589,-501.249486296381
239.406311331858,101.519864220372,42.8771690504548,248.476406873901,-368.961155334366,71.2815208934584,238.886826123047,-471.866329363779,64.2778994218503,278.017622549556,-632.115380947894,60.2352978010701,254.484722761471,-462.733347587947
226.610677770377,139.491665979542,62.6750883529141,286.679003458914,-500.642196299372,47.6536391375209,276.726584233835,-382.018453343045,61.2705402242834,316.019894999472,-624.999479815695,54.5632946772307,292.462808099884,-462.382252988421
288.689468326731,104.360767004725,52.8213645054531,251.532857422199,-428.856999540281,97.0791238522555,242.127885272334,-651.844546635652,60.6931718894438,280.955521752255,-542.964227816686,77.246749606884,257.638895462059,-493.331427476026
221.978701492163,128.652261495863,62.8574148437664,275.809765309123,-469.155764832926,73.6240707045989,266.064623677803,-535.417698299886,32.1431340134358,304.900900275381,-345.260746046195,52.8693363746313,281.576636160332,-511.131707422445
263.152737249115,112.694358107933,58.7666255703166,259.874680079328,-402.166787310891,54.7631885796679,250.012221566388,-447.340461430105,65.0450273238998,289.290236122637,-503.394590602547,83.876498036098,266.005175972411,-634.906425838132
213.676695472249,136.900633019573,61.7739816223008,284.045379601983,-634.652987763959,54.6125655703669,274.151256217474,-452.511411742353,57.0240517881154,313.351870707325,-538.120352631889,39.8335117312781,289.721489922708,-413.167143583474
198.435135981243,150.754315643658,80.6841682905865,298.099609364005,-629.931868795567,68.2190444864742,288.107011902959,-590.765088111517,28.5327155193803,326.974052991285,-382.337292744441,20.6546684802409,303.459012339515,-299.08285907806
185.290692760883,143.640531743924,37.0098175258956,290.53265838776,-390.530707729801,41.8440983906918,280.758368007344,-391.66453688825,49.6216286594113,319.977254249726,-399.899638312822,56.4637041486466,296.549098510204,-564.00753554919
219.916196580196,126.708828430532,56.8274313593455,273.79947605328,-435.672708184725,56.1493048722102,263.964863963281,-403.360324866032,48.7738512235217,303.075185002862,-469.388956243737,57.6703007661638,279.667275997861,-450.604154694025
263.261379875276,110.902423802425,61.1870962690942,258.101944838047,-475.087114434258,61.8742854680902,248.27169086762,-503.690639373153,63.3085840095496,287.475140380038,-535.271687040345,76.1754177093322,264.118116185063,-582.687405345027
208.054410231029,143.933814843012,33.8721159454287,290.852321497728,-366.149044158116,73.4575394091978,281.342630379677,-609.599074151243,45.7401996202826,320.284006651405,-398.875812520415,54.5947145156051,296.872536553109,-394.787164222218
277.143456649893,105.023819671988,67.4950111629453,252.308546898745,-480.333923604288,74.9962907715294,242.52990109724,-568.859140654268,52.8208756798706,281.511863249484,-469.354453027697,81.0227392496147,258.316640787233,-581.82380692987
282.564305908707,111.205799502051,83.7141098989339,258.708121399276,-608.368853409552,84.6634877181703,248.837994653159,-626.194222396842,65.342058576823,287.852162117215,-507.487239221907,48.0823569687386,264.19999140139,-423.281770276995
282.139391728125,121.651093004678,73.5996253450971,269.056927497841,-532.714560585875,66.3244764264965,259.132308207274,-511.731850897539,70.3446632264986,298.378742502282,-622.621067899751,71.1953966972281,274.887221681646,-521.247747355464
205.037704786526,143.009091560311,55.3412620389531,290.085543160739,-517.525291041571,41.6316218013456,280.164502561409,-365.565471685879,54.6694063753645,319.431072109582,-548.560947955803,53.0040644878354,295.925862659116,-459.873577836682
278.192800318466,112.348297273654,67.3736872602347,259.653578586979,-605.754916574985,59.9175762730611,249.744431910312,-395.93991260234,75.2725918941209,289.100535654303,-654.294891372034,74.8836017965459,265.592185876936,-637.003786247841
203.506982599894,148.997948532518,30.7630910038088,295.896655544712,-364.427319720521,66.1418832464287,286.340255670076,-615.904536807598,61.7157142690208,325.498389736011,-586.184998929369,44.5205050475859,301.853260250337,-420.893591405064
251.808464756201,140.161062883956,38.4595653942417,287.203894612706,-362.615514570232,81.3050034860642,277.739889684055,-595.462799844612,62.4585371226811,316.762936626282,-510.055923874047,69.093119945086,293.334218037187,-565.339751700032
263.074716409906,108.372265551154,91.8843328822256,255.921498660908,-653.990083411791,73.5170366898673,245.836412999708,-494.177416997506,49.7803159019817,284.805235473899,-415.881342209429,47.1596154180729,261.300384003905,-375.289478648938
236.684537430949,124.634225686218,60.7047666001039,271.795743750221,-582.040674166304,45.877785705485,261.851853352182,-399.995266995578,75.6198569193477,301.316360242755,-575.936281462866,53.931134451239,277.592996248187,-482.190113431079
264.805547769392,102.843658957499,60.1773178136949,250.015887218115,-395.935642723979,53.533193119851,240.131386230607,-380.583015314682,79.0782037777758,279.581547654316,-589.744558610671,71.2141758412971,255.98667040754,-615.004580222428
257.892491968744,131.785220849632,60.3599674298309,279.009969709881,-429.286446161884,63.3498874221107,269.198747372777,-540.936686427728,78.3993470695218,308.569307281468,-645.117094209355,55.2297233127183,284.82226904387,-470.360978950196
195.911220248411,144.260564959542,43.5520653182585,291.221832356995,-378.118922146257,56.8901328213243,281.504119139041,-403.247736620672,62.564987151422,320.745486511201,-654.229205404358,32.534734700311,297.010343537277,-347.92152445831
222.742936975814,122.70657653844,53.5051735070178,269.764746725344,-441.376565103725,83.2759437764944,260.202613097001,-589.849265395657,39.9941788517343,298.998376394915,-430.522482908048,45.4472004781317,275.559200267111,-409.826246096058
253.989988290505,116.196297968744,57.5887569254168,263.350834667998,-517.688971273027,82.1041202125903,253.739892686204,-544.781657027183,73.9288351955035,292.879646459784,-622.376087592473,39.7212423572276,269.065826448386,-362.020433322473
239.313544889189,125.016157847883,47.1066721451222,272.063452963236,-413.957695526386,55.5289324486484,262.308600470889,-437.110852859817,61.4963604788466,301.545473091334,-511.595856446377,74.6295822866953,278.188619491967,-603.031446637221
278.325971181927,125.780780838454,82.3420504529454,273.288484919999,-655.785206454535,82.8100694509073,263.415461327967,-629.535295316988,57.6057463306449,302.370867927688,-472.626197544476,54.9365488206704,278.85575676188,-528.155512331703
231.824589916792,108.202287317158,56.0268831264136,255.269156924366,-474.969695548397,56.8741113030638,245.448536957074,-468.664188976302,56.8774525766502,284.625064144846,-395.35132504005,61.3944235069588,261.178869543681,-529.302477734793
301.283741929019,118.865990311973,75.8380468801847,266.344292337226,-587.545707053559,73.7967076292555,256.461266366912,-518.17216364124,70.2957098437732,295.639600925206,-533.158006359711,80.6093755935694,272.255617304096,-609.069760239415
280.791757888764,128.9128751084,83.6643990918343,276.450142968424,-654.895187284494,80.9927669196641,266.542228979614,-624.945928808895,67.438324394516,305.620431199215,-623.494166498689,48.0790903075735,281.943182266149,-406.020278056695
273.984344938892,104.537000722657,64.3189086713123,251.779033801529,-583.001165282586,77.5928387408617,242.058238156584,-493.699612239674,65.9691620063428,281.148825357399,-520.443136565002,65.2970259780824,257.646829113087,-535.826765081445
206.098550815814,150.676816971672,28.7872313313991,297.572435038449,-356.165841385288,68.7510602542547,288.05002897686,-598.403212085003,52.2928035832877,327.092930055601,-507.554019274097,55.904307006402,303.634827375623,-516.589835395435
210.243040569041,141.119332427375,51.8472634349562,288.172400436303,-382.810600241965,51.7405577361069,278.349246156885,-469.43061419828,53.5525941317109,317.538138695345,-493.074455803828,52.6947746117416,294.041033711908,-513.187904436511
263.567733180126,127.220115727676,74.3448325837576,274.597494517636,-624.492159641863,78.1272061799723,264.772410373323,-601.917128810882,57.4936404545211,303.773634706991,-619.035027368676,53.0130086635263,280.242644154736,-412.267312678427
247.322785916201,141.655180396231,44.7886290613937,288.736255906593,-367.155780704789,73.2085020932764,279.147434506733,-608.916549297188,72.3946697729171,318.360057726499,-627.972080404763,56.4528595995432,294.696093068481,-415.395577442685
304.410288061743,103.272090253247,68.2580970778041,250.635682961453,-547.832124524622,71.2815621251059,240.814619435867,-433.707301183222,81.5479758058565,280.150711557671,-613.182486782052,82.4075974838385,256.652225332315,-656.013050728618
228.403790722074,106.637825612676,58.2979639382863,253.713872874966,-433.478084655034,61.2315435709971,243.906504344939,-483.797227053406,59.9449964791026,283.079162911682,-407.700877411277,48.2744120370919,259.486133602977,-385.046822213962
212.43032722451,150.233042725025,57.8881484848661,297.361320975642,-589.649042169322,47.2138236943524,287.451855999888,-386.401097704152,26.1795571712603,326.467887908302,-372.52832831492,80.775126584254,303.463860767241,-630.659010270403
262.539555484076,134.561701773025,49.4604799431714,281.705160641695,-450.346940471924,65.7842412334601,272.01287591335,-591.397153008705,70.4509863805556,311.267638073069,-571.765016879192,76.2975844818137,287.830102000187,-643.551959858677
243.37628246873,122.033700126084,60.4218587038654,269.202704388916,-535.730639675245,58.1892074992864,259.349881782529,-445.337934273185,58.1132283498415,298.531250776516,-535.42501151193,66.0727988564241,275.1177437503,-559.306913429097
228.842925556484,116.798826357073,53.1547981866535,263.854271749005,-433.779615820712,59.4013073893385,254.078690505428,-513.807208426128,59.8359480315771,293.266916149711,-597.236301071488,55.8717010042868,269.738660349408,-416.787281723755
273.084751247776,131.32539304761,70.5729495110991,278.69389655483,-572.187734641455,86.6527369265723,268.99714858722,-654.071440756528,61.6098719344647,307.954584367984,-594.168797862403,53.6655559846762,284.386917448351,-460.930882689536
167.930952937571,145.328421372215,55.7384050793255,292.340155302868,-488.42893202235,58.2418287084646,282.530668783932,-436.446701541467,9.28185663540111,321.390433269567,-281.203691175954,44.3633113808602,298.106901059291,-403.227512406649
244.62184186016,140.853546431834,81.1267181663034,288.290227001607,-628.614296169548,75.0679983415461,278.355230487694,-565.739384785661,23.687226963328,317.131251311766,-315.28337818179,64.2713912087999,293.960886381095,-473.599694891543
237.431538523093,132.003799417231,59.2465209427243,279.168282903831,-594.093596106313,70.2482169953302,269.427448901278,-470.202542464118,51.7968089808586,308.449005025915,-417.693311128585,55.636152369046,284.99495948503,-537.927874531999
202.436784367203,132.904761431909,54.2772690136041,279.947165089304,-434.650953135175,48.2003073455479,270.078429205878,-387.415178517695,53.2638272999971,309.287674344389,-407.51619961797,46.2676586356795,285.741406258296,-409.470443446867
233.033276386256,135.86314660574,61.7150085147394,283.048889650104,-567.788870662457,55.5245084217382,273.162219977381,-428.019894714229,75.6372645471871,312.561315289162,-620.722953169864,39.6768744913259,288.724460953671,-415.187060464056
261.076780165596,107.481959445242,63.226993768147,254.687350215273,-480.460052821269,56.721608512085,244.796301416741,-471.270985421817,67.630803331891,284.087063895506,-550.742605601047,72.7547774027646,260.644930455603,-640.695773605424
237.512907483856,134.828973898883,66.6264718842388,282.073194628552,-497.379703176742,65.937535979863,272.220394317387,-519.895268454005,64.0499886509533,311.402444854077,-588.483563191495,40.4077989844358,287.70388711331,-419.837552986816
244.341591606087,126.701589386508,56.591872296659,273.846692899787,-515.631842311995,55.4581994784468,264.009043144614,-462.942174633696,53.4879571173252,303.167385728386,-486.311081851981,78.2520090901886,279.931015846349,-608.628893541193
246.923967831263,119.01734493217,45.8034914545118,266.059210966523,-382.982353432091,68.8725976443809,256.424412613321,-523.659674616042,49.82675340186,295.437922300958,-409.326062428055,81.8145035256589,272.277907139871,-626.277976786968
265.118910009085,102.218837489799,61.7013082939556,249.405033530379,-430.078100411067,55.264163938634,239.518479322858,-411.07104766954,69.5679782121642,278.84117001156,-638.414285447873,77.7771865341745,255.434212822209,-565.791795265321
299.416251583692,125.062807955154,83.9223508137761,272.646735448383,-647.698504065793,79.6881954494979,262.722835903064,-632.982945100288,60.955754198785,301.743440065497,-585.828251737941,74.1637225968948,278.386985590532,-642.527888236755
268.553530271221,142.135792291384,54.8235017723035,289.355630101929,-475.492938172956,86.1906324024199,279.810821937216,-620.947890784359,70.252594741858,318.870158200428,-610.973596501334,56.7720196113931,295.234034628886,-430.544119595407
248.658055432016,113.842549759504,74.7950331321266,261.157405166121,-491.470742332634,67.4095172596741,251.229054474641,-460.337597742222,53.2144658856528,290.285315532657,-455.692730466892,52.5898394358799,266.793345049035,-383.115899447122
309.920855825446,108.97667291457,82.7297312421876,256.538069941814,-540.218403331535,75.5783041027119,246.590053527632,-654.921253453675,71.9378765673559,285.76878216718,-567.041688061225,78.8121836694232,262.345596503951,-574.335730238622
291.556127684906,121.710705348209,69.2300145780475,269.094292869596,-452.041489348599,80.5797944340834,259.350354271879,-549.844339231363,58.5691822732021,298.337082377759,-472.749805564454,82.4830561632328,275.101910753464,-595.021209548961
236.855971495632,113.921848900238,73.708033086106,261.196187766412,-545.194301789677,66.0447590651785,251.268394986377,-597.487085634829,60.9424595599528,290.41265890024,-563.907566794822,35.5416454056202,266.716339205179,-351.669328324376
235.140613156527,142.328154033564,53.6881203785542,289.455473171788,-386.815701135786,60.5229102616536,279.682682062064,-571.114844653558,66.2795680185537,318.935345307171,-652.75817217318,54.1984297385654,295.321051725585,-479.833735388278
245.951708369705,139.424290232649,62.1010921186125,286.651292347444,-521.488183407001,70.627038503137,276.885625709803,-579.481715914078,77.2927172061373,316.180741256872,-636.628111943951,35.4442271643259,292.294866836683,-363.579193215749
213.135524066617,124.98423324166,78.5521859874195,272.286327135477,-546.748252886649,47.5298571985362,262.160240972213,-415.675762908064,50.2587654951224,301.344950296781,-441.199585227995,36.3050430516095,277.755661292684,-379.81139825686
228.782641283259,113.097595437026,75.6219855237555,260.372996892682,-495.601711806921,53.0848073509942,250.320655426002,-434.437098612157,52.950169949792,289.488836655416,-449.586216652468,46.5215767175176,265.949582044949,-376.679413506448
219.147541681747,141.740789889158,70.0001170665135,288.991893625876,-570.563713611905,63.5104749566834,279.082240195808,-609.41649376897,42.7292496624948,318.086344840977,-374.020557138078,42.4885265994739,294.601760716138,-430.654557979526
222.144284152133,147.286408193447,62.2912888191539,294.473720795609,-571.86084976379,39.1718924287456,284.471663622649,-397.069840079514,57.6810988123511,323.782950739921,-476.231386987408,62.5930073662768,300.336350122293,-474.578968307906
197.266211468436,149.249374645321,31.4365428974538,296.139603870342,-356.046810739449,66.0129915989593,286.57809228411,-603.777761318753,61.0597389093876,325.730541844309,-598.319201827472,38.4033281652095,302.048243701445,-408.080462601127
261.039992950195,133.322052277343,55.9673235866489,280.516334793442,-455.995713856459,57.659767018971,270.700861764736,-504.061112703408,75.7819945268955,310.084966508078,-618.073508051147,71.0792322706733,286.526341467387,-606.05811538386
245.878247050956,134.656594922748,62.6551325844872,281.879889738525,-587.080749709669,62.3900578747475,272.03796735525,-524.438047390755,42.4595014090396,311.047887207253,-454.035487872928,77.8666906987172,287.901637816248,-629.300402214714
282.996436230427,118.501390484133,81.4796869591326,265.994949852642,-584.787535607685,64.7529779235618,255.964552760615,-516.068412930835,69.6856327491344,295.216183173402,-581.18923101388,66.3758989630545,271.681901898054,-435.34824742668
224.372051916112,142.310794567064,44.3935023230943,289.336073647006,-446.103452750824,48.5760038752713,279.551863652702,-409.259754380436,60.1894122872325,318.828292828533,-587.20910365617,70.7814079775007,295.440957757713,-653.291598747533
299.876650887995,107.617579030577,72.341004196826,255.024488201827,-621.452314893777,79.8604704539506,245.240128654326,-525.711643039789,75.593628556649,284.420801076207,-578.240259831989,71.2318780234891,260.868844164071,-609.386741063547
312.948314614356,110.374032919486,73.8636763374511,257.842964877603,-609.303987173944,89.4195100647528,248.140326475617,-621.623250291724,67.950172430831,287.132937262354,-523.917950427108,80.8608828736574,263.779586429827,-621.676567538648
217.515866822491,126.472450763412,53.7252280635498,273.529083592778,-392.408492521877,79.3823973177254,263.925668941028,-527.532402530643,37.8103880109236,302.745104264754,-396.142883113913,46.1108402130386,279.3268368446,-368.306864651401
248.799660918594,116.045170159934,66.468177166311,263.274571220784,-487.851870037089,82.4915759993867,253.57952189316,-653.572832508929,47.171101471372,292.439792253581,-400.883016452664,52.0387195494523,268.996974867705,-427.920774177127
262.238915150625,121.200376725357,70.6358067943332,268.519893240853,-554.330211309931,59.2676936617941,258.570011151512,-492.014388167612,70.0193318981774,297.870834960307,-582.649588258827,61.6844955298035,274.285710748899,-481.137206019589
299.7219709937,104.498862302405,78.1105143578831,251.963189959628,-514.12318170532,80.9126504357823,242.123265472274,-613.38277857662,67.3105882733791,281.196031712104,-498.295981827446,72.5059640352861,257.755066903959,-546.360432250535
270.856554526532,111.182489962833,74.2324782382471,258.540608655396,-630.668668991819,54.9590741051755,248.518086361386,-397.182088085372,57.4340917416183,287.715206669596,-468.85070998774,83.497372233815,264.504816358824,-646.171326566159
244.777068924023,127.669931317435,51.7657706400429,274.77490451463,-496.64222957999,90.5262437525701,265.304339579804,-637.994815203387,23.4330374170528,303.919173503768,-325.788692313017,78.5135062587928,280.905511658649,-553.982619132765
155.66824308748,147.453599618219,40.6379410052433,294.323807744847,-361.295322460029,63.2489332572757,284.678288590676,-453.20776653732,18.2176617464099,323.53383608567,-289.563211894081,33.2856263315333,300.138571293155,-358.858758968951
238.962013108584,140.728460812739,58.2898793109678,287.904131532688,-510.046204822166,64.7946157006284,278.124382123331,-442.367276547867,53.3378121143893,317.209410220115,-404.341934779162,62.0757624597678,293.800358455136,-531.037390699313
229.104872879257,144.452790012737,64.3517215403477,291.671718561092,-561.218619461376,49.5139230674223,281.714769504329,-408.893796230836,71.7790107676907,321.112641915052,-628.738945381314,43.0279044597314,297.34512669677,-454.678559152576
283.858640106908,137.500236479396,59.8159106650634,284.79891175347,-610.603948894811,89.1618532043002,275.239318514013,-652.936049286548,76.6715970543075,314.342801865135,-649.337567633205,57.6382999825979,290.638462370131,-533.684910326163
233.946223541026,139.648146868714,62.280347929266,286.848750207711,-602.169893995028,38.7357775578582,276.844684336841,-371.425401975518,55.3412883211564,316.134194734557,-588.051970766678,77.1267304811414,292.865862306601,-580.930998178227
258.132184757865,115.996260689434,66.8510801178237,263.252758469187,-546.987663001734,90.4679535444467,253.637673069734,-610.890956973014,64.587358928592,292.582880957263,-631.698665586875,35.5695034064847,268.847900422833,-351.666342508653
