x1,x2,y1,data_set_number,data_set
0.9958883,0.4644935,1.05785883979166e-11,35,LHS_Vald_9
0.76763,0.64797,9.20427903671471e-07,359,Rand_Training_4
0.7915677,0.5465563,4.49047539391309e-11,5,Rand_Vald_8
0.7625293,0.3966649,6.71989720077452e-20,54,LHS_Vald_9
0.50631939,0.86919576,3.38325619635339e-13,1815,Testing
0.4745,0.39707,2.07781927936479e-15,443,Rand_Training_7
0.32315,0.36042,3.39568075166622e-16,209,LHS_Training_5
0.45262,0.30501,2.05158519772243e-21,247,LHS_Training_9
0.49363,0.66529,7.58252150927766e-14,70,LHS_Training_8
0.31685,0.26241,6.96141443171472e-19,985,LHS_Training_9
0.077716,0.68229,3.9340146418299e-49,316,LHS_Training_4
0.66978,0.36896,1.66942644103546e-21,688,Rand_Training_6
0.4830022,0.05612736,1.14828722353249e-45,66,Rand_Vald_9
0.838273575,0.7245103313,0.000859277837453179,400040,selectiveSobolSampling_Vald_XX
0.22854,0.83183,2.57654340277418e-34,747,Rand_Training_7
0.09498459,0.7059935,1.6987025720131e-47,134,Rand_Vald_7
0.64433,0.31776,5.27051538259877e-25,248,Rand_Training_5
0.16275,0.6131,4.17723460884904e-39,618,Rand_Training_9
0.47649,0.65991,8.52760050980067e-15,103,Rand_Training_1
0.78022,0.57981,1.4915094703425e-09,477,LHS_Training_7
0.99826,0.055227,3.82937489639502e-45,7,Rand_Training_6
0.79009,0.56761,4.53090987442354e-10,155,Rand_Training_9
0.69667,0.20813,1.55639093827538e-34,729,LHS_Training_8
0.65061,0.99357,0.000872288490469669,23,Rand_Training_0
0.92513627,0.72949239,0.0284875403415537,985,Testing
0.70874522,0.53586618,1.21995262288273e-11,1107,Testing
0.7044869,0.618549,8.2639594952198e-08,67,LHS_Vald_8
0.39576,0.99071,4.03706810000881e-18,427,Rand_Training_5
0.41386,0.70144,2.81733644897091e-19,464,LHS_Training_4
0.22771604,0.40414117,2.83091357202344e-26,1052,Testing
0.45540146,0.2190749,1.00626750120081e-28,1306,Testing
0.24341,0.054366,7.78314069418858e-35,136,LHS_Training_4
0.32769,0.17822,5.76135357637617e-27,40,LHS_Training_1
0.78782,0.45334,3.38455846915795e-16,282,Rand_Training_4
0.54993,0.69461,4.55442615578582e-11,273,LHS_Training_6
0.86101944,0.24464176,1.6762598633568e-30,1661,Testing
0.22877,0.63951,2.7489217573722e-33,453,Rand_Training_7
0.3340563877,0.08095310899,5.30335224306658e-37,400137,selectiveSobolSampling_Vald_XX
0.93452,0.79057,0.572020883117687,856,Rand_Training_9
0.81395,0.98954,0.980490674561894,264,regularSobol_Training_2
0.92537,0.49807,1.02669444556952e-11,83268,selectiveSobolSampling_Train_XX
0.31366,0.59693,3.40126723205439e-25,111,LHS_Training_5
0.46063,0.89019,1.07771028308528e-15,103,Rand_Training_9
0.19201,0.73491,8.79480486911971e-38,429,Rand_Training_7
0.19589884,0.09834182,4.17077527978663e-27,1164,Testing
0.43952,0.81426,9.22287253348011e-18,547,Rand_Training_6
0.80347,0.43686,4.20182913971596e-17,9,LHS_Training_4
0.98728,0.71837,0.351560967545045,24076,selectiveSobolSampling_Train_XX
0.53568,0.32237,1.29111146572961e-22,965,Rand_Training_9
0.5625,0.94322,5.68227217881965e-09,443,Rand_Training_8
0.84726,0.48982,1.52395988393763e-13,313,LHS_Training_5
0.173356,0.574329,3.33558484288721e-37,17,LHS_Vald_3
0.37697907,0.63906263,4.03466085262674e-21,1490,Testing
0.90212,0.022673,2.68507443186806e-51,19732,selectiveSobolSampling_Train_XX
0.18521,0.44339,7.11232331657779e-32,663,Rand_Training_8
0.011435,0.091898,4.51019839411464e-29,297,LHS_Training_3
0.22024,0.68524,1.05531848384968e-34,59,LHS_Training_0
0.7964,0.61698,7.25273528544406e-08,241,LHS_Training_5
0.81053,0.99604,0.98476001864797,507,Rand_Training_6
0.2467864,0.280986,2.76410956515083e-18,13,Rand_Vald_6
0.091855,0.79015,3.33947554202777e-48,89,LHS_Training_3
0.6956690908,0.8040832379,4.28281092113755e-05,400146,selectiveSobolSampling_Vald_XX
0.23856,0.77738,1.4883709275947e-33,126,Rand_Training_9
0.4998857,0.5739624,7.14742104091419e-12,33,LHS_Vald_8
0.7191393769,0.8867652223,0.00151614895368488,400194,selectiveSobolSampling_Vald_XX
0.12754023,0.82497455,2.69950350510543e-44,1380,Testing
0.25681659,0.89604919,3.97560154901347e-31,1502,Testing
0.83607,0.874,0.371197643163967,84904,selectiveSobolSampling_Train_XX
0.57663,0.31681,5.53918597884762e-24,268,LHS_Training_7
0.52198121,0.94842289,4.99785085896583e-11,1015,Testing
0.71,0.901,0.00128574601419974,540,LHS_Training_6
0.36736,0.31148,2.1604772852034e-17,338,Rand_Training_3
0.6619,0.16996,8.79590584496409e-38,306,LHS_Training_5
0.5083,0.4316,3.40485757290186e-14,739,LHS_Training_9
0.38108,0.20821,9.6514017138079e-27,376,Rand_Training_6
0.2487064,0.818466,1.48954329136393e-32,12,Rand_Vald_7
0.86701,0.0099092,2.1610933208169e-53,219,LHS_Training_6
0.064310438,0.6594978,2.57724223094135e-50,712,Testing
0.95894349,0.40056538,9.81009485101235e-17,225,Testing
0.15844567,0.80421145,3.40638156448222e-41,1012,Testing
0.13302,0.8415,1.25457394531919e-43,288,LHS_Training_3
0.97731,0.57135,1.00750114091776e-06,321,Rand_Training_4
0.98442,0.69806,0.100774367848153,625,LHS_Training_8
0.21825,0.71326,3.73128409658998e-35,182,LHS_Training_9
0.78816,0.90911,0.19423964884392,90080,selectiveSobolSampling_Train_XX
0.978817,0.576371,1.87981104345477e-06,24,LHS_Vald_2
0.60277,0.39919,1.55358619262451e-18,704,LHS_Training_8
0.37388,0.23182,2.584258262043e-24,134,Rand_Training_9
0.88132,0.33616,5.98773264024591e-23,96,Rand_Training_2
0.73761,0.51536,8.60605472147083e-13,462,LHS_Training_7
0.44018,0.44009,2.32980386133838e-11,543,LHS_Training_9
0.63978,0.35755,5.4212771545756e-22,570,Rand_Training_9
0.53513,0.075026,4.22271632138617e-45,519,Rand_Training_9
0.53821,0.35608,3.62824088030559e-20,118,regularSobol_Vald_0
0.25867398,0.30427337,1.41318063718474e-18,158,Testing
0.51598,0.21281,3.505926801081e-31,880,Rand_Training_9
0.28084,0.22945,9.30853503959731e-20,212,Rand_Training_7
0.95075,0.55829,4.77659089010581e-08,139,LHS_Training_5
0.99839,0.074176,3.72362520426005e-43,148,LHS_Training_1
0.17015,0.0017327,5.99928577110374e-36,390,LHS_Training_9
0.19832,0.50773,6.31485859434162e-33,526,Rand_Training_8
0.53279,0.47695,4.1842368828686e-12,242,Rand_Training_3
0.074751,0.87528,1.2705182603088e-49,503,LHS_Training_6
0.251555,0.244762,1.08389300190415e-16,23,Rand_Vald_3
0.82478,0.98424,0.983113018134962,88520,selectiveSobolSampling_Train_XX
0.1075609088,0.6622942586,1.24813153618597e-45,400147,selectiveSobolSampling_Vald_XX
0.80246,0.86509,0.0983364134375223,187,LHS_Training_7
0.14495,0.79132,1.37773103805902e-42,30,Rand_Training_7
0.25913756,0.69679821,2.57152522715604e-31,670,Testing
0.80344927,0.61209877,5.04844003542069e-08,1493,Testing
0.12882,0.93347,5.89035744125723e-43,126,LHS_Training_8
0.43587,0.34289,6.88397610996981e-18,109,Rand_Training_5
0.13951,0.37735,1.64072113885723e-33,323,Rand_Training_4
0.10503,0.63561,1.77728955353805e-45,174,Rand_Training_9
0.55256,0.0042897,2.97507438578645e-53,15,Rand_Training_5
0.22246,0.66962,2.6119844149304e-34,474,LHS_Training_4
0.60339,0.6528,4.80941883579195e-08,413,Rand_Training_7
0.15795,0.62295,8.95954029905687e-40,549,LHS_Training_9
0.8413925,0.4554347,1.33688088321594e-15,53,Rand_Vald_8
0.53268,0.043576,2.05714333309409e-48,870,LHS_Training_8
0.25071,0.72991,2.56811041297311e-32,158,LHS_Training_5
0.8436956,0.6275402,5.02703450891717e-07,88,Rand_Vald_9
0.772513,0.852356,0.0164227131174587,3,LHS_Vald_3
0.34539,0.94541,6.49434321997222e-23,32,Rand_Training_3
0.3839408,0.7181887,1.65723896092711e-21,87,LHS_Vald_8
0.44441,0.43833,1.24863143844133e-11,533,regularSobol_Training_4
0.8492693,0.3716155,6.49954286433181e-21,188,Rand_Vald_9
0.3683103,0.7316893,9.89338307330419e-23,176,Rand_Vald_9
0.058793,0.23138,6.94218967973173e-34,187,regularSobol_Training_1
0.6220595,0.4950537,6.06542726664652e-13,106,Rand_Vald_9
0.51906,0.42669,8.08826094179288e-15,100,Rand_Training_8
0.34442,0.77121,1.1773353983113e-24,889,regularSobol_Training_7
0.16615,0.67673,8.59869239599504e-40,970,Rand_Training_9
0.010894,0.65517,2.08012796374166e-56,234,LHS_Training_7
0.74601,0.48026,9.85537944753025e-15,203,LHS_Training_2
0.28805,0.71475,5.53155194287919e-29,82,Rand_Training_3
0.43732,0.31686,6.35185673464447e-20,786,LHS_Training_9
0.14045,0.72923,7.02382848845449e-43,130,LHS_Training_4
0.794415,0.150171,9.24080532746232e-40,22,LHS_Vald_3
0.23166,0.25166,7.28964285613742e-18,242,Rand_Training_7
0.91811,0.97859,0.998306107341051,868,regularSobol_Training_7
0.73256,0.86388,0.00192361955217838,80002,selectiveSobolSampling_Train_XX
0.26413,0.36088,4.64262959547965e-21,48,LHS_Training_7
0.54644,0.32464,1.03908542027461e-22,56,LHS_Training_1
0.71202,0.26996,2.62202068694273e-29,275,LHS_Training_9
0.14534,0.45174,3.98024020378755e-36,401,Rand_Training_7
0.32487,0.97342,6.05069103545901e-24,276,LHS_Training_4
0.66458965,0.98220487,0.00155564950720528,1099,Testing
0.94305,0.75545,0.25798331215724,52348,selectiveSobolSampling_Train_XX
0.3889,0.82536,3.45294596479562e-21,40,LHS_Training_4
0.13877,0.66424,2.1570271875664e-42,82,LHS_Training_5
0.83727,0.59916,2.86150939349082e-08,289,Rand_Training_5
0.0026696,0.77218,2.06460122165525e-58,780,Rand_Training_7
0.78255547,0.2270794,7.80102481051532e-33,693,Testing
0.35798,0.014763,2.1609340381883e-45,645,Rand_Training_8
0.26515,0.95135,1.85521713817212e-29,837,Rand_Training_8
0.30605,0.93412,2.71441479981041e-26,323,Rand_Training_3
0.81384,0.75406,0.00315980215616403,26,LHS_Training_8
0.77374,0.82664,0.0102860620540983,16,Rand_Training_5
0.61229,0.19697,1.11436851560701e-34,89,LHS_Training_0
0.20311,0.48124,1.37813924388071e-31,378,Rand_Training_9
0.17894,0.29517,2.48002896784454e-25,51,LHS_Training_9
0.79945195,0.83937412,0.047620127549068,341,Testing
0.09558543139,0.3406539867,2.93255917787864e-36,400083,selectiveSobolSampling_Vald_XX
0.50044,0.32762,3.08844951233608e-21,112,Rand_Training_6
0.66724,0.95172,0.000375039438442668,108,LHS_Training_5
0.24777,0.58093,2.0486870106447e-30,183,Rand_Training_1
0.9086369,0.04754565,1.86532669062579e-48,69,LHS_Vald_5
0.18661,0.2059,4.64218870593827e-19,267,LHS_Training_5
0.86466,0.89391,0.751264352012168,85112,selectiveSobolSampling_Train_XX
0.30373,0.0095673,2.81784492119579e-43,85,LHS_Training_8
0.74162,0.99661,0.584622099044296,465,Rand_Training_7
0.82926,0.78901,0.0262037249562872,194,LHS_Training_2
0.13699,0.80883,2.25496698674697e-43,108,LHS_Training_9
0.257939,0.8074896,8.94767562177126e-32,35,Rand_Vald_7
0.59629,0.76813,3.94862630633126e-09,240,LHS_Training_9
0.30829654,0.74983634,1.72303408543045e-27,1518,Testing
0.57525,0.916633,7.7695552812287e-09,42,LHS_Vald_3
0.0083382,0.028489,4.83093073044344e-24,422,LHS_Training_4
0.016044,0.70639,1.93001600235587e-56,236,Rand_Training_6
0.020865,0.26224,3.95339530967377e-40,226,Rand_Training_5
0.20777,0.4211,7.81349927768968e-29,674,Rand_Training_9
0.92286,0.18728,2.57481889488184e-34,98372,selectiveSobolSampling_Train_XX
0.6608639,0.3294358,2.67497984015727e-24,173,Rand_Vald_9
0.71264,0.11713,3.43360551302595e-43,583,Rand_Training_9
0.3857,0.47582,2.39899794887308e-16,544,LHS_Training_5
0.11776,0.56805,1.09498852104534e-42,115,regularSobol_Vald_0
0.93248,0.81737,0.791889718861505,4,regularSobol_Training_0
0.81676,0.86437,0.169278797728466,81544,selectiveSobolSampling_Train_XX
0.37811,0.39333,1.31078421455003e-13,652,LHS_Training_7
0.88840539,0.74931784,0.0189437633658477,233,Testing
0.74875,0.7096,0.00011056436980036,209,Rand_Training_2
0.1732758,0.9716245,1.18449777018155e-37,133,LHS_Vald_6
0.68429,0.72076,1.815958748065e-05,405,LHS_Training_4
0.56943,0.72344,2.73358691813742e-10,174,LHS_Training_8
0.85006,0.18023,2.46038003539543e-36,548,LHS_Training_6
0.99069,0.70259,0.190635842164643,70540,selectiveSobolSampling_Train_XX
0.47623624,0.74747426,1.66146899856028e-15,490,Testing
0.10668,0.65994,1.08730112673747e-45,649,LHS_Training_8
0.62245,0.13909,2.78909961837877e-40,544,Rand_Training_9
0.35742,0.71773,1.83172288356923e-23,229,Rand_Training_4
0.39474,0.76212,6.53914363552396e-21,757,LHS_Training_7
0.99485,0.70223,0.234478093456875,178,Rand_Training_3
0.558,0.91383,9.47010138594097e-10,635,LHS_Training_7
0.85917,0.049298,3.24305414749167e-49,263,Rand_Training_2
0.60986,0.041265,3.33687100159188e-50,471,Rand_Training_6
0.41174,0.43785,3.91094465641264e-13,849,LHS_Training_8
0.9541,0.78999,0.790473405621577,694,Rand_Training_7
0.036329,0.9079,1.32469590222221e-53,295,LHS_Training_9
0.02273081,0.8707537,1.22020259182751e-55,62,LHS_Vald_9
0.9691,0.89946,0.99660201894357,34028,selectiveSobolSampling_Train_XX
0.6059,0.30995,4.67494996893423e-25,94590,selectiveSobolSampling_Train_XX
0.66628,0.68494,7.47756988357943e-06,768,Rand_Training_9
0.43075,0.117408,1.79300407907085e-37,5,Rand_Vald_2
0.64925726,0.78870824,7.62354764431651e-07,1595,Testing
0.241872,0.533406,1.05373746199121e-29,87,Rand_Vald_4
0.57463,0.98854,2.5584462853953e-07,37,Rand_Training_5
0.0315893,0.63263,1.33159790731971e-53,60,Rand_Vald_2
0.12113,0.43637,5.36433521688787e-38,363,LHS_Training_5
0.65097,0.10885,1.25649529459531e-43,562,Rand_Training_6
0.49852,0.98283,1.36291647809153e-11,244,LHS_Training_3
0.62518763,0.6541202,4.02915564275088e-07,539,Testing
0.52211,0.86084,2.13757673629705e-12,6,LHS_Training_7
0.47334,0.45537,1.33755527532669e-11,397,LHS_Training_3
0.12812,0.73837,3.2861363853782e-44,375,regularSobol_Training_3
0.040354,0.49372,5.88053821104433e-49,313,LHS_Training_8
0.91216346,0.13816008,3.7142471752975e-39,441,Testing
0.62142,0.27523,4.57377343120741e-28,349,Rand_Training_6
0.12927,0.76504,3.43388601501004e-44,770,Rand_Training_7
0.90082,0.80208,0.318153841051343,7956,selectiveSobolSampling_Train_XX
0.33373,0.77387,1.71821434419366e-25,780,LHS_Training_8
0.25477729,0.27105019,5.26458044832558e-17,1246,Testing
0.021149,0.64488,4.93981966484069e-55,197,Rand_Training_8
0.4776268933,0.5723362121,3.88360080142495e-13,400069,selectiveSobolSampling_Vald_XX
0.011176683,0.99127736,5.27530420364098e-55,1840,Testing
0.011576724,0.38589077,6.54220957201518e-48,816,Testing
0.22551996,0.71322588,1.75572673619169e-34,1199,regularSobol_Vald_9
0.42324,0.33072,2.58640122342889e-18,71,Rand_Training_1
0.48495,0.97777,1.58072781611624e-12,1125,regularSobol_Training_9
0.429914,0.743345,1.91830071175977e-18,48,Rand_Vald_2
0.20146,0.16672,1.2365220170944e-20,96,LHS_Training_2
0.36426367,0.62778454,7.20539159540181e-22,1158,Testing
0.37735,0.21881,1.27045071017193e-25,889,Rand_Training_9
0.8586006,0.0497709,3.56817940965415e-49,472,regularSobol_Vald_3
0.095225,0.65772,6.90299807515949e-47,308,Rand_Training_6
0.56321,0.62786,1.46573390647359e-09,514,LHS_Training_9
0.402881,0.479009,2.95743985056578e-15,42,Rand_Vald_2
0.703015,0.395533,6.65061143508955e-20,50,Rand_Vald_3
0.82153,0.62345,2.03761255677705e-07,672,Rand_Training_8
0.05746612,0.7197151,9.11588116186006e-52,34,LHS_Vald_6
0.28293,0.98009,2.76827733329055e-27,20529,selectiveSobolSampling_Train_XX
0.71175148,0.87942062,0.000701223615880352,1555,Testing
0.068897,0.50746,3.32606149116201e-46,303,LHS_Training_9
0.79774,0.39771,1.15691869143712e-19,408,Rand_Training_4
0.97542,0.68601,0.0252507457671248,460,Rand_Training_7
0.85373,0.74512,0.00466827869119965,775,Rand_Training_9
0.062618,0.96054,1.12104441300997e-49,46019,selectiveSobolSampling_Train_XX
0.20099,0.32337,8.48437457337913e-25,1023,regularSobol_Training_8
0.44497357,0.24424521,3.7871325357194e-26,890,Testing
0.82636,0.91823,0.673107748964074,60616,selectiveSobolSampling_Train_XX
0.59233,0.24468,3.8495173877896e-30,11,LHS_Training_1
0.78701011,0.93554302,0.417472709104196,565,Testing
0.48201,0.78353,3.5023918483984e-15,705,Rand_Training_8
0.20042365,0.6757022,1.89216964926646e-36,524,Testing
0.83741,0.15931,1.87060793352214e-38,350,Rand_Training_5
0.92424,0.50695,2.91440606718422e-11,39,LHS_Training_3
0.34793,0.65082,1.81473416020565e-23,59129,selectiveSobolSampling_Train_XX
0.809951,0.608976,4.16168365758738e-08,2,Rand_Vald_3
0.046592,0.33484,2.47330570327922e-41,793,LHS_Training_8
0.94046679,0.62720405,2.55161618563925e-05,385,Testing
0.04615856,0.286552,1.07041818812723e-38,14,LHS_Vald_7
0.91642,0.7749,0.204148389722445,78820,selectiveSobolSampling_Train_XX
0.69688,0.9505,0.00407741820750169,156,LHS_Training_3
0.66658229,0.35719622,2.5940801349957e-22,1355,Testing
0.34073,0.45068,9.5504785318735e-19,687,Rand_Training_6
0.58652691,0.44734263,3.97328237002863e-15,1695,Testing
0.67076,0.074084,2.20350468427103e-47,268,LHS_Training_3
0.17206,0.12593,1.21799775978496e-22,743,LHS_Training_9
0.83937,0.82979,0.160077100567544,18,LHS_Training_3
0.07622,0.79125,6.36456215457167e-50,217,LHS_Training_5
0.55818,0.58923,4.34822513196001e-09,192,LHS_Training_6
0.03891017,0.8730482,1.00610479317655e-53,61,Rand_Vald_6
0.26065,0.32904,9.6027939493439e-20,702,Rand_Training_8
0.79481,0.47598,7.99129275307709e-15,416,regularSobol_Training_3
0.90612,0.65036,3.49604024200023e-05,228,Rand_Training_7
0.42379,0.093091,1.07463595192985e-39,488,Rand_Training_8
0.95915,0.87739,0.990554753986324,868,LHS_Training_9
0.97879,0.064825,9.26202313903804e-45,123,LHS_Training_9
0.4968159,0.4256857,3.14839441108614e-14,129,Rand_Vald_7
0.59778,0.87796,2.39258675745459e-08,411,Rand_Training_8
0.1448022,0.0330489,1.42305290790613e-30,131,LHS_Vald_8
0.47073398,0.041202865,6.71534484845715e-47,1898,Testing
0.76074,0.28905,8.83537501184493e-28,806,Rand_Training_9
0.57901,0.54669,2.04124739929122e-09,44,Rand_Training_0
0.18987,0.21246,3.43901549890891e-19,109,LHS_Training_8
0.62829,0.659,4.69649632008772e-07,167,Rand_Training_8
0.035999524,0.16837868,4.00807705543516e-32,768,Testing
0.88138,0.29455,4.16897097613387e-26,124,Rand_Training_3
0.1971,0.059788,2.75367823029984e-31,636,LHS_Training_8
0.14409,0.059167,1.22756059185666e-27,221,LHS_Training_7
0.51409,0.65893,1.33853253615678e-12,535,LHS_Training_9
0.5560042,0.9074489,5.86318310175869e-10,71,Rand_Vald_5
0.126,0.79479,1.51102441718276e-44,348,LHS_Training_8
0.6420981,0.9960949,0.000460398046800863,54,LHS_Vald_8
0.36015,0.62288,4.33564800172906e-22,1177,regularSobol_Training_9
0.067578,0.3479,1.135628045777e-39,224,Rand_Training_7
0.35831198,0.057164072,1.03028953467483e-40,1958,Testing
0.22838,0.90127,1.24040971197226e-33,367,regularSobol_Training_3
0.90345,0.0053286,3.40926576801816e-53,404,regularSobol_Training_3
0.42979,0.5706,4.18156672918245e-16,450,LHS_Training_6
0.0691792,0.40344,3.71329698383804e-42,4,LHS_Vald_0
0.40248,0.89822,1.77509326286613e-19,90,LHS_Training_5
0.42773,0.96516,1.69996921865501e-16,180,Rand_Training_5
0.509805,0.979561,5.15171583377628e-11,2,Rand_Vald_4
0.4534091,0.59408163,4.18080246901748e-15,1050,Testing
0.32962,0.75466,8.68477316389511e-26,653,LHS_Training_9
0.25484182,0.15861712,8.49726362917052e-25,1185,regularSobol_Vald_9
0.4106029,0.6219331,1.85782784518628e-18,78,LHS_Vald_6
0.61367,0.68613,5.6812020170281e-08,318,Rand_Training_5
0.95219505,0.65660296,0.000625901250822521,1473,Testing
0.92695,0.48089,1.24615822279152e-12,30,LHS_Training_7
0.66476,0.53467,2.27399937579484e-11,691,LHS_Training_7
0.09979,0.52661,1.92555874126019e-43,148,LHS_Training_3
0.39382521,0.43878678,2.11176633047215e-14,818,Testing
0.59448,0.46345,2.66015631449991e-14,219,Rand_Training_4
0.71446,0.76316,0.00013908877972591,334,Rand_Training_3
0.6455299,0.09924582,1.5182835275015e-44,131,Rand_Vald_9
0.013179,0.59457,5.55165310639869e-55,308,Rand_Training_9
0.36036,0.50335,4.17635470573861e-19,738,LHS_Training_9
0.71708,0.54944,5.37260825259369e-11,815,Rand_Training_9
0.19102,0.82881,7.05877149765919e-38,40,LHS_Training_0
0.7571676,0.6217106,8.34443107094308e-08,157,LHS_Vald_9
0.54273,0.25151,1.66131185093078e-28,146,LHS_Training_3
0.740087,0.388507,1.78594336707119e-20,48,LHS_Vald_4
0.83946,0.75537,0.00579187593163028,612,Rand_Training_9
0.32562,0.6445,4.14424918742999e-25,191,Rand_Training_9
0.086289,0.46576,7.67071805548083e-43,570,Rand_Training_7
0.42702,0.098774,3.12591089009515e-39,696,Rand_Training_6
0.014904,0.52532,6.20650185732384e-53,265,LHS_Training_6
0.93441,0.90876,0.980271004255977,432,Rand_Training_8
0.27368,0.24283,3.57798275410409e-18,793,LHS_Training_9
0.05205788,0.7380795,1.66819091602686e-52,75,LHS_Vald_7
0.66913,0.20792,2.27316341231465e-34,384,LHS_Training_7
0.26377,0.073774,5.85955483145729e-34,269,Rand_Training_9
0.68257,0.94126,0.000823690425969568,31,Rand_Training_7
0.95305,0.85079,0.973360010163461,85564,selectiveSobolSampling_Train_XX
0.86352,0.58475,1.44384006368283e-08,328,Rand_Training_4
0.62224,0.23651,2.50425493895103e-31,390,LHS_Training_8
0.12924,0.26964,9.08888653445646e-29,490,LHS_Training_7
0.57565,0.88127,2.3441483832893e-09,174,Rand_Training_8
0.54566777,0.50986014,1.41267897207497e-10,327,Testing
0.78914,0.11772,5.81957207555958e-43,201,LHS_Training_6
0.017779,0.73756,1.77826520139078e-56,572,Rand_Training_9
0.67518207,0.33358706,4.06427624702658e-24,1899,Testing
0.047802,0.38376,1.22257977492469e-43,377,Rand_Training_8
0.19646,0.27472,1.75763779910727e-22,801,Rand_Training_9
0.94301,0.83519,0.927089244828437,1,Testing
0.95026593,0.031613388,3.87004393664037e-49,1217,Testing
0.66046,0.7975,2.20684267617976e-06,183,LHS_Training_7
0.3412,0.60424,3.56052986795993e-23,59209,selectiveSobolSampling_Train_XX
0.13344,0.23069,6.51193569526142e-26,411,Rand_Training_5
0.27294,0.088187,5.77299944927377e-33,65,selectiveSobolSampling_Train_XX
0.60105,0.15211,1.08053021743585e-38,564,LHS_Training_9
0.54294,0.90687,1.18943772286065e-10,894,Rand_Training_8
0.41195,0.92337,2.0629392941551e-18,333,regularSobol_Training_2
0.31531,0.44532,1.58700510192221e-20,120,Rand_Training_1
0.4579839,0.3019393,7.56450693071343e-22,1178,Testing
0.048508,0.9566,2.27882709904963e-51,198,Rand_Training_7
0.10604,0.1811,2.17129529769351e-25,187,LHS_Training_1
0.79604,0.72582,0.000430831467358525,789,LHS_Training_9
0.69865,0.80416,5.39123598932984e-05,618,LHS_Training_9
0.96722,0.57178,5.49677294386122e-07,988,regularSobol_Training_8
0.85715,0.30094,5.29660887253435e-26,265,LHS_Training_9
0.50937375,0.017057116,9.72422386067255e-51,1190,regularSobol_Vald_9
0.79087,0.31345,9.70673312246945e-26,264,Rand_Training_2
0.6551929,0.3159704,2.89979564494381e-25,160,LHS_Vald_9
0.51076,0.238,8.04894979947501e-29,356,Rand_Training_7
0.27445532,0.0044699935,3.01426552766656e-42,638,Testing
0.5789347,0.06881972,1.03159327634819e-46,29,LHS_Vald_5
0.75056,0.77825,0.00157998027506041,20,LHS_Training_1
0.061728748,0.51975896,2.15274110695516e-47,480,Testing
0.9201,0.38616,1.18756661435566e-18,912,Rand_Training_9
0.002767,0.83689,2.79882636716285e-58,142,Rand_Training_9
0.74808,0.34937,3.2085548232564e-23,991,Rand_Training_9
0.96179,0.98702,0.999308707813903,245,LHS_Training_6
0.78036,0.89873,0.0967145781444684,112,regularSobol_Vald_0
0.29871,0.9929,1.24395363764841e-25,77,LHS_Training_6
0.6843,0.016109,9.42607953362968e-54,873,Rand_Training_9
0.24387,0.84278,7.62363686511354e-33,55,LHS_Training_8
0.9998989,0.6134197,0.000312007405894442,716,regularSobol_Vald_5
0.65712,0.83203,2.60579299640386e-06,255,LHS_Training_4
0.46698,0.64534,3.57855116745563e-15,181,regularSobol_Training_1
0.8542,0.53197,3.28260160265098e-11,413,LHS_Training_6
0.96122082,0.56850662,2.67935049642814e-07,1697,Testing
0.41835,0.80444,3.20308877077308e-19,13,selectiveSobolSampling_Train_XX
0.51546,0.61569,7.48232041958365e-12,476,Rand_Training_9
0.75185,0.50679,2.96909759768338e-13,800,LHS_Training_7
